,O14793,O60635,P07585,P08727,P14136,P18627,P24387,P52823,P55259,Q92820,Q969V3,Q96NZ8,Q99748,Q9NZV1,Q9P0M4,Q9UGM5,Q9Y653,Class Label
268,-2.7927,-0.6894,-1.7936,0.991,-1.1815,-1.7074,-1.5662,0.2154,-0.6754,-1.2566,-0.4951,-2.3482,0.1903,-1.0649,-1.0684,-2.2914,-2.1164,0
269,-2.6977,-0.5712,-0.0057,0.027,-0.3481,-0.0042,-2.5008,0.2312,0.1305,-0.536,-0.4107,-2.378,-0.6572,-0.509,-1.0475,-1.743,-1.6649,0
270,-1.421,-0.3759,-1.169,2.1117,-0.6504,-0.2948,-1.7721,0.2213,0.0172,-1.1999,-0.3518,-2.3566,-0.3679,-0.6467,-1.2686,-2.2114,-1.0788,0
271,-2.4526,-0.5167,-1.3396,-0.3474,-1.582,-1.499,-1.6899,1.017,-1.2349,-2.338,0.2907,-3.194,0.1742,-1.6808,5.2428,-3.015,0.641,0
272,-3.1284,-0.3792,-2.574,-0.3752,-1.565,0.4285,-3.1128,-1.4633,-2.631,-1.3853,-0.5775,-2.4295,-0.4464,0.3816,-0.9808,-0.5783,-2.9659,0
273,-3.0533,0.8684,-2.0258,2.8627,-0.5791,-0.7689,-2.1673,1.3804,-0.429,-1.6957,-0.2658,-2.096,-0.8884,-1.0222,-1.2762,-2.6675,-2.042,0
274,-2.5496,-0.3458,-1.2329,1.3728,0.1148,0.682,-3.1067,-0.5443,-0.2656,-1.217,-0.6038,-2.8285,0.422,-1.3292,1.027,-2.1569,-0.623,0
275,-3.4363,-0.3347,-1.9165,-0.0675,-0.4094,0.4057,-2.1191,-0.4043,-0.6307,-0.5947,-0.692,-2.1954,-0.5098,-1.0773,-1.8045,-2.2606,-1.2257,0
276,-2.242,-0.5445,-1.5952,-2.2758,-0.9785,-1.5254,-2.1606,-1.1523,-2.1068,-1.3935,-0.4202,-1.801,0.1803,-1.5586,-1.9705,-1.4744,0.2556,0
277,-1.8264,-0.4362,-1.7317,0.4965,-1.7963,-0.3901,-1.9898,0.1105,-1.9259,0.3538,-0.3343,-1.8215,0.3441,-1.0144,-0.9486,-0.8066,-1.9615,0
278,-2.6902,-0.5202,-2.3186,-1.7202,-1.2423,-0.7967,-3.1366,-1.0771,-1.6704,-1.3501,-0.5302,-2.3772,-0.1435,-1.5363,-1.1831,-1.673,-1.8903,0
279,-2.2626,-0.2841,-1.5423,0.7426,-0.9795,-0.4422,-2.1753,-0.9144,3.0019,-0.8402,-0.7176,-1.7496,-0.2327,-0.9352,-0.7536,-2.4066,-1.5284,0
280,-3.2866,-0.42,-1.8901,1.2269,-0.2105,0.1489,-2.1361,0.4446,-1.4289,-0.7999,-0.1653,-2.739,0.038,-0.7193,-2.2363,-0.7416,-1.0064,0
281,-2.2733,-0.7117,-1.0279,1.7551,-0.7096,0.2526,-2.3772,0.4536,-2.297,-1.1083,-0.0425,-2.2713,0.4444,-0.6637,-1.3892,-1.7983,0.9456,0
282,-2.5088,0.0733,1.0033,0.7772,0.4527,1.9423,-2.7317,0.1676,0.9806,-0.865,-0.4987,-1.8931,-0.2568,-0.0346,-0.9124,-1.5752,1.9186,0
283,-1.8202,-0.6361,-1.7306,-1.6901,-0.8989,-1.4899,-2.1591,-0.0779,-1.372,-2.0147,-0.5422,-1.3392,-0.6381,-1.3331,1.6805,-2.5444,-0.7999,0
284,-2.063,-0.4396,-2.3781,-1.8826,-0.9824,-0.5558,-2.5371,-1.1465,-2.0804,-1.5587,-0.6035,-2.6787,0.1474,-0.9763,-1.8455,-2.1839,-1.6067,0
285,-3.3046,-0.8635,-2.1795,-1.8777,0.2623,-0.4192,-3.505,-1.3392,-0.7965,-1.872,-0.4045,-2.9489,-0.0978,-1.1776,-1.8469,-2.8137,-1.7769,0
286,-3.6051,-0.5786,-1.6297,1.8701,0.1511,-0.1701,-1.5417,-1.0559,-1.8628,-0.6315,-0.3762,-1.9899,0.3881,-0.4748,-1.2494,-3.5413,0.0735,0
287,-1.9487,-0.6472,-1.9653,0.9275,-1.3855,0.0724,-2.1627,-0.532,-1.6582,-0.9942,-0.6666,-1.8155,-0.6038,-1.0214,-0.7069,-1.5953,-1.4617,0
288,-2.4013,-0.676,-2.4097,-0.1743,-1.3203,0.0941,-1.4545,-1.0062,-2.4216,-0.3643,-0.4731,-2.1363,-0.1942,-1.0973,-1.5811,-0.8282,-1.9708,0
289,-2.6666,-0.3121,-2.0246,0.5301,-0.7904,-0.5087,-1.5963,-0.538,-0.4733,-1.3007,-0.3533,-1.163,0.0663,-1.5284,-1.152,-1.7286,-2.5807,0
290,-2.7506,-0.4578,-1.6006,1.8078,-0.0877,-0.1645,-3.3704,-0.0854,-1.2557,-1.2647,-0.1997,-2.5725,0.6991,-0.8791,-2.0257,-4.0671,-1.3954,0
291,-2.4289,-0.4138,-1.9713,2.7839,-1.3465,-0.5982,-0.794,-0.3551,-0.5979,-0.451,-0.7011,-1.5047,0.133,-1.3211,-0.96,-1.5669,-1.7137,0
292,-2.5458,-0.6892,-1.5704,-1.6856,-0.9906,-0.8478,-2.917,-0.9493,-1.6455,-1.5822,-0.4654,-2.7765,-0.3189,-1.4241,0.77,-2.5073,-2.2534,0
293,-2.093,-0.3626,-2.2105,0.2632,-0.3812,-0.0297,-2.318,-1.0269,-0.8771,-0.5709,-0.4017,-2.4792,-0.1454,-1.4594,-1.7072,-1.8336,-1.9853,0
294,-2.3313,-0.5965,-2.2615,-1.5538,-1.6829,-0.6992,-2.383,-1.4356,-1.5593,-0.8366,-0.5517,-2.5216,0.0325,-1.3129,-2.1149,-1.2508,-2.2718,0
295,-2.9203,1.3244,-0.9263,1.7087,0.0326,0.7845,-2.3386,-0.251,-0.91,-1.3313,-1.0061,-2.6382,0.04,-0.3907,1.4212,-2.5861,-0.2377,0
296,-2.5909,-0.5311,-0.4382,0.4351,-0.6654,0.3629,-2.4495,0.7121,0.2987,-1.7163,0.067,-2.4938,0.2937,0.0816,-1.2606,-1.9931,-1.2168,0
297,-3.6324,0.1849,-1.9182,1.1945,0.5595,-0.3666,-1.6055,-1.4749,0.2963,-1.5817,-0.2326,-1.7563,-0.3227,-0.5979,-0.095,-2.2108,-2.0489,0
298,-2.993,-0.5367,-2.253,-1.4254,-0.8873,-1.6527,-1.9976,-1.2059,-0.8368,-1.3393,-0.0168,-2.1386,0.1595,-1.8146,-0.7367,-1.819,-2.3928,0
299,-2.9777,-0.2992,-1.8455,2.081,0.035,0.0948,-1.3967,-0.3943,-0.9185,-1.0442,-0.5596,-2.1179,0.1656,-0.7873,-0.6777,-1.4664,-0.1327,0
300,-2.1978,0.2499,-1.6698,-0.5413,-0.2783,-0.4578,-2.4758,-0.7358,-0.3089,-1.1436,-0.542,-2.8258,-0.6522,-1.2361,-1.728,-1.9645,-1.3289,1
301,-2.2628,1.0006,-1.7183,2.3744,-0.8727,0.4496,-2.2803,0.2492,-0.7648,-1.3194,-0.8465,-2.57,-1.0387,-0.7222,-1.293,-2.3505,-1.5457,1
302,-3.042,1.2467,-1.3357,3.7423,-0.5701,-0.429,-1.5511,0.6477,1.7489,-0.9941,-0.5198,-2.5015,-0.1894,-0.5686,1.0042,-2.0505,0.7337,1
303,-4.037,-0.612,-0.2333,-0.9349,1.0051,1.1119,-2.6342,0.0309,-0.7026,-2.6271,-0.5592,-3.2057,0.1073,-0.2057,4.271,-5.157,-1.1411,1
304,-2.2713,5.2078,-0.3897,-0.1269,-0.6312,-0.3331,-2.3655,-0.0671,1.4209,-0.7836,-0.3332,-2.8498,-0.2442,-0.3018,1.0018,-2.2462,1.2965,1
305,-2.7764,-0.6776,-1.8491,1.0319,-0.6438,-0.8216,-1.6813,-0.3764,-0.317,-1.3424,-0.6566,-2.9539,0.0172,-0.539,-0.7777,-2.3959,0.1129,1
306,-3.6235,-0.4551,-2.0934,3.4654,-0.7275,0.0033,-2.56,0.2633,-0.4432,-1.9741,-0.7665,-2.9604,-0.8143,-0.7823,-0.3823,-2.9718,0.1339,1
307,-3.7359,-0.5284,0.4121,3.033,0.7766,0.8349,-2.4365,-0.4539,0.2356,-2.6555,-1.0092,-2.8439,0.3027,-0.6008,0.8902,-3.7308,-1.0914,1
308,-4.1212,-0.5389,-1.328,1.4563,1.437,0.7887,-2.9981,1.07,5.1099,-2.737,-0.5483,-2.5039,0.3997,-0.0454,0.8112,-4.0363,-0.4369,1
309,-2.6674,-0.4093,0.0911,0.9731,0.0446,0.9527,-5.1991,0.0009,5.6295,-4.3268,-0.0581,-1.7511,-0.0306,0.8829,2.0805,-4.1356,0.6329,1
310,-3.5955,0.5287,0.8285,4.4975,0.3775,2.4728,-3.0234,2.9389,0.5655,-2.3365,-0.0948,-2.4791,0.0563,1.1156,2.8119,-4.9678,0.0035,1
311,-2.4588,-0.4966,-0.9168,3.3268,-0.5245,1.3253,-2.5019,1.6184,-1.8982,-1.2123,-0.6373,-2.3499,-0.4494,-0.3003,-0.834,-3.0488,-0.241,1
312,-3.5725,-0.3011,-1.4345,-0.1735,-0.1688,0.284,-3.1573,1.6595,0.5176,-1.7612,-0.2935,-3.7223,-0.3671,-1.0624,3.6428,-2.8282,0.4174,1
313,-2.5445,0.5863,-0.6767,3.4129,0.0769,0.1456,-1.8852,0.9809,2.4893,-1.5507,-0.3356,-2.0896,-0.0703,-0.3573,2.9789,-3.7893,0.1196,1
314,-2.2176,-0.5093,-1.3301,3.0675,-0.4493,-0.7954,-3.6534,0.5496,1.2624,-3.3005,-0.7414,-3.3587,-0.4466,-1.1606,-1.8018,-2.8445,-0.6587,1
315,-2.3963,0.129,0.2764,1.0462,-0.8922,1.4779,-1.1579,0.1294,1.2068,-0.6148,-0.3933,-2.509,-0.7156,0.0198,1.7462,-1.6279,0.1842,1
316,-2.3984,-0.684,0.751,1.2924,0.2367,3.7989,-3.956,2.794,5.5642,-2.6278,-0.1598,-1.7292,0.3032,1.354,-0.161,-2.5834,2.7754,1
317,-3.2226,-0.1071,-1.154,1.0797,-1.3886,-0.0049,-3.056,0.5661,3.1341,-1.9399,-0.2028,-1.5019,0.189,-0.1613,0.9467,-4.122,0.2672,1
318,-2.06,1.5411,-1.9434,2.5885,-1.0272,-0.7702,-1.9807,-0.1993,0.7016,-2.0479,-0.3987,-3.0185,0.3028,-1.3188,-1.2963,-3.6265,0.1722,1
319,-2.5228,-0.3054,-1.7186,-1.2033,8.782,-0.3721,-1.6993,1.1592,-0.4189,-0.3308,-0.5539,-2.0021,-0.4719,-0.575,-1.032,-1.2001,-0.0193,1
320,-3.407,-0.5514,-0.2639,1.3841,0.7103,1.6662,-2.2082,4.3898,-0.7026,-1.5514,-0.9836,-2.6306,-0.1002,0.0612,2.9356,-2.5574,1.1661,1
321,-2.7924,-0.2398,-0.2643,0.8616,0.546,-0.4627,-2.3632,-0.2343,0.0355,-1.9325,-0.7376,-2.4999,0.1393,-0.8406,-1.472,-3.5301,-0.0923,1
322,-3.5671,-0.4926,0.2798,3.7999,1.2795,1.5873,-1.861,1.2751,0.4695,-1.7931,-0.3395,-1.8711,-0.9174,0.231,0.6027,-2.2869,-0.6469,1
323,-2.5697,-0.3746,-2.1492,0.2884,-0.9873,-0.7883,-2.807,-0.4534,3.5062,-2.5752,-0.2614,-3.1264,-0.1166,-1.3579,-0.9271,-3.6548,0.5213,1
324,-3.9099,1.6089,-0.8433,-0.5175,0.405,-0.2291,-2.3002,-1.3455,2.7313,-2.976,-0.0358,-2.7164,-0.0929,-0.4399,1.324,-5.0231,-1.0597,1
325,-3.7214,-0.4779,-0.0499,-0.8984,0.232,0.8127,-3.2946,-0.5249,-0.9876,-1.9765,-0.5644,-2.5422,0.0624,-0.3586,0.8627,-2.8858,0.4132,1
326,-3.7208,-0.1355,-1.8284,0.3528,-0.7687,0.0117,-2.6299,-0.7768,-1.7154,-1.0189,-0.4437,-1.8675,0.1536,-0.8436,0.7799,-2.522,-1.0091,1
327,-3.8723,-0.2589,0.1748,2.9916,0.1786,1.2174,-2.9601,3.0761,1.5323,-1.5421,-0.3116,-3.02,0.0227,0.3091,3.7128,-2.2226,0.1431,1
328,-2.4919,-0.3704,0.0934,3.3264,-0.1316,-0.7279,-2.9998,3.8266,-0.6327,-1.1323,-0.1953,-2.6201,-0.2684,-0.403,2.2019,-2.2896,-0.7045,1
329,-2.8316,-0.3265,-0.5505,1.7968,0.406,1.1415,-1.9239,0.2057,-0.1362,-1.7231,-0.0721,-2.5864,0.0495,-0.5166,0.4751,-2.4632,-0.0404,1
330,-3.9031,-0.7934,0.3543,1.5541,0.2414,0.8726,-0.4131,2.7772,-1.385,-1.04,-0.251,-1.3255,0.0668,0.1189,1.7791,-2.0018,1.4798,1
331,-2.8781,-0.4078,0.384,5.1411,0.7328,0.814,-3.3332,3.3672,2.5554,-2.0323,-0.4161,-2.8487,-0.4792,0.1133,0.4361,-2.7944,0.6061,1
332,-2.7397,-0.6952,-2.4301,-2.2315,-1.9605,-0.4769,-2.3405,-0.8906,-1.8216,-1.3109,-0.6983,-2.2642,0.0837,-1.4375,-1.9502,-1.9722,0.6181,1
333,-3.2751,4.4864,0.6448,1.2974,1.3702,1.4091,-1.3735,0.1199,1.6056,-1.3085,-0.4754,-1.5433,0.1177,0.5809,1.7063,-4.1992,-0.5389,1
334,-2.5039,4.0726,-1.1097,3.2954,-0.4265,0.0586,-2.8171,1.8152,0.8893,-0.183,-0.1457,-2.2789,-0.1314,-0.1428,-1.4101,-1.3051,-0.6206,1
335,-2.6648,-0.3644,-1.2406,2.9659,-0.5282,0.8714,-3.2889,0.238,-0.3508,-1.7012,-0.7516,-2.4221,-0.471,-0.5573,-1.2618,-2.0838,0.2267,1
336,-3.7685,0.2041,-0.3377,1.744,-0.6059,0.0229,-2.6402,0.4851,0.7852,-1.665,-0.4305,-2.3362,0.0833,-0.5591,0.0351,-2.7695,0.7177,1
337,-2.7863,-0.1947,0.839,3.8247,3.8622,0.6798,-2.3632,1.1093,2.1214,-0.1738,0.0423,-3.0151,-1.47,-0.684,3.31,-3.3561,1.0332,1
338,-3.5876,-0.4507,-0.7789,3.8261,0.6561,1.2785,-1.9384,0.8657,-0.7243,-1.8751,-1.2072,-2.8406,0.04,-0.5148,0.3844,-3.2582,1.2588,1
339,-1.8952,0.3672,0.0824,4.8704,-0.4734,1.2499,-1.9707,2.3867,0.9885,-0.4447,-0.6422,-2.6012,-0.1036,-0.4351,1.1664,-2.9712,1.8874,1
340,-1.0796,1.7721,-1.6721,1.8062,-0.1533,-0.5822,-2.4051,-0.8692,0.1633,-2.1069,-0.6247,-2.7729,-0.549,-1.1981,-0.7645,-2.7253,-2.4301,1
341,-2.4933,-0.5824,-0.5414,3.3035,-1.5574,0.5498,-2.6003,1.5468,-0.648,-0.9567,-0.4086,-2.8799,-0.4791,-0.9553,0.584,-2.443,1.2652,1
342,-3.4126,1.0917,-0.6373,1.6378,1.0758,-0.0733,-2.3618,1.2397,0.5175,-1.8791,-0.3328,-3.6041,-0.2614,-1.1733,-0.0589,-3.0489,-0.6997,1
343,-1.7791,0.0548,0.3649,4.4505,0.8472,1.2853,-2.6084,1.7518,-0.1014,-0.6918,-0.0702,-2.5088,0.4496,0.6817,1.0035,-2.2663,-0.7984,1
