,A1E959,O00626,O14793,O43895,O60635,O95750,O95994,P01579,P01591,P03950,P05783,P07711,P10721,P14136,P14210,P15090,P15336,P17516,P18627,P19801,P21246,P24387,P28827,P30838,P31994,P35225,P35475,P42785,P43629,P51531,P52823,P55259,P58499,P60484,P78423,Q0Z7S8,Q13459,Q29980_Q29983,Q3KPI0,Q4LE39,Q6ISS4,Q7L8A9,Q7Z6M3,Q7Z7D3,Q8IU54,Q8TD06,Q8TD46,Q8WTT0,Q92820,Q92854,Q969V3,Q96DU3,Q96JP9,Q96NZ8,Q99748,Q9BXJ7,Q9NRA1,Q9NX58,Q9P0M4,Q9P232,Q9UGM5,Q9UHF4,Q9UK85,Q9Y286,Q9Y5W5,Q9Y639,Q9Y653
65,0.0549,-1.2184,-2.2597,-1.1829,-0.4875,-2.1541,-0.0895,-0.7181,-1.3133,-1.6457,-1.6367,-0.6356,-2.5606,-1.0524,-0.198,-0.7855,-0.8552,0.6639,0.0728,-2.0923,-1.1257,-1.5235,-1.9245,-0.4458,-1.3033,-0.7038,-1.1486,-1.4167,-0.6816,-0.1838,-0.1573,-0.7528,-2.3266,-0.2392,-1.4413,-1.5372,-0.0487,-5.6083,-3.2604,-0.2384,-1.9278,0.236,-1.5142,0.3447,2.6069,-0.5975,-1.659,-1.9668,-0.3057,-1.5646,-0.2893,-0.3377,-1.6501,-2.3075,0.4278,-0.6958,-1.0271,0.4212,-1.3861,-2.1104,-2.2709,-0.4871,-0.6946,-1.4803,-1.7826,0.6101,-1.5809
66,-0.2599,-1.68,-2.5793,-3.5527,0.0234,-1.677,0.527,0.7528,-0.8815,-1.391,-0.7819,-0.1992,-2.1006,-0.5254,-0.9893,-0.6771,-0.327,0.3035,0.8097,-1.9716,-0.8336,-2.5387,-1.625,-0.379,-1.0549,-0.4434,-1.3357,-1.5976,-1.2385,0.4742,0.0823,0.3622,-1.5149,0.1725,-0.928,-1.8786,-0.2569,-4.8505,0.249,0.3085,-0.5981,0.3619,-0.8581,0.0712,1.8909,0.8402,-2.0388,-2.1691,-0.7987,-1.9202,-0.3497,0.0096,-1.0157,-2.4223,-0.4026,-0.4548,-1.3654,0.9877,0.4902,-2.3924,-1.8447,-0.5379,-0.4698,-1.5464,-1.5174,-0.3959,0.3121
67,-0.3588,-0.0533,-2.778,-3.3934,-0.6028,-1.5472,0.5457,2.5756,-2.2437,-1.4475,-1.0504,-0.7654,-2.6553,-0.4961,-0.3691,0.7384,-0.4756,-0.1734,0.5084,-2.1121,0.4171,-1.6303,-1.5556,-0.2891,-1.0959,-0.6015,-0.8594,-0.8543,-2.9874,-0.4245,-0.5943,-1.0927,-1.0005,0.0663,-1.1872,-1.7846,-0.3519,-1.5949,-2.0521,-0.0856,-0.7821,0.1137,-1.3322,0.1824,1.3565,0.4301,-1.8659,-1.1467,-1.4204,-1.5951,-0.2287,-0.9751,-1.6624,-0.1632,-0.5518,-0.0644,-1.2213,0.5327,-0.2266,-1.3485,-1.7786,-0.6372,-1.3785,-1.0951,-1.9518,-1.6527,0.7486
68,-0.4552,-1.0432,-2.5777,-2.2711,-0.786,-1.5973,1.8657,1.8107,-1.8603,-1.7972,-0.0838,-0.8971,-2.3066,-0.6388,-1.7748,-1.2475,-0.7273,-0.4782,0.4979,-2.3618,-0.8298,-2.3199,-2.4297,-0.8749,-2.9544,-0.6542,-1.6082,1.4712,-0.47,0.3379,-0.9776,-1.1528,-1.4977,0.2495,-1.866,-1.5558,-0.1944,-3.0127,-2.12,0.3567,-2.46,0.1569,-1.2777,0.0413,2.6968,-0.848,-1.8649,-1.3672,-1.4153,-2.1748,-0.4342,-1.3575,-2.0073,-2.4659,0.2235,-0.8794,-1.4653,0.1409,-1.2975,-2.2101,-1.9025,-0.6883,-0.9404,-1.7476,-1.9217,-1.3406,-1.6696
69,-0.5251,-1.8925,-2.8245,-2.526,-0.6401,-2.2161,0.7937,-0.3387,-1.2347,-0.6187,-0.2208,-0.674,-2.5589,-1.0101,-1.6553,-1.2754,-0.3543,-0.246,0.5264,-2.3783,-1.4742,-1.2488,-2.3844,-0.4979,-1.4034,-0.6143,-2.757,-1.6878,-1.1097,-0.2896,-1.1599,-1.157,-3.3032,-0.2901,-2.0006,-1.64,-0.5946,-1.4822,-0.9619,-0.1355,-1.4836,0.2304,-1.6202,-0.1154,1.0893,-0.5176,-1.8384,-2.5861,-0.8155,-2.1803,-0.3881,-0.7324,-2.0835,-1.8008,-0.4416,-0.9829,-1.218,-0.1586,-1.8218,-1.9881,-2.1069,-1.0462,-1.9522,-2.0134,-1.6949,-0.6978,-2.6205
70,-0.6472,-1.4302,-2.7224,-4.1643,-0.8684,-1.2974,1.229,-0.9876,-1.7594,-1.9471,-0.4009,-1.4412,-2.2018,-0.3561,-0.0915,1.3942,-0.764,1.3951,-0.9656,-2.2239,-0.9788,-0.9356,-1.7795,4.3362,-0.3448,-0.688,-1.6996,-1.2795,-0.935,0.1826,0.0122,-1.937,-0.8627,0.2789,-1.3727,-1.8628,-0.6783,-1.7403,-1.987,0.1795,-2.8814,0.181,-1.3484,-0.3259,-0.469,-0.9025,-2.1808,-0.8912,-1.1391,-1.6221,-0.1033,-0.3529,-1.5316,-2.5721,0.1021,-0.5932,-1.1821,0.5576,-1.3702,-1.7801,-2.0208,-0.9038,-3.4026,-0.9032,-1.8897,-1.4803,-1.7694
71,-0.6208,-0.7208,-2.8766,-3.4881,-0.4407,-3.0266,-1.289,1.3786,-1.8219,-1.3323,-0.5961,-0.6788,-2.8373,-1.2902,-0.48,-1.2836,0.1514,-0.2861,0.1812,-1.4965,-0.5065,-1.9121,-2.2271,-1.0354,-1.7441,-0.9472,-2.0435,-1.121,-2.6051,-0.4442,-0.5076,-0.7198,-2.986,-0.0543,-1.9577,-1.6341,-0.693,-2.4047,-2.4349,0.2497,-1.2528,0.1985,-1.5386,-0.1983,1.6375,-1.2123,-2.1827,-2.4256,-1.1967,-1.9245,-0.5272,-0.2666,-1.1652,-1.9463,0.1124,-1.0832,-1.1359,0.4942,-1.3028,-2.473,-1.0883,-0.4808,-2.0817,-1.4369,-2.6774,-1.2223,-1.9175
72,0.2676,-0.1433,-2.6799,-1.7279,-0.1209,-3.0311,-1.9484,1.383,-0.9356,-0.7845,-1.37,-0.8658,-2.8043,-0.0832,-0.161,1.9185,-0.4234,0.2538,0.9084,-2.0998,-0.2611,-1.8299,-2.2027,0.5719,-0.316,-1.0182,-1.8855,-1.5456,-1.2928,0.4883,-0.3147,-1.1202,-1.5135,-0.3658,-0.6668,-0.8578,-0.4428,-1.4375,0.2915,0.1151,-0.6709,0.3987,-1.7246,-0.2104,1.6063,-0.8991,-1.8823,-2.2865,-1.3722,-1.4594,-0.3612,0.3965,-1.0097,-1.3715,-0.0415,-0.4994,-0.9508,1.1044,4.0249,-2.4045,-3.4009,-1.0304,-0.8619,-1.1747,-2.0887,1.4546,-1.97
73,-0.8346,-1.4039,-2.2901,-5.1185,-0.6282,-2.0011,0.1329,-1.2306,-4.4716,-1.1863,-2.2547,-0.6319,-1.5847,-0.4616,-1.5043,-0.1133,-0.6347,-0.0721,-1.627,-2.2006,-1.1687,-2.3624,-2.2441,-0.1334,-1.4279,-0.6706,-2.3547,-2.8433,-0.9061,-0.2827,-1.0787,-0.3242,-1.4432,-0.0858,-0.9126,-2.3351,-0.3103,-1.0815,-2.1885,-0.1725,-1.7301,0.4112,-1.3013,0.3048,-0.0148,-1.2069,-2.7245,-1.7519,-1.854,-1.9817,-0.5019,-0.8181,-1.271,-2.8117,-0.1372,-1.4196,-1.4237,0.0152,-0.2959,-3.0723,-2.4955,-0.3391,-1.1888,-1.6609,-1.2853,-1.4594,-2.4189
74,-0.4848,-1.2018,-2.4479,-2.2146,-0.1697,-2.1003,0.799,0.4652,-1.4768,-2.6564,-0.8915,-0.8149,-2.5028,-0.4113,-2.2216,-1.737,-0.5473,0.1562,-0.4412,-1.8015,-1.3314,-2.5248,-2.4599,-0.457,-0.8793,-0.448,-2.4613,-2.4168,-2.2238,-0.5438,-0.6347,-1.8526,-2.9693,0.2864,-2.2117,-2.0125,-0.5879,-1.3855,-2.7938,0.3831,-2.8489,0.0461,-1.4934,-0.1336,1.5101,-0.6071,-2.3552,-2.2043,-1.7041,-1.9982,0.2059,-0.3622,-1.0401,-2.9153,0.5706,-0.7307,-1.4654,0.6271,-2.5424,-1.9452,-2.237,-1.0642,-1.7644,-1.7153,-2.404,-0.7126,0.3341
75,-0.6095,-1.1031,-1.0976,-1.842,-0.4743,-1.8387,-0.7289,4.5929,-1.4336,-2.4169,-1.6295,-0.8361,-2.7352,-1.4011,-0.6405,-2.1447,-0.4377,0.2805,-0.5565,-1.3912,-1.2284,-2.3522,-2.1742,-0.8578,-3.3575,-0.6166,-2.3628,-2.313,-2.3582,-0.1327,-0.3686,-1.1488,-3.3536,0.3805,-2.0641,-1.6488,0.0056,-3.3564,-1.1333,0.0149,-2.7665,0.102,-1.541,-0.1144,1.621,-0.3037,-2.1902,-2.5358,-0.6717,-2.1967,-0.6613,-1.4692,-1.8751,-2.394,-0.3517,-0.5747,-1.4929,0.4002,-1.1136,-1.9423,-1.884,-0.2419,-1.7854,-1.539,-1.7624,-1.4006,-1.1394
76,-1.0255,-0.6155,-2.4775,-2.3316,-0.5708,-1.5406,2.4847,-3.9883,-0.9491,-1.521,-0.1791,-1.3751,-2.5094,-0.4923,-0.7699,-1.6487,-0.3342,-0.4946,-2.03,-1.9461,0.1844,-3.172,-2.3039,-0.3289,-1.3231,-0.8575,-1.9698,-2.6208,-1.8974,0.3653,-1.8331,-0.4259,-2.0568,0.3881,-2.3544,-1.486,-0.1902,-1.6281,-2.0209,0.0872,-2.02,0.5214,-1.0818,0.3397,-0.8323,-0.7935,-2.4209,-2.2646,-1.5053,-2.1973,-0.3655,-0.4896,-1.8079,-2.2633,0.2277,-0.7325,-1.0382,0.6612,-1.3096,-2.967,-2.4454,-1.3773,-2.6499,-2.0683,-1.9498,-1.4244,-2.3592
77,-0.3411,-1.3999,-2.3577,-1.7489,-0.8541,-3.3796,1.4849,-1.0493,-1.2457,-1.7245,-0.1626,-0.6069,-2.7275,-0.8054,-0.2257,-1.0506,1.6046,0.1686,-1.2209,-1.6468,-1.4753,-1.5916,-1.9557,-0.5804,-1.3837,-0.5045,-1.6092,-1.7961,-1.7929,0.4075,-0.7274,-1.6921,-2.5984,-0.22,-2.0007,-1.873,0.245,-4.9188,-2.2267,-0.0179,-0.5916,0.7417,-0.8363,-0.2287,0.395,0.1995,-1.6287,-2.0299,-0.3838,-1.2921,-0.015,-0.7702,-1.7896,-2.2483,-0.559,-0.8866,-1.1123,0.4709,-0.7157,-2.6111,-2.6907,-1.4123,-1.8585,-1.4753,-1.508,-1.2586,-2.6135
78,-0.2673,-2.314,-1.5608,-0.3431,-0.3723,-1.7541,-1.4728,3.0799,-1.3933,-1.1414,-2.7194,-1.4002,-2.312,0.3222,-1.7315,-2.3009,-1.0871,-0.5775,-0.194,-2.1024,-0.3711,-2.2494,-1.5661,-0.0711,-3.5057,-0.1231,-1.9072,-1.897,-1.155,-0.3759,-1.1365,-0.9087,-1.3662,-0.159,-1.5988,-2.2069,-0.1223,-5.6732,-1.8479,0.0118,-2.5539,0.1017,-1.4244,-0.0429,0.2103,-0.3881,-1.7,-0.9565,-2.0527,-1.7935,-0.3272,-0.252,-1.7063,-2.548,-0.459,-1.074,-1.2365,0.523,-0.1074,-2.45,-1.7095,-0.7789,-1.1565,-1.6963,-1.8131,-1.3125,-2.4789
79,0.1825,-1.2113,-2.6588,-4.5924,0.7526,-2.678,-0.5272,0.4874,-1.6144,-2.1631,-2.6542,-1.5532,-2.9311,-0.7544,-0.4901,-2.132,-0.7697,0.0298,-1.5147,-1.8019,-0.7029,-2.4946,-2.3376,-0.3037,-1.2152,-1.2631,-1.6857,-1.5391,-1.6887,0.0099,-1.4744,-1.4625,-2.8652,0.0984,-2.7898,-2.3327,0.2409,-1.5035,-2.0749,0.0369,-2.068,0.1194,-1.7098,-0.2527,-0.3438,-0.8319,-2.5645,-2.014,-1.2131,-1.8763,-0.7385,-0.8302,-1.7735,0.1782,-0.1326,-1.3636,-1.7571,-0.0332,-2.6879,-2.4111,-2.6545,-1.113,-1.8589,-2.2375,-2.9778,-1.1424,-2.9338
80,-0.3042,-2.5682,-2.1779,-4.6428,-0.4459,-3.2446,-0.0567,2.0412,-1.1239,-2.2736,-1.6763,-1.7873,-2.9106,-1.936,-1.5144,-2.5744,-0.2474,-0.3427,-1.369,-1.9385,-2.0093,-3.1534,-2.9754,-1.7609,-1.1637,-0.702,-4.2515,-2.0176,-1.9664,0.2511,-1.6333,-2.1725,-3.74,0.1737,-2.5965,-1.6284,-0.301,-3.4075,-3.6275,0.1935,-3.3625,0.0997,-1.9309,-0.0438,1.1101,-0.6477,-2.4866,-2.5989,-1.3016,-2.2661,-0.6081,-0.9631,-1.7417,-2.3666,0.1599,-0.3064,-1.4266,0.7023,-1.7386,-3.593,-2.6103,-0.8636,-1.8843,-2.5887,-1.8611,-0.9501,-2.9716
81,-0.6993,-1.5203,-3.5069,-3.7798,-0.5083,-3.0555,-2.2241,-5.7342,-1.2879,-1.5333,-3.3637,-0.4819,-2.3214,-1.0567,-0.1542,-0.4546,0.0553,-0.0394,-0.8747,-2.327,-1.9631,-2.4693,-2.4119,1.4536,-0.2348,-0.9027,-1.5107,-2.1283,-2.0095,1.6959,-0.6591,-1.7372,-2.1233,-0.1219,-2.2725,-1.4362,-0.4751,-0.9638,-1.7352,-0.1061,-2.1823,-0.0013,-1.3962,-0.0508,-1.106,-1.0296,-1.3604,-1.5054,-1.703,-1.9079,-0.6969,-0.3674,1.179,-1.6022,-0.2755,-1.2456,-1.1158,0.8352,-1.6502,-2.3463,-2.2475,-0.2721,-2.6032,-1.4237,-1.2371,-0.9321,-2.3585
82,-0.3674,-1.6391,-1.8879,-2.1133,-0.4247,-0.9438,-0.1236,5.3676,-1.5842,-0.981,2.108,-0.8929,-2.4894,-1.0576,-1.4721,-0.7974,-1.1127,0.4727,0.3889,-1.1556,-0.3344,-1.7264,-1.3722,0.2563,-0.8667,-0.4555,-0.1925,-1.698,-2.3086,-0.793,-1.6729,-1.4973,-2.6223,-0.469,-0.8505,-1.5212,-0.6507,-4.2215,-2.1224,-0.4015,-0.9007,0.3081,-0.7961,-0.1339,1.011,0.5299,-0.913,-2.1497,0.034,-1.5657,-0.3615,-0.4607,-1.4581,-1.3845,0.3774,-0.263,-1.8769,0.2474,-0.4439,-1.5592,-0.9244,-0.9389,-3.6113,-1.3776,-1.7477,-3.5184,-2.1645
83,0.278,-2.1576,-2.0053,-3.162,-0.3622,-1.7612,-0.783,2.5042,-2.209,-1.9154,-1.1322,-0.9083,-2.4083,-1.8891,-1.4131,-1.875,-1.3015,0.3523,0.6851,-1.4935,-0.6963,-2.8129,-1.6347,-0.415,-0.9149,-0.6646,-2.1603,-1.975,-1.3438,-0.3192,-1.0947,-1.1809,-2.1978,0.1494,-1.9202,-1.8952,0.0058,-4.911,-0.6035,-0.1079,-2.1079,0.4096,-1.082,-0.2498,2.5592,-0.1113,-1.6403,-1.6025,-1.2762,-1.1632,-0.4958,-0.2537,-1.7999,-1.9413,-0.3702,0.0325,-1.2607,0.6587,-2.0396,-1.3132,-1.5368,-0.5625,-1.678,-1.8104,-1.4236,-1.0788,-1.0725
84,-1.1445,-1.273,-2.9968,-4.2161,-0.6937,-1.6599,-0.403,3.1952,-0.8912,-1.0293,-0.2858,-1.242,-3.0627,-0.027,-1.8516,-0.13,-0.6286,-0.4318,0.649,-1.2438,-0.6535,-3.1157,-2.403,-0.3289,-1.7078,-0.8888,-1.9954,-2.6369,-2.5455,-0.0334,0.1668,-1.193,-1.4601,-0.4126,-1.061,-1.9347,0.2019,-1.3028,-1.9986,0.2395,-5.847,0.208,-1.264,-0.3236,2.3139,-0.7228,-2.4495,-1.4721,-1.2643,-1.6283,-0.4113,-0.4048,-2.0735,-2.3602,-0.0514,-0.8397,-1.2433,0.2465,0.1633,-2.6807,-2.1785,-0.4876,-1.4119,-1.668,-1.7472,-1.0713,-1.5833
85,-0.7343,-1.2907,-1.4471,-1.4078,-0.6603,-2.7924,-0.6725,1.8342,-0.8191,-1.8015,-1.4088,-1.2386,-2.6783,-0.8246,-0.5469,-2.1898,-0.3354,-0.4071,-0.7279,-1.8047,-1.5829,-1.8261,-2.302,-0.7958,-0.5896,-0.9607,-1.9938,-1.8758,-3.0257,-0.2304,-0.6976,-1.1612,-3.3129,0.3358,-2.1695,-1.2239,0.1095,-5.6207,-2.8762,-0.0996,-1.8376,0.0965,-1.2257,-0.1591,1.1199,-0.8703,-2.1048,-2.3498,-1.0736,-1.8619,-0.734,-0.7777,-1.3243,-2.1055,0.3409,-0.7674,-1.8197,0.8129,-1.7744,-3.0998,-1.8927,-0.504,-1.1937,-2.0476,-2.2318,-1.856,-1.8386
86,-1.2203,-1.052,-2.1863,-5.0851,-0.3779,-3.2983,0.5908,0.3929,-0.9406,-1.9671,-0.9495,-1.1134,-2.7326,-1.7785,-1.6056,-2.296,-0.6599,-0.0321,-0.6463,-2.4088,-2.0965,-1.5593,-2.3519,-0.9254,-1.4374,-0.4637,-2.3565,-2.3404,-1.9989,-0.0243,-0.3422,-2.6236,-3.1354,0.0539,-2.1173,-1.2771,-0.3824,-0.9445,-3.6793,0.3844,-1.3642,0.2181,-1.4881,-0.1053,2.1095,0.4287,-1.9838,-1.9816,-0.5433,-1.8516,-0.395,-1.0061,-2.205,-2.2977,-0.5344,-0.8453,-1.6371,0.6669,-1.9024,-2.1501,-2.0913,-0.4568,-2.1155,-1.7644,-1.7175,-1.8557,-2.3192
87,-0.651,-1.1302,-2.6682,-2.2435,-0.5437,-2.5779,-0.6086,1.1962,0.1209,-1.8683,-0.4789,-0.8557,-2.3139,-0.2792,-0.1519,-0.796,-0.4385,-0.282,0.7093,-1.8649,0.73,-1.9083,-2.3026,-0.5129,-1.627,-0.9725,-2.3084,-2.4579,-1.8073,-0.0437,1.0257,-1.5479,-1.0478,0.2004,-1.2823,-1.1028,1.9907,-0.7753,-1.8925,0.4979,-0.6536,0.1222,-1.1805,-0.1099,2.9602,-0.2714,-2.1267,-1.7719,-0.954,-1.7917,-0.2377,0.0418,-1.4533,-2.1656,-0.9571,0.1041,-0.871,0.6518,0.7143,-1.9978,-1.8047,-0.6308,0.1571,-1.5329,-1.378,-1.1591,1.5214
88,-0.4592,-1.0103,-2.9508,-3.3032,-0.5898,-3.4655,-1.3527,-0.6521,-1.253,-2.2309,-1.0523,-0.1457,-2.8149,0.574,2.5633,1.7687,-0.1027,-0.5568,-0.1382,-1.8905,5.0764,-2.6571,-1.9437,0.0476,-1.4434,-0.5809,-0.6857,-2.515,-1.9259,0.0545,0.1461,0.8129,-1.5294,-0.0951,-2.1581,1.4975,0.9589,0.5366,-1.6559,0.0059,-2.5714,0.6489,0.0121,0.3386,-1.3825,-0.8196,-2.4591,-3.2415,-1.6169,-1.5702,0.0352,-0.2727,-1.8593,-2.4725,0.4161,-0.8034,-1.1919,1.049,-0.6177,-2.2652,-3.0027,-0.6418,-1.6078,-0.6768,-0.8065,-0.8978,0.1883
89,0.1456,0.0678,-2.2599,-3.646,-0.3776,-2.7207,0.5186,0.9847,-1.1737,-1.3854,0.0993,-0.2252,-2.8289,-0.1049,0.1959,-1.7061,-0.1219,-0.7053,-0.8499,-2.3653,-0.3438,-1.2694,-2.0862,-0.6724,-0.5091,0.5761,-2.2286,-1.879,-1.2647,-0.1954,0.3137,-0.9652,-3.0126,-0.0058,-1.4745,-1.2063,-0.6525,-1.7172,-0.1686,-0.0791,-1.7121,0.2389,-1.2399,0.0283,1.8328,-0.9126,-1.4588,-2.4433,-0.8592,-2.1532,-0.2027,0.4414,-1.8979,-2.3975,-0.7779,-0.6499,-1.0658,0.8578,-1.0246,-2.4151,-2.247,-1.3368,-3.4688,-1.937,-1.914,-1.2893,-0.6337
90,-0.6212,-2.3984,-3.5115,-1.9213,-0.657,0.6836,-1.4517,2.9855,-1.4523,-1.31,-1.9969,-1.161,-2.447,-0.9097,-0.2312,-1.7681,0.3497,0.0948,-1.1627,-1.9318,-1.3645,-2.0422,-2.4944,-0.0918,-2.1051,-0.5266,-2.1805,-2.3943,-0.8866,0.0838,0.3645,0.2274,-2.6709,-0.2276,-1.4507,-1.2871,-0.2451,-1.4433,-1.8992,-0.1305,-4.1914,0.3008,-1.4336,-0.4569,0.2593,-0.0753,-1.8291,-2.629,-0.9502,-1.7351,-0.5808,-0.4012,-1.7485,-2.5576,0.1029,-0.7464,-1.4555,-0.0501,-1.9363,-2.1745,-1.7363,-0.9245,-0.7513,-1.7345,-1.475,-1.1602,-2.5561
91,-0.7615,-0.6302,-1.2345,-3.8888,-0.2442,-0.97,-2.6457,1.2002,-1.2581,-0.9522,0.0729,-1.4586,-2.3259,-1.2689,-1.2483,-0.7787,-0.3275,0.0784,-0.471,-1.747,-0.9144,-2.2714,-1.9391,-0.226,-2.5916,-0.3875,-2.3708,-2.2845,-1.9819,0.2553,-1.036,-1.4651,-2.4083,0.4083,-1.2328,-0.2636,-0.178,-5.4773,-2.6638,0.3857,-1.7739,0.3181,-0.9419,-0.091,2.708,1.455,-1.6269,-0.6797,-0.9546,-1.7696,-0.4827,-0.6611,-1.5584,-1.7837,0.3503,-0.304,-1.056,0.5645,-0.0127,-2.2853,-1.0147,-0.5186,-1.6363,-1.6715,-1.3386,-1.0417,-1.9369
92,-0.8436,-0.7571,-3.7969,-2.2844,-0.5154,-2.1186,0.3019,3.2303,-2.0791,-1.4723,-0.4026,-0.7542,-2.6924,-0.2169,-1.1775,0.3639,-0.3375,-0.1798,-0.6334,-2.2857,-1.6215,-2.1555,-2.3814,-0.9678,-1.6972,-1.0815,-2.6293,-2.9136,-4.3637,0.0837,0.4893,-1.6979,-2.3752,-0.0375,-1.1909,-1.8982,-0.9156,-0.7077,-1.9502,0.0479,0.7307,0.2431,-0.7433,0.0066,1.3475,-0.4758,-1.5334,-2.5412,-1.173,-1.4695,-0.1529,-0.2786,-2.2101,-2.7415,0.1597,-0.8707,-1.1491,0.3723,-1.4633,-1.9008,-2.3418,-0.4435,-0.8092,-2.0605,-1.7251,-1.7967,-3.2921
93,-0.8179,-1.434,-2.7124,-5.3793,-0.7773,-3.0665,2.4059,0.2464,-1.0721,-1.9428,-0.5987,-1.0646,-2.8129,-2.0712,-0.1483,-1.4671,0.5543,-0.2943,-0.003,-1.3611,-1.1526,-1.7209,-1.9782,-0.5052,-3.0064,-0.083,-1.6305,-1.7922,-1.5003,-0.9461,0.1502,-1.0726,-3.2751,-0.2209,-2.307,-1.1575,-0.6946,-2.0063,-2.6204,0.3197,-1.0563,-0.0247,-1.2397,0.124,1.7227,-0.3816,-1.3924,-1.6824,-0.2339,-2.1383,-0.0823,-0.0075,-1.7866,-2.5042,0.2494,-0.9406,-1.2719,0.2636,-0.9805,-2.0945,-2.5366,-0.6902,-1.3709,-1.2357,-2.1873,-1.0658,-0.5657
94,-0.364,-0.2973,-2.6263,-4.1081,-0.3706,-1.1185,-0.1324,-0.9516,-1.4354,-1.3377,-1.6347,-1.2995,-2.5394,0.6278,-1.4292,-1.0834,-0.4605,-0.047,0.4079,-1.8297,-0.1256,-2.448,-2.184,0.0271,-0.7862,-1.0315,-1.5896,-2.0295,-2.6946,-0.0473,-0.5179,-0.3596,-2.2182,-0.2742,-1.1804,-1.0495,-0.077,-1.938,-0.8219,0.1369,-1.6925,0.2381,-1.4901,-0.0792,0.8269,-0.4519,-1.4845,0.8127,-1.1929,-1.213,-0.1828,-0.426,-1.7543,-2.1041,0.0582,-1.4149,-1.0919,0.4789,0.4292,-2.6543,-1.6778,-0.9517,-3.9111,-1.3146,-1.3343,-1.0324,-0.7076
95,-0.4445,-0.5987,-1.2048,-2.2891,-0.287,-2.9802,-1.2581,2.0403,-0.9954,-1.9213,-2.3201,-0.8856,-2.7202,-1.1401,-0.5986,-1.7988,-0.2264,-0.2128,0.1438,-2.0738,0.4875,-2.0958,-2.0675,-1.0958,-1.547,-1.0797,-2.0131,-1.4744,-1.3954,0.298,-0.5851,-0.9488,-3.0978,0.0718,-1.9422,-1.8521,0.661,-0.5009,-2.1621,0.0975,-2.0972,0.19,-1.1108,-0.2058,1.8631,0.1143,-1.1738,-1.8555,-0.3251,-1.1879,-0.4305,0.0277,-1.5006,-2.3581,-0.1376,-1.7251,-1.0599,0.6066,-0.4389,-1.2723,-1.399,-0.5045,-1.891,-1.1931,-1.5676,-1.3281,-1.2862
96,-0.0648,-1.8552,-2.6825,-2.7812,0.1917,-2.6019,1.6666,3.3168,-1.4435,-1.7488,0.4522,-0.3317,-2.4531,-0.6186,-0.442,-2.0604,-0.4669,0.2934,0.2219,-1.8339,-0.4071,-2.3355,-1.9089,-0.2348,-0.8179,-0.3932,-2.1073,-2.7486,-2.1488,0.6694,-0.6124,-1.1895,-2.9183,0.3969,-1.0419,-1.1949,-0.5598,-4.3884,-1.0212,0.239,-1.3087,0.2853,-0.5077,0.4356,3.1761,0.0516,-1.9914,-1.8278,-0.972,-1.694,-0.5335,0.2319,-1.6475,-2.6636,0.6257,-0.8088,-1.1351,0.7362,-0.5904,-2.5162,-1.814,-0.9284,-0.3167,-1.8457,-1.0672,-0.8191,-1.8982
97,-1.2212,-0.7603,-3.2885,-3.8673,-0.3884,-2.794,-0.3059,1.0877,-0.5001,-0.7466,-2.4086,-1.4541,-2.3589,0.2371,-1.1175,-0.5099,-0.7038,-0.5012,0.3122,-0.2694,-0.8812,-2.3915,-2.0374,-1.1276,-1.3448,-0.7492,-2.0912,-2.2201,-2.1592,-0.9113,0.7495,0.0557,-3.1808,0.558,-1.2048,-1.0885,-0.3574,-2.7513,-0.4061,-0.0035,2.4431,0.2999,-1.6655,-0.2607,1.463,-0.6906,-1.89,-0.3515,-1.6613,-1.7555,-0.4479,-0.4883,-1.8296,-2.1286,-0.3509,-1.1042,-0.8515,0.2131,0.6014,-2.4069,-1.9861,-0.9141,-2.0126,-1.0888,-1.919,-0.6113,-1.6619
98,-0.7862,-1.3804,-2.2985,-1.2612,-0.576,-2.3676,2.3397,1.1842,-1.2941,-2.2412,-0.3911,-1.4085,-2.4268,-1.3902,-1.5789,-1.1306,-0.5229,0.2711,-0.574,-0.9853,-1.772,-2.7605,-2.4364,-1.0025,-1.2416,-0.9298,-2.1005,-2.5078,-2.0528,-0.2867,-0.4422,-2.3166,-3.7797,-0.3868,-1.4387,-1.5291,-0.6972,-2.7833,-3.4769,-0.1031,-1.622,0.2586,-1.9558,0.1836,2.9519,0.0435,-1.8821,-1.0746,-0.9447,-1.3956,-0.4454,-0.7232,-2.0879,-2.3198,-0.5283,-0.6425,-1.2914,-0.4018,-1.4588,-2.0456,-1.6759,-0.7571,-1.5642,-1.5631,-1.7661,-0.6798,-2.0069
99,-0.8852,-0.3727,-1.5647,-2.8154,-0.346,-0.904,0.6648,-1.2778,-1.2591,-2.037,-2.2067,-1.7195,-2.047,-0.5134,-0.9317,-1.9288,-0.3436,0.0793,-1.8992,-2.1995,-0.1017,-1.9852,-1.9881,-0.2854,-3.4116,-0.7051,-1.088,-2.8944,-0.7725,0.0779,-1.4589,-1.3916,-0.9162,0.208,-1.8946,-0.4023,-0.3855,-2.432,-0.889,-0.144,-2.0348,0.0539,-0.9532,0.1793,-0.5791,-1.3636,-2.3045,-1.3175,-1.1199,-2.1821,-0.4635,-0.4944,-1.6566,-2.627,-0.1835,-1.3382,-1.1423,0.3824,-0.512,-2.4889,-1.6089,-1.0269,-1.2013,-2.0888,-1.3445,-1.6981,-1.7349
