,A1E959,O60635,O95750,O95994,P00750,P01591,P08833,P14136,P14780,P19429,P19801,P21246,P43629,P52823,P55259,P60568,Q29980_Q29983,Q5JZY3,Q8IU54,Q96JP9,Q9P0M4,Q9Y265,Q9Y653
306,-0.9842,-0.4551,-1.8158,3.6149,0.0064,-1.8247,2.2664,-0.7275,-0.1019,0.783,-2.3901,1.1434,-2.0346,0.2633,-0.4432,-0.2812,-1.7324,-1.4003,3.1786,-1.493,-0.3823,-0.5586,0.1339
307,0.0517,-0.5284,-1.4855,2.1627,-0.267,0.0112,0.4305,0.7766,0.1913,-2.386,-1.5043,1.0817,-1.9864,-0.4539,0.2356,0.3058,-1.6042,-2.1595,1.4966,-1.6971,0.8902,2.566,-1.0914
308,-0.8905,-0.5389,-3.0957,2.8674,-0.6562,-1.2159,2.8875,1.437,1.2781,-1.4657,-1.7488,-0.3898,-2.4124,1.07,5.1099,0.2595,-2.0433,-2.355,1.3128,-1.2317,0.8112,0.4631,-0.4369
309,-0.0865,-0.4093,3.3107,-1.5428,0.9256,0.7469,0.2866,0.0446,0.0334,0.1264,-1.4279,-1.0575,-0.4636,0.0009,5.6295,0.1548,-0.3849,-2.0227,-0.8058,-0.429,2.0805,2.9463,0.6329
310,-0.3918,0.5287,-1.8732,4.6447,0.9504,0.4452,4.7982,0.3775,1.4856,2.1857,-2.6846,1.7974,-1.6538,2.9389,0.5655,0.7351,-0.4263,-1.6837,3.3047,-1.5254,2.8119,0.7586,0.0035
311,-0.7895,-0.4966,-2.7503,3.4941,0.2436,-1.6449,3.4583,-0.5245,-0.4722,-3.2553,-2.1341,-0.2153,-0.5298,1.6184,-1.8982,-0.0265,-2.3239,-2.1185,3.538,-1.6374,-0.834,-2.0455,-0.241
312,-0.3241,-0.3011,-3.0016,0.1691,-1.0756,-1.8333,1.6857,-0.1688,0.8515,-0.7654,-2.1354,0.4241,-2.0394,1.6595,0.5176,-0.2802,-2.5926,-1.817,1.9938,-1.4444,3.6428,0.7469,0.4174
313,-0.2622,0.5863,-2.1281,3.0259,0.057,-1.617,2.1824,0.0769,0.2341,-1.2514,-2.6893,-0.4606,-1.1251,0.9809,2.4893,-0.0801,-1.2316,-1.7526,1.1641,-1.7168,2.9789,-0.0655,0.1196
314,-0.5743,-0.5093,-1.4581,6.5027,-0.3362,-1.2213,2.0307,-0.4493,1.6223,-1.9053,-2.4004,4.8487,-2.4489,0.5496,1.2624,-0.1074,-1.4272,-1.7969,-0.1527,-1.7896,-1.8018,2.4816,-0.6587
315,0.8134,0.129,-0.8097,1.6758,-2.1206,0.5052,1.1066,-0.8922,0.1014,-2.4714,-1.6585,-0.4231,0.5083,0.1294,1.2068,-0.0837,0.4329,-1.5558,3.6091,-1.4634,1.7462,-1.1695,0.1842
316,0.271,-0.684,5.1921,-0.0302,3.112,0.9777,2.1862,0.2367,-0.7997,-0.822,-0.0242,4.3499,-0.7583,2.794,5.5642,0.3196,0.6937,-1.5557,2.0744,-0.7886,-0.161,-0.1909,2.7754
317,-0.4944,-0.1071,-3.15,1.5514,0.1364,-1.4145,0.4747,-1.3886,0.7613,-0.7738,-1.4013,-0.6043,-1.4392,0.5661,3.1341,0.6438,-1.9842,-2.0531,1.4077,-1.2913,0.9467,0.2987,0.2672
318,-0.2118,1.5411,-3.396,2.4346,-0.8517,-1.9985,0.6221,-1.0272,1.6106,-2.2922,-1.4535,-0.6898,-1.7213,-0.1993,0.7016,-0.0396,-1.7057,-2.2375,3.9248,-1.9446,-1.2963,1.1933,0.1722
319,-0.8291,-0.3054,-1.791,-2.6143,-0.5854,-1.7613,0.6362,8.782,-1.5489,-1.2535,-1.4417,-0.4846,-1.9493,1.1592,-0.4189,-0.5495,-0.3228,-1.7439,-0.7151,-1.2333,-1.032,-0.5524,-0.0193
320,-0.2197,-0.5514,-0.242,1.1966,1.4237,0.0128,2.7828,0.7103,1.5708,-0.104,1.5942,1.0785,-2.4089,4.3898,-0.7026,1.3699,-2.264,-1.584,2.1816,-1.8956,2.9356,1.1913,1.1661
321,-0.666,-0.2398,-2.9768,2.0481,-0.5965,0.4322,-0.2657,0.546,0.4548,-0.6489,-2.2232,1.1579,-0.7842,-0.2343,0.0355,-0.1756,-2.3581,-2.0785,0.0667,-1.7521,-1.472,-0.3849,-0.0923
322,-0.579,-0.4926,-0.4391,2.911,-0.3273,1.2067,3.1437,1.2795,-0.8393,0.0519,-2.59,1.1098,0.2889,1.2751,0.4695,0.3975,-0.4389,-1.7038,3.5748,-1.9756,0.6027,3.575,-0.6469
323,-0.2216,-0.3746,-1.3836,-2.0606,-1.0927,-2.1913,-1.7484,-0.9873,0.3106,-2.6826,-2.1618,-1.2473,-3.0126,-0.4534,3.5062,-0.1446,-2.4613,-1.2887,0.3366,-1.0407,-0.9271,0.8735,0.5213
324,0.4204,1.6089,-2.1332,-0.5737,-1.0173,-1.0133,3.5139,0.405,0.5628,-1.6508,-1.7063,0.4858,-1.4214,-1.3455,2.7313,0.4173,-0.767,-1.5838,0.6151,-1.3179,1.324,-2.1555,-1.0597
325,-0.1582,-0.4779,-1.7312,-1.7582,-1.4709,-0.5944,1.1069,0.232,-0.4439,-0.7977,-1.2007,-0.5795,-1.0951,-0.5249,-0.9876,0.5575,-1.1807,-1.9532,-0.8975,-1.4619,0.8627,-0.0464,0.4132
326,-0.8761,-0.1355,-2.6745,0.2917,-1.4523,-2.946,-0.4777,-0.7687,-0.1531,-2.1674,-1.5166,-0.1798,-3.1352,-0.7768,-1.7154,0.2957,-2.112,-1.9217,2.8853,-1.667,0.7799,0.7661,-1.0091
327,0.11,-0.2589,-2.0261,3.5002,-0.382,-0.4673,3.1388,0.1786,-0.1602,-0.4623,-2.8396,1.5895,-1.2483,3.0761,1.5323,0.4595,-0.6297,-2.3576,4.0369,-1.5406,3.7128,-0.5756,0.1431
328,-0.2269,-0.3704,-2.5114,4.9143,0.5033,-0.6572,2.5116,-0.1316,1.5593,-1.2957,-1.8514,-0.1973,-1.0351,3.8266,-0.6327,1.1566,-4.3814,-1.4767,0.3639,2.4076,2.2019,-0.1565,-0.7045
329,-1.29,-0.3265,-2.1925,2.3654,-0.796,-0.755,1.0497,0.406,-0.4691,-3.2083,-1.8385,0.1705,-1.0807,0.2057,-0.1362,-0.6277,0.2062,-1.674,3.5637,-1.6306,0.4751,-1.149,-0.0404
330,4.7453,-0.7934,-0.7115,0.6222,0.2837,0.6044,2.4033,0.2414,0.151,-1.0902,-1.7816,0.8827,-3.2981,2.7772,-1.385,0.5471,-0.3482,-1.9031,0.7455,-1.5916,1.7791,0.5648,1.4798
331,-1.0766,-0.4078,-2.1164,3.6018,0.8096,-1.3204,2.793,0.7328,0.5119,5.4988,-1.4649,0.8894,-1.8259,3.3672,2.5554,0.4867,-1.801,-2.3702,3.7633,-1.7978,0.4361,-0.7351,0.6061
332,-0.6253,-0.6952,-2.45,-2.5669,-1.6187,-0.7516,-2.773,-1.9605,-0.0573,-1.8411,-0.7912,-1.5777,-1.6864,-0.8906,-1.8216,0.4302,-0.562,-1.5952,-0.3104,-1.8177,-1.9502,0.8479,0.6181
333,-0.8371,4.4864,-1.9249,-0.4815,-0.1374,-0.2953,2.0194,1.3702,-0.7082,0.2292,-1.4842,5.6867,-1.061,0.1199,1.6056,0.4663,-1.3559,-1.3461,-0.7914,-1.3124,1.7063,-1.7915,-0.5389
334,0.3648,4.0726,-1.7457,3.3876,0.8353,-0.8196,-1.8295,-0.4265,-0.1387,-2.2021,-1.3628,0.1317,-0.8882,1.8152,0.8893,0.7249,-3.364,-0.3829,3.3935,-1.4778,-1.4101,-0.6943,-0.6206
335,-0.2261,-0.3644,-2.3802,0.6179,-0.5479,-0.7778,-1.0306,-0.5282,0.2366,-3.9365,-1.763,-0.4259,-0.4623,0.238,-0.3508,0.5657,-0.625,-1.9612,3.328,-1.79,-1.2618,-1.3161,0.2267
336,-0.6641,0.2041,0.0347,0.8437,-0.1375,-0.8527,-1.9354,-0.6059,0.4556,-1.122,-1.9419,0.2688,-3.0671,0.4851,0.7852,-0.1001,-1.0422,-1.665,2.3045,-1.7473,0.0351,-0.3439,0.7177
337,1.1914,-0.1947,-0.418,4.0758,-0.7805,1.0101,0.6115,3.8622,0.102,-0.2847,-2.5008,0.772,-2.3149,1.1093,2.1214,0.0537,-0.2077,-2.0877,-0.0261,-1.591,3.31,0.0549,1.0332
338,-0.3583,-0.4507,-1.6524,2.8747,-0.6143,-1.4474,-1.2372,0.6561,0.8148,-2.7011,-1.448,-0.2237,-0.9217,0.8657,-0.7243,0.4586,-0.6912,-2.9639,3.111,-1.2467,0.3844,1.0948,1.2588
339,-0.235,0.3672,-1.2701,4.5557,-0.5153,0.2367,2.1331,-0.4734,-0.8329,1.4611,-1.7324,-0.7496,-0.7193,2.3867,0.9885,-0.0888,-0.9216,-2.1431,4.6828,-1.5731,1.1664,0.7736,1.8874
340,-0.6947,1.7721,-0.9656,1.7702,-1.1205,-1.69,0.126,-0.1533,1.0588,-1.8811,-1.399,-0.2958,-1.832,-0.8692,0.1633,0.4628,-4.666,-1.6124,-0.6818,-1.4958,-0.7645,-0.7679,-2.4301
341,-0.5367,-0.5824,-1.9757,3.5511,0.1671,-0.602,0.722,-1.5574,0.1901,-2.1349,-2.3935,0.2983,-0.8564,1.5468,-0.648,0.317,-1.5503,-1.7831,2.6498,-1.6568,0.584,-1.3102,1.2652
342,0.2077,1.0917,-1.3809,0.4191,-0.8618,-0.8526,2.1902,1.0758,1.1089,-1.7921,-1.8458,-0.7868,-1.1,1.2397,0.5175,-0.2294,-0.3199,-2.1963,4.4556,-1.7761,-0.0589,-1.1204,-0.6997
343,-0.0601,0.0548,-2.1258,3.033,-0.3938,-0.275,2.8681,0.8472,-0.143,2.0131,-2.5059,-0.0572,-2.6572,1.7518,-0.1014,0.3491,-1.0104,-1.6962,4.7928,-1.3409,1.0035,-1.2275,-0.7984
