,A1E959,O00626,O14793,O43895,O60240,O60635,O95994,P01591,P05783,P07585,P08727,P10721,P14136,P14210,P18627,P19429,P24387,P29017,P35225,P42785,P43629,P51531,P52823,P55259,Q8IU54,Q8TD06,Q92820,Q969V3,Q96JP9,Q96NZ8,Q99748,Q9BXJ7,Q9NZV1,Q9P0M4,Q9UGM5,Q9UHF4,Q9Y3P8,Q9Y653
311,-0.7895,-1.5181,-2.4588,-3.6943,0.1885,-0.4966,3.4941,-1.6449,1.1763,-0.9168,3.3268,-2.8173,-0.5245,0.2622,1.3253,-3.2553,-2.5019,-3.1185,-0.9939,-2.121,-0.5298,0.5628,1.6184,-1.8982,3.538,-1.1554,-1.2123,-0.6373,-1.6374,-2.3499,-0.4494,-1.6013,-0.3003,-0.834,-3.0488,-0.7853,-0.1982,-0.241
312,-0.3241,-0.456,-3.5725,-5.0794,1.0815,-0.3011,0.1691,-1.8333,-1.4566,-1.4345,-0.1735,-3.2992,-0.1688,-0.1637,0.284,-0.7654,-3.1573,-2.6579,-0.1908,-2.95,-2.0394,0.3172,1.6595,0.5176,1.9938,-0.3667,-1.7612,-0.2935,-1.4444,-3.7223,-0.3671,-1.1429,-1.0624,3.6428,-2.8282,-0.5291,-0.4071,0.4174
313,-0.2622,-0.8428,-2.5445,-5.1406,1.7645,0.5863,3.0259,-1.617,0.4974,-0.6767,3.4129,-2.2782,0.0769,-0.254,0.1456,-1.2514,-1.8852,-2.9682,0.1221,-1.7788,-1.1251,0.2569,0.9809,2.4893,1.1641,-0.7803,-1.5507,-0.3356,-1.7168,-2.0896,-0.0703,-0.8216,-0.3573,2.9789,-3.7893,-0.7099,-0.0782,0.1196
314,-0.5743,-2.4589,-2.2176,-5.2814,0.2803,-0.5093,6.5027,-1.2213,1.5791,-1.3301,3.0675,-3.7665,-0.4493,0.6635,-0.7954,-1.9053,-3.6534,-3.1445,-0.62,-2.2338,-2.4489,0.2782,0.5496,1.2624,-0.1527,-0.4607,-3.3005,-0.7414,-1.7896,-3.3587,-0.4466,0.0373,-1.1606,-1.8018,-2.8445,-0.4158,-0.0741,-0.6587
315,0.8134,-0.3493,-2.3963,-2.8166,-0.1282,0.129,1.6758,0.5052,0.1117,0.2764,1.0462,-1.8977,-0.8922,-0.438,1.4779,-2.4714,-1.1579,-1.8148,0.4876,-1.7351,0.5083,0.0461,0.1294,1.2068,3.6091,1.248,-0.6148,-0.3933,-1.4634,-2.509,-0.7156,0.0291,0.0198,1.7462,-1.6279,-0.0865,0.1117,0.1842
316,0.271,-1.2708,-2.3984,-1.9898,0.7457,-0.684,-0.0302,0.9777,3.3262,0.751,1.2924,-1.2258,0.2367,3.7604,3.7989,-0.822,-3.956,-2.0457,-0.2643,-1.538,-0.7583,0.6985,2.794,5.5642,2.0744,-1.5065,-2.6278,-0.1598,-0.7886,-1.7292,0.3032,-0.2503,1.354,-0.161,-2.5834,-0.4797,1.0038,2.7754
317,-0.4944,-1.83,-3.2226,-4.0088,-0.0076,-0.1071,1.5514,-1.4145,-0.9062,-1.154,1.0797,-2.9204,-1.3886,0.6978,-0.0049,-0.7738,-3.056,-2.9162,-0.6764,-2.7194,-1.4392,-0.0383,0.5661,3.1341,1.4077,-1.1073,-1.9399,-0.2028,-1.2913,-1.5019,0.189,-0.62,-0.1613,0.9467,-4.122,-0.0897,0.2476,0.2672
318,-0.2118,-2.333,-2.06,-1.5086,0.1855,1.5411,2.4346,-1.9985,0.2312,-1.9434,2.5885,-2.9812,-1.0272,-0.0387,-0.7702,-2.2922,-1.9807,-2.904,-0.4088,-2.531,-1.7213,0.4589,-0.1993,0.7016,3.9248,-0.8317,-2.0479,-0.3987,-1.9446,-3.0185,0.3028,-1.0222,-1.3188,-1.2963,-3.6265,-1.3391,0.0431,0.1722
319,-0.8291,-2.2582,-2.5228,-0.7638,0.3338,-0.3054,-2.6143,-1.7613,-2.7145,-1.7186,-1.2033,-1.4474,8.782,2.1167,-0.3721,-1.2535,-1.6993,-3.1345,-0.74,-1.1523,-1.9493,0.4155,1.1592,-0.4189,-0.7151,-1.0597,-0.3308,-0.5539,-1.2333,-2.0021,-0.4719,-1.0599,-0.575,-1.032,-1.2001,-0.5653,0.8036,-0.0193
320,-0.2197,-0.5452,-3.407,-3.8684,0.6545,-0.5514,1.1966,0.0128,0.0792,-0.2639,1.3841,-2.7497,0.7103,0.7542,1.6662,-0.104,-2.2082,-2.6951,-0.5329,-2.3132,-2.4089,0.3041,4.3898,-0.7026,2.1816,-1.0333,-1.5514,-0.9836,-1.8956,-2.6306,-0.1002,0.6288,0.0612,2.9356,-2.5574,-0.9885,0.242,1.1661
321,-0.666,-1.6091,-2.7924,-5.7587,0.1593,-0.2398,2.0481,0.4322,-1.5427,-0.2643,0.8616,-3.9982,0.546,0.6419,-0.4627,-0.6489,-2.3632,-2.9553,-0.6003,-2.6281,-0.7842,0.2585,-0.2343,0.0355,0.0667,-0.9869,-1.9325,-0.7376,-1.7521,-2.4999,0.1393,-1.139,-0.8406,-1.472,-3.5301,-0.0662,1.1469,-0.0923
322,-0.579,-1.1106,-3.5671,-3.4995,0.3797,-0.4926,2.911,1.2067,0.7251,0.2798,3.7999,-2.6645,1.2795,-0.693,1.5873,0.0519,-1.861,-3.0049,-0.219,-2.4029,0.2889,0.2336,1.2751,0.4695,3.5748,-0.3268,-1.7931,-0.3395,-1.9756,-1.8711,-0.9174,-1.3422,0.231,0.6027,-2.2869,-0.4471,0.1527,-0.6469
323,-0.2216,-2.3842,-2.5697,-2.7392,-0.6104,-0.3746,-2.0606,-2.1913,-1.2155,-2.1492,0.2884,-3.0362,-0.9873,-0.5962,-0.7883,-2.6826,-2.807,-3.2784,-0.3403,-2.4152,-3.0126,-0.1348,-0.4534,3.5062,0.3366,-1.2847,-2.5752,-0.2614,-1.0407,-3.1264,-0.1166,-0.9671,-1.3579,-0.9271,-3.6548,-0.5821,0.0195,0.5213
324,0.4204,-1.9238,-3.9099,-5.9382,0.3862,1.6089,-0.5737,-1.0133,-2.774,-0.8433,-0.5175,-2.6337,0.405,-0.3296,-0.2291,-1.6508,-2.3002,-3.1051,-0.9438,-2.446,-1.4214,0.5031,-1.3455,2.7313,0.6151,-1.1866,-2.976,-0.0358,-1.3179,-2.7164,-0.0929,-0.5981,-0.4399,1.324,-5.0231,-0.96,1.0158,-1.0597
325,-0.1582,-0.8469,-3.7214,-5.7846,0.4083,-0.4779,-1.7582,-0.5944,-2.5746,-0.0499,-0.8984,-2.1757,0.232,-0.9787,0.8127,-0.7977,-3.2946,-2.4887,-0.7651,-2.9572,-1.0951,0.1705,-0.5249,-0.9876,-0.8975,-1.2553,-1.9765,-0.5644,-1.4619,-2.5422,0.0624,-0.6176,-0.3586,0.8627,-2.8858,-0.4606,0.3099,0.4132
326,-0.8761,-1.7499,-3.7208,-5.3485,0.7921,-0.1355,0.2917,-2.946,-1.3803,-1.8284,0.3528,-3.157,-0.7687,-1.1286,0.0117,-2.1674,-2.6299,-2.7735,-1.0319,-1.9266,-3.1352,-0.1039,-0.7768,-1.7154,2.8853,-0.962,-1.0189,-0.4437,-1.667,-1.8675,0.1536,-0.7432,-0.8436,0.7799,-2.522,-0.7598,0.5957,-1.0091
327,0.11,-1.2223,-3.8723,-5.7225,0.4107,-0.2589,3.5002,-0.4673,1.0434,0.1748,2.9916,-2.6919,0.1786,-0.016,1.2174,-0.4623,-2.9601,-2.7714,-0.8491,-2.5771,-1.2483,0.1041,3.0761,1.5323,4.0369,-1.0389,-1.5421,-0.3116,-1.5406,-3.02,0.0227,-0.564,0.3091,3.7128,-2.2226,-0.3923,-0.1512,0.1431
328,-0.2269,-0.6869,-2.4919,-2.2986,3.3911,-0.3704,4.9143,-0.6572,-0.0395,0.0934,3.3264,-3.4705,-0.1316,1.341,-0.7279,-1.2957,-2.9998,-3.1886,-0.4153,-3.0147,-1.0351,0.1131,3.8266,-0.6327,0.3639,-0.3771,-1.1323,-0.1953,2.4076,-2.6201,-0.2684,-0.418,-0.403,2.2019,-2.2896,-0.5637,0.2133,-0.7045
329,-1.29,-1.7001,-2.8316,-2.9954,-0.0068,-0.3265,2.3654,-0.755,0.5798,-0.5505,1.7968,-2.4031,0.406,-0.7376,1.1415,-3.2083,-1.9239,-2.7066,-1.1586,-2.2645,-1.0807,0.2304,0.2057,-0.1362,3.5637,-0.7909,-1.7231,-0.0721,-1.6306,-2.5864,0.0495,-1.1107,-0.5166,0.4751,-2.4632,-0.7765,0.4348,-0.0404
330,4.7453,-0.6199,-3.9031,-4.4621,1.2116,-0.7934,0.6222,0.6044,0.0606,0.3543,1.5541,-2.6259,0.2414,1.694,0.8726,-1.0902,-0.4131,-2.8828,-1.2039,-2.5993,-3.2981,0.0328,2.7772,-1.385,0.7455,-0.4479,-1.04,-0.251,-1.5916,-1.3255,0.0668,-0.269,0.1189,1.7791,-2.0018,-0.3752,0.5057,1.4798
331,-1.0766,-1.7498,-2.8781,-3.9115,2.9578,-0.4078,3.6018,-1.3204,2.0581,0.384,5.1411,-2.5737,0.7328,-0.1113,0.814,5.4988,-3.3332,-3.185,-1.3793,-2.6424,-1.8259,0.3644,3.3672,2.5554,3.7633,0.7205,-2.0323,-0.4161,-1.7978,-2.8487,-0.4792,-1.2124,0.1133,0.4361,-2.7944,-0.6783,0.9665,0.6061
332,-0.6253,-0.9553,-2.7397,-5.1764,-0.168,-0.6952,-2.5669,-0.7516,1.1292,-2.4301,-2.2315,-2.9867,-1.9605,-0.8327,-0.4769,-1.8411,-2.3405,-2.4698,-0.5256,-1.7955,-1.6864,-0.5686,-0.8906,-1.8216,-0.3104,-1.1752,-1.3109,-0.6983,-1.8177,-2.2642,0.0837,-0.9669,-1.4375,-1.9502,-1.9722,-0.9847,1.3969,0.6181
333,-0.8371,-0.0768,-3.2751,-4.067,0.9998,4.4864,-0.4815,-0.2953,1.2825,0.6448,1.2974,-2.1734,1.3702,3.6759,1.4091,0.2292,-1.3735,-2.279,-0.3192,-1.6367,-1.061,0.1898,0.1199,1.6056,-0.7914,-0.7149,-1.3085,-0.4754,-1.3124,-1.5433,0.1177,0.1004,0.5809,1.7063,-4.1992,-0.3594,0.5955,-0.5389
334,0.3648,-1.4538,-2.5039,-1.8624,-0.5051,4.0726,3.3876,-0.8196,1.4444,-1.1097,3.2954,-2.7108,-0.4265,0.4374,0.0586,-2.2021,-2.8171,-2.5438,-0.0416,-0.7126,-0.8882,-0.0796,1.8152,0.8893,3.3935,0.0248,-0.183,-0.1457,-1.4778,-2.2789,-0.1314,-1.1859,-0.1428,-1.4101,-1.3051,-0.9487,0.1171,-0.6206
335,-0.2261,-1.5228,-2.6648,-3.7294,-0.3998,-0.3644,0.6179,-0.7778,0.539,-1.2406,2.9659,-1.8098,-0.5282,-0.2512,0.8714,-3.9365,-3.2889,-2.4632,-0.6106,-2.4541,-0.4623,0.1026,0.238,-0.3508,3.328,-0.8046,-1.7012,-0.7516,-1.79,-2.4221,-0.471,-0.8024,-0.5573,-1.2618,-2.0838,-0.4954,0.377,0.2267
336,-0.6641,-1.0361,-3.7685,-4.1059,0.0479,0.2041,0.8437,-0.8527,-0.0989,-0.3377,1.744,-2.8517,-0.6059,0.2875,0.0229,-1.122,-2.6402,-2.8577,-0.6696,-2.6161,-3.0671,1.613,0.4851,0.7852,2.3045,-0.4872,-1.665,-0.4305,-1.7473,-2.3362,0.0833,-0.2571,-0.5591,0.0351,-2.7695,-1.5048,0.1233,0.7177
337,1.1914,-0.3158,-2.7863,-4.4011,2.79,-0.1947,4.0758,1.0101,0.7337,0.839,3.8247,-3.4026,3.8622,1.9912,0.6798,-0.2847,-2.3632,-3.1835,-0.0533,-1.76,-2.3149,1.0803,1.1093,2.1214,-0.0261,-0.7226,-0.1738,0.0423,-1.591,-3.0151,-1.47,-0.2974,-0.684,3.31,-3.3561,-0.253,1.1373,1.0332
338,-0.3583,-0.7626,-3.5876,-4.7774,0.1265,-0.4507,2.8747,-1.4474,0.7438,-0.7789,3.8261,-3.0485,0.6561,0.4061,1.2785,-2.7011,-1.9384,-2.6635,-0.6239,-2.0135,-0.9217,-0.0643,0.8657,-0.7243,3.111,0.2851,-1.8751,-1.2072,-1.2467,-2.8406,0.04,-0.0182,-0.5148,0.3844,-3.2582,-0.7685,0.5932,1.2588
339,-0.235,-1.6987,-1.8952,-5.0537,0.6473,0.3672,4.5557,0.2367,2.1903,0.0824,4.8704,-2.24,-0.4734,-0.4506,1.2499,1.4611,-1.9707,-2.7187,-1.3143,-1.9123,-0.7193,0.3925,2.3867,0.9885,4.6828,-0.0389,-0.4447,-0.6422,-1.5731,-2.6012,-0.1036,-0.1792,-0.4351,1.1664,-2.9712,-0.6655,0.2405,1.8874
340,-0.6947,-1.3785,-1.0796,-7.0544,2.4879,1.7721,1.7702,-1.69,-0.8612,-1.6721,1.8062,-2.5728,-0.1533,-0.847,-0.5822,-1.8811,-2.4051,-2.7177,-0.566,-2.7577,-1.832,-0.3658,-0.8692,0.1633,-0.6818,-1.5283,-2.1069,-0.6247,-1.4958,-2.7729,-0.549,-0.2023,-1.1981,-0.7645,-2.7253,-0.9912,1.9505,-2.4301
341,-0.5367,-1.4714,-2.4933,-3.2399,-0.0939,-0.5824,3.5511,-0.602,1.1392,-0.5414,3.3035,-3.051,-1.5574,-0.3022,0.5498,-2.1349,-2.6003,-2.955,-0.5858,-2.4149,-0.8564,0.2092,1.5468,-0.648,2.6498,-0.2543,-0.9567,-0.4086,-1.6568,-2.8799,-0.4791,-1.0869,-0.9553,0.584,-2.443,-1.3162,-0.158,1.2652
342,0.2077,-1.3862,-3.4126,-4.169,0.9831,1.0917,0.4191,-0.8526,0.1374,-0.6373,1.6378,-2.5062,1.0758,-0.0572,-0.0733,-1.7921,-2.3618,-2.9456,-0.5625,-3.5232,-1.1,-0.0128,1.2397,0.5175,4.4556,-1.3162,-1.8791,-0.3328,-1.7761,-3.6041,-0.2614,-1.2155,-1.1733,-0.0589,-3.0489,-0.5054,-0.5813,-0.6997
343,-0.0601,-0.3943,-1.7791,-3.6914,3.9726,0.0548,3.033,-0.275,1.8388,0.3649,4.4505,-2.1964,0.8472,-0.5093,1.2853,2.0131,-2.6084,-2.7065,-0.9763,-2.3416,-2.6572,2.1283,1.7518,-0.1014,4.7928,0.1206,-0.6918,-0.0702,-1.3409,-2.5088,0.4496,-0.8477,0.6817,1.0035,-2.2663,-0.7056,0.8326,-0.7984
