,A1E959,O00626,O14793,O43895,O60240,O60635,O95994,P01591,P05783,P07585,P08727,P10721,P14136,P14210,P18627,P19429,P24387,P29017,P35225,P42785,P43629,P51531,P52823,P55259,Q8IU54,Q8TD06,Q92820,Q969V3,Q96JP9,Q96NZ8,Q99748,Q9BXJ7,Q9NZV1,Q9P0M4,Q9UGM5,Q9UHF4,Q9Y3P8,Q9Y653
123,-0.6379,-2.2668,-1.4412,-2.8727,0.0961,-0.6037,-3.3643,-2.2347,-1.0698,-2.5238,-1.7611,-2.4355,-1.293,-0.9692,-0.6497,-4.0857,-1.8818,-2.3878,-0.7207,-2.3722,-3.1939,-0.4721,-1.0352,-1.0638,0.4112,-1.2615,-1.363,-0.166,-1.475,-1.8575,-0.5675,-0.4993,-1.6039,-1.658,-1.9867,-1.0147,0.4156,-1.8712
124,-1.5019,-0.853,-3.1277,-6.2887,-0.4608,-0.6718,-0.2702,-1.9393,-0.7578,-2.846,-0.597,-3.0866,-2.0069,-0.6557,-0.9536,-2.9739,-1.709,-2.6345,-0.3946,-2.2717,-3.0632,0.0068,-1.4025,-2.8065,0.3378,-0.2123,-1.0539,-0.4147,-1.7019,-2.3724,-0.3912,-1.4369,-1.725,-1.2323,-1.4774,-1.5316,0.882,-2.5156
125,-0.491,-1.3442,-2.4624,-2.6092,-0.1571,-0.3344,1.2336,-2.0184,-0.5688,-2.1265,0.1455,-2.7006,-1.391,-0.7983,-0.2152,-3.3808,-2.2027,-2.5613,-0.5393,-1.8847,-2.5833,0.4327,-1.1631,-2.7558,2.6453,0.8295,-0.0397,-0.4556,-1.6036,-1.8785,-0.9522,-0.8278,-1.5362,-2.0573,-1.1105,-1.137,-0.2541,-2.8773
126,-0.4545,0.0023,-2.4577,-2.1236,-0.8222,-0.4279,-0.0692,-2.372,-2.0144,-2.4381,-1.0631,-2.0926,-1.5292,-2.1139,-0.3952,-3.2048,-1.9372,-2.668,-1.0936,-2.0804,-1.9377,0.2445,-0.9513,-1.8022,1.7629,0.5383,-0.7415,0.1494,-1.7315,-1.6795,-0.1019,-0.4727,-1.347,-1.8112,-1.6607,-1.084,1.1683,-2.5561
127,0.2595,-1.5439,-2.4246,-2.9825,0.2615,-0.7475,-0.4211,-1.72,-1.8421,-1.4608,0.0892,-3.0966,0.8782,-1.4585,-0.0293,-2.3509,-1.9761,-2.9482,-0.5126,-2.2851,-2.0963,0.4624,-1.3903,-1.1547,0.5513,-0.327,-1.4553,-0.3624,-1.4918,-2.7631,0.8175,-1.329,-0.9302,1.7847,-2.4286,-0.4383,-0.2024,0.6602
128,-0.3867,-1.3841,-2.132,-3.2704,0.5681,-0.5718,-0.1486,-0.3879,0.9011,-1.5597,0.3064,-2.4812,-0.7694,-0.512,-0.0572,-2.6211,-1.4725,-2.4126,-0.6039,-1.8812,-2.6354,0.1714,-1.1692,0.253,1.8719,-0.4918,0.0134,0.003,-1.1907,-1.3845,0.3961,-0.6913,-1.0747,-0.6618,-0.8403,-0.8761,1.2453,-0.808
129,-0.3201,-1.6187,-1.26,-3.383,0.0615,-0.6773,0.113,-0.6743,-0.3596,-1.8778,0.9303,-2.3114,-1.2764,0.0403,-0.996,-3.1788,-1.8839,-2.4102,-0.8254,-1.8382,-2.6484,0.1928,-0.4291,-0.6705,0.2664,-1.6752,-1.1365,-0.0282,-1.8613,-1.8854,-0.5277,-0.7478,-1.4475,-1.4687,-2.3825,-0.994,1.7147,-0.4982
130,-0.9183,-0.4617,-1.335,-3.0351,-0.1222,-0.3009,-2.8554,-1.1992,-1.0661,-2.0153,-2.6781,-2.6389,-1.3452,-0.8969,-1.1548,-2.1159,-2.1147,-1.4968,-0.5463,-1.0982,-1.8916,0.2154,-0.7564,-2.2929,-0.5392,0.1455,-1.18,-0.1157,-2.0046,-2.4893,0.1711,-0.3051,-1.8405,-1.5801,-1.0265,-0.2508,2.2754,-2.4524
131,-0.9814,-0.4195,-2.2619,-2.0009,0.558,-0.4223,-1.451,-2.1135,-2.14,-2.4304,-1.8127,-2.7116,-1.4335,-1.4085,-2.3344,-2.6711,-2.6639,-2.4735,-0.7037,-2.0213,-3.543,0.2539,-1.2611,-0.0561,-0.2022,-0.3977,-1.8547,-0.7573,-1.9564,-3.1273,0.0847,-1.4852,-1.6807,-2.0675,-3.6952,-0.8196,0.6929,-1.8188
132,-0.5329,-0.8554,-1.6499,-1.6087,-0.1713,1.3777,-2.7539,-2.659,-2.6641,-1.7876,-1.9223,-1.9503,-1.0982,-0.3709,-1.0838,-2.0856,-2.2318,-2.3123,-0.5828,-2.6833,-2.2816,-0.0362,-0.9416,-0.1522,-0.2448,-0.4159,-1.4938,-0.3086,-1.3996,-2.6657,0.2081,-1.4302,-0.7761,-0.8471,-2.4906,-0.5397,0.4723,-2.1033
133,0.6384,0.0897,-2.6913,-2.8389,0.2723,-0.638,0.1899,-0.6728,-1.8604,-2.5337,-0.4366,-2.7098,-0.2939,0.0359,-0.6936,-2.9284,-1.9948,-2.9022,-0.3415,-1.8729,-2.4463,0.475,-0.7125,-1.0321,0.1207,0.0468,-0.6938,-0.9976,-1.6601,-1.4291,0.3388,-0.2028,-1.3404,-0.5944,-2.0072,-0.9404,1.5711,-2.7871
134,0.4202,-1.1706,-2.8298,-3.6087,-0.1821,-0.5973,-0.2105,-1.0155,-0.2484,-0.5874,1.0863,-2.5659,-0.5056,-0.7028,0.0108,-2.2633,-2.2797,-2.2438,-0.5778,-2.37,-1.5664,0.0546,-0.1712,2.7287,1.222,-0.9582,-1.3164,-0.7715,-1.6202,-1.868,-0.2472,-1.1732,-0.7713,-0.0148,-2.4998,-1.0998,0.2204,-1.5997
135,-0.2756,-1.8209,-1.7614,-2.1342,-0.3927,-0.6634,-1.7583,-1.6694,-1.6883,-2.5751,-0.9239,-2.4425,-1.4407,-1.4264,-0.8034,-2.7803,-2.4165,-2.3758,-0.6518,-2.3376,-1.5691,0.26,-1.5003,-1.679,1.4145,1.6258,-1.2746,-0.0185,-1.6563,-2.2916,-0.005,-1.3844,-1.6021,-1.8398,-1.825,-0.6785,1.2817,-1.9098
136,-0.3185,-0.025,-0.6835,-4.2282,0.6524,-0.7351,-0.0045,-0.6856,-1.9429,-0.3091,-1.1008,-1.8076,-1.0969,-0.3388,-0.263,0.3258,-2.0904,-2.3051,-0.5856,-2.5388,-1.833,0.2396,0.3492,-0.7866,2.3162,-1.043,-1.2036,-0.2824,-1.213,-2.4385,0.0566,-1.2418,-0.18,-0.2111,-2.331,-0.1506,0.5747,-1.9713
137,-0.4665,-0.9769,-2.8665,-2.8699,-0.5353,-0.3111,-0.6303,-0.2797,-0.9897,-1.7715,1.3872,-2.3798,-0.8962,-2.0416,0.0767,-3.3687,-2.396,-2.3522,-0.2743,-2.5496,-0.6932,0.2321,-0.6509,-0.6957,2.4114,-1.7287,-1.2254,-0.2392,-1.3771,-3.1834,0.8435,-1.2439,-0.8499,-2.3952,-2.4443,-0.6093,0.9864,-1.5628
138,-0.5896,-1.2296,-2.2033,-4.6471,-0.3391,1.5248,1.8731,-0.4913,-0.4502,-2.3147,1.4102,-2.6593,-0.8531,-0.2048,-0.9857,-3.0353,-1.4381,-2.9991,-0.8005,-2.0661,-2.6888,-0.7571,-0.4239,-1.1048,0.1869,-1.0456,-1.4159,-0.5314,-1.3161,-1.9671,-0.2463,-0.1246,-1.224,-0.5944,-2.2128,-1.3771,0.8633,-1.9828
139,-0.5119,-0.1829,-2.9587,-3.0886,0.1159,-0.304,-1.9153,-2.8847,-2.2288,-1.5712,1.9963,-1.3542,-0.2042,0.8371,-0.8028,-3.5672,-2.1811,-2.3169,-0.5458,-1.7767,-2.6272,-0.1416,1.3575,-1.3526,1.546,0.5165,-1.1937,-0.433,-1.551,-2.3945,-0.1858,-0.1754,-0.8645,-0.5187,-3.4523,0.2292,0.0514,-0.9276
140,-0.5073,-1.7168,-2.3887,-1.7826,-0.3157,-0.4917,2.6449,-0.861,0.6408,-1.3509,3.5015,-2.4076,0.7798,-0.4103,0.2925,-3.7632,-2.4872,-2.8368,-0.1129,-2.7284,-1.4196,-0.503,-0.0131,-0.1863,2.4081,0.195,-1.7833,-0.1513,-1.8392,-1.9132,-0.2501,-0.5767,-0.6877,-1.2544,-3.1337,-0.8883,0.21,0.2433
141,-0.2617,-0.7115,-2.3025,-2.3037,-0.4929,-0.2129,-0.3374,-2.5113,-1.3986,-2.516,-0.3521,-2.3701,-1.1215,-0.6481,0.1883,-3.5394,-2.6084,-2.7394,-0.2454,-2.4665,-1.6718,0.2773,-0.0099,-1.3883,2.7674,-0.817,-0.884,-0.4686,-2.0542,-2.5785,-0.1554,-0.4788,-0.9889,-1.8653,-2.2764,-0.6531,-0.5891,1.2048
142,-0.6103,-0.2601,-2.6773,-3.1235,-0.183,-0.3534,-0.5499,-0.9218,-2.7048,-1.9925,-1.4808,-2.2686,0.6721,-0.9604,-1.0232,-2.8801,-2.173,-2.4808,-0.6524,-1.432,0.2997,1.1825,-1.7851,-1.2154,-1.1792,0.3824,-1.3907,1.0616,-1.5741,-2.5742,0.0195,-0.7492,-1.4799,-0.1981,-1.6014,-1.0952,4.6879,-0.541
143,-0.9477,-1.2179,-2.6933,-5.1592,1.1096,0.2477,-1.1549,-3.9095,-0.3015,-1.6613,-1.661,-3.1147,-0.524,-0.2186,-0.5065,-1.584,-2.0084,-2.6249,-0.4083,-2.37,-1.3493,0.383,0.0314,0.8253,-0.2209,-1.1235,-1.3813,0.0101,-1.7971,-2.2853,0.2532,-1.2461,-0.9892,-1.3207,-1.6269,-0.8761,2.1236,0.6908
144,-0.3257,-0.6759,-2.5401,-2.027,-0.0247,-0.5834,0.3809,-0.7869,0.7828,-2.3295,0.0582,-2.2669,-0.8711,-1.3717,-0.0455,-3.8744,-1.9697,-2.4651,-0.6075,-2.2193,-1.786,0.0055,-0.255,-1.9239,2.3923,0.5882,-0.8717,-0.3218,-1.6434,-2.348,-0.0157,-0.2584,-1.4559,-1.527,-1.086,-0.6834,0.71,-3.0034
145,-0.493,-0.8659,-1.9322,-3.3754,-0.6142,-0.6163,-2.6593,-1.5728,-3.2297,-2.6326,-1.7926,-1.7773,-1.1365,-1.9778,-0.7239,-3.705,-2.983,-1.6163,-0.509,-2.3125,-2.9454,-0.5411,-1.9478,-1.2022,0.811,-0.3932,-1.3982,-0.1498,-2.2482,-1.8599,-0.1889,-1.2394,-1.7715,-1.5402,-1.1641,-0.9057,0.5354,-2.1812
146,-0.6734,-1.114,-3.044,-3.057,-0.1096,-0.706,0.237,-2.3452,0.3926,-1.4787,-1.6372,-2.4373,-1.0099,0.0177,-0.6559,-3.2975,-1.5393,-2.1888,-0.9727,-1.7247,-1.7681,0.2965,-1.6679,-1.7131,-0.7174,-0.9949,-1.6521,-0.5748,-0.9669,-1.6218,0.1829,-0.5758,-0.9574,-0.485,-1.7693,-0.3658,0.5756,-2.2439
147,0.4163,-1.3756,-1.35,-2.5616,-0.0223,-0.5258,-0.7443,-1.1592,-1.8883,0.0695,-0.5789,-1.923,-0.7136,-0.3124,-0.6193,-2.3054,-1.5792,-2.3989,-0.6822,-1.8269,-1.2423,0.4946,1.318,-0.255,0.5472,0.9388,-1.3441,-0.3108,-1.3247,-2.0138,-0.5047,-0.2766,-0.9321,-0.2762,-2.38,-0.5898,0.3532,-0.7827
148,-0.2764,-0.7937,-2.2515,-1.0182,-0.1212,-0.6119,0.0519,-1.435,-1.899,-2.3699,0.1127,-2.6662,-0.9485,-1.859,-0.7786,-2.5211,-2.282,-2.5726,-0.4694,-2.5827,-1.9065,0.5991,-1.1522,-1.2127,0.5184,0.2447,-1.1647,-0.3685,-1.4921,-2.7495,-0.3663,-0.8017,-1.3552,-1.4462,-2.5517,-0.4589,0.953,-2.2104
149,-0.5701,-2.386,-2.9472,-3.2772,-0.4262,0.0756,-0.9603,-2.2141,-1.3329,-1.8577,-0.7269,-2.1447,-0.1991,-0.9437,-0.7599,-2.244,-2.4036,-3.3179,-0.5947,-3.1776,-1.7626,-0.0988,0.3641,0.3071,0.0429,-1.5011,-1.6147,-0.1588,-1.4781,-3.1869,0.2667,-1.1265,-0.3984,0.2532,-1.8215,-0.5518,-0.5061,-1.7909
150,-1.1421,-1.1618,-2.8161,-3.2979,-0.1194,-0.5267,1.5537,-1.3091,-0.5829,-1.9532,1.7343,-2.3341,-0.8932,0.0078,-0.7404,-3.5905,-2.4203,-2.5592,-0.779,-1.9332,-2.4802,-1.668,-0.3514,-1.7206,1.7389,-1.3216,-1.3214,-0.1659,-2.1257,-2.3162,0.1617,-1.1865,-1.0478,-0.9118,-2.5135,-0.6272,0.4283,-1.2681
151,-0.2014,0.6397,-1.7696,-1.4116,0.1385,-0.3981,2.6454,-1.4495,0.8213,-0.669,3.1105,-2.0568,-0.1636,-0.7406,-0.0313,-2.5381,-1.6098,-2.117,-0.8619,-2.5634,-1.9063,0.4351,0.7223,-0.5405,3.1068,-0.0781,-0.4609,-0.3921,-1.5523,-1.8889,0.0657,0.3008,-0.8575,-0.811,-1.0232,-0.7336,-0.165,-1.3793
152,-0.9089,-1.2578,-2.5562,-3.3079,0.0185,0.0085,-0.87,-2.5388,-2.9606,-1.092,-1.0959,-2.7755,0.2961,-0.431,-1.4405,-2.1605,-1.868,-2.5228,-0.4783,-2.9745,-1.7396,0.4694,-1.5576,2.8949,-0.1238,-1.3769,-1.7956,0.2146,-1.9655,-2.4638,-0.3238,-0.7609,-1.2109,-0.1813,-3.5053,-0.9678,0.1559,0.3543
153,-0.3709,-1.3636,-2.4832,-2.9691,-0.0467,-0.398,1.3364,-2.1182,0.0722,-2.0517,0.8728,-2.7086,-0.9177,-0.8306,-0.2617,-2.4758,-1.4821,-2.7885,-0.1859,-2.0457,-3.007,0.2874,-0.267,-0.9403,2.1693,-1.0368,-0.8121,-0.4738,-1.4937,-2.1567,0.0322,-0.3849,-1.3441,-0.6135,-1.6977,-0.7724,0.4697,-2.0356
154,-0.8189,-0.3324,-2.7067,-4.0677,-0.3459,0.5269,1.1872,-1.9,-0.2606,-1.5094,1.4544,-2.3212,-0.3972,-0.9894,0.0344,-1.7544,-2.5498,-2.5758,-0.8099,-2.1877,-1.0116,-0.3263,0.0193,-0.7237,2.4414,-0.3944,-1.0441,-0.7718,-2.624,-2.0085,1.8615,-0.2917,-0.6704,1.0575,-1.582,-0.4723,0.0177,-1.5471
155,-0.8137,-0.4435,-2.4139,-0.8002,0.6249,-0.1259,-1.3678,-0.497,2.2515,-0.9394,-0.4775,-2.3281,0.0868,0.3463,-1.1585,-2.1205,-1.5866,-1.9226,-0.5082,-2.0097,-1.705,0.0455,-0.1852,0.2838,-0.1291,-0.609,-2.2572,-0.2569,-1.7809,-2.0619,0.3614,-1.1573,-0.8219,2.0231,-3.7345,-0.7593,1.4431,-0.4382
156,-0.9773,-2.7334,-1.5058,-2.0694,0.3363,-0.7038,0.7436,-2.4258,0.3943,-1.7521,-0.6806,-2.5575,-1.6469,-0.6695,-2.3832,-3.2802,-1.986,-2.5636,-0.5489,-2.0467,-1.9511,-0.193,-0.9663,0.4979,-0.3613,0.7169,-2.4453,0.0674,-0.8936,-1.7534,-0.0651,-0.9761,-1.5017,0.5012,-1.9005,-0.2596,1.0687,-2.6875
157,-0.3049,-1.7375,-3.2626,-4.8624,-0.4547,-0.6844,-2.0554,-1.0355,-2.5343,-1.8609,-0.6074,-3.0651,-0.9041,-1.307,-1.2345,-3.7317,-3.3155,-3.0236,-0.3031,-3.1264,-2.5987,-0.2287,-1.454,1.2249,1.1613,-1.197,-1.5204,-0.864,-1.499,-2.963,-0.0917,-0.5973,-1.878,-1.6742,-1.8801,-0.5087,0.9374,-2.5658
158,-0.3657,-0.3178,-3.1863,-4.9174,-0.1363,-0.2161,2.3712,-1.5464,1.2301,-2.3166,2.9657,-2.1688,-1.2553,-0.3758,0.1852,-2.7776,-2.2483,-2.5387,-0.568,-2.109,-3.1394,0.6315,-0.11,-2.1513,3.0001,-0.9189,-0.2154,-0.1593,-1.1909,-2.9366,0.4794,-0.9418,-1.2845,-1.7238,-1.8587,-0.3294,1.3391,-1.5178
159,-0.4207,-1.7849,-1.6042,-2.5989,-0.1261,-0.6323,0.2756,-1.2313,-1.9969,-2.099,-1.1371,-1.9804,-1.3611,-2.4709,-0.4803,-3.5484,-2.2855,-2.585,-0.6296,-2.1074,-1.7617,0.2213,-1.4457,-0.4812,1.2885,-0.7381,-0.8148,-0.4701,-1.6699,-2.0516,-0.0585,-0.9479,-1.5918,-0.7574,-1.6879,-1.0143,0.3954,-2.0995
160,-0.2674,-0.7099,-1.2903,-2.8188,0.1665,-0.4621,-0.9719,-0.6146,-3.135,-1.8572,-0.7463,-2.0145,-0.8255,-1.3723,-0.6518,-2.5842,-2.6646,-1.4672,-1.1201,-2.2102,-1.2922,-0.3566,-1.3317,-1.1443,-0.1735,-0.7802,-1.87,-0.4027,-1.6214,-2.1515,-0.1717,-1.0153,-1.0312,-1.0539,-1.3729,-0.6791,1.0621,-0.5812
161,-1.0309,-1.6976,-3.3775,-3.0311,-0.2043,-0.6381,2.3976,-1.3196,0.04,-1.1228,2.1332,-3.1084,-1.169,0.76,0.046,-3.0175,-1.6887,-3.2763,-0.3713,-2.0368,-2.5961,-0.2452,0.219,1.1459,0.6239,-1.1601,-1.7107,-0.3343,-1.8329,-2.771,0.6553,-1.2129,-0.7552,-1.4037,-2.6577,-1.2271,0.2104,-1.0736
162,-0.1353,-1.1955,-2.2715,-2.8323,0.4117,-0.1707,2.6113,-1.2369,-0.2661,-2.3092,2.0456,-2.2774,-0.9628,-0.3164,0.4002,-2.6462,-1.536,-2.8283,-0.4059,-1.8702,-1.4801,0.5803,-0.2436,-0.7144,1.9157,-0.2328,-0.9912,-0.4294,-1.6051,-2.939,0.055,-0.1389,-0.966,-1.1485,-2.6719,-0.4591,0.4748,-1.1277
163,-0.2606,-1.0643,-2.1316,-1.4425,0.1872,-0.542,-0.447,-1.0552,-0.957,-1.4238,0.2228,-2.6888,-0.8032,-0.798,0.0827,-3.5581,-1.9887,-2.6212,-0.6714,-1.3416,-2.1059,0.1706,0.2762,-1.5327,1.9951,-1.1132,-0.3743,-0.2104,-1.3176,-1.9891,0.4898,-0.4701,-0.9914,-0.88,-1.4371,-0.7826,1.2341,-1.2768
164,-0.9034,-1.1775,-2.9441,-1.765,-0.1614,-0.7844,-0.3262,-1.8201,-0.1123,-0.8507,-0.0822,-1.0271,-1.0112,-0.7898,-1.5635,-3.171,-1.2677,-1.3689,-0.5311,-2.1039,-2.8229,0.2207,0.7929,-0.8759,0.2212,1.3191,-0.5466,0.6038,-2.1686,-2.4957,-0.1895,0.0244,-0.1225,3.2687,-3.3786,-0.1666,0.0212,-1.0221
165,-0.8608,-0.9272,-1.2523,-3.4834,-0.6028,-0.5211,2.7893,-0.6558,0.0248,-2.3141,3.2406,-2.8759,-1.6049,0.3101,-0.5466,-3.043,-1.9603,-2.5382,-0.4513,-1.9128,-2.3207,-1.2786,-0.4878,-0.9067,-0.2682,-0.6231,-1.2197,-0.4658,-1.3858,-4.4001,0.9437,-0.707,-1.6548,-0.9218,-1.948,-0.6481,1.4131,-0.1332
166,-0.9562,-0.276,-2.7381,-5.2072,-0.3777,-0.8031,-0.8782,-1.961,-0.0159,-2.7922,-0.0937,-2.4903,-1.7751,-0.3738,-1.3394,-4.0762,-1.4398,-1.8053,-0.5255,-2.0315,-2.1863,0.0573,-0.7631,-2.0558,-0.155,-0.8759,-0.6261,-0.0931,-1.6483,-2.2916,-0.2378,-0.768,-1.8762,0.1259,-2.3538,-0.5153,0.8428,-2.8915
167,-0.5146,-0.2954,-2.6429,-2.6092,0.3683,-0.48,-0.36,-0.2908,0.1259,-1.4352,0.5022,-1.9855,0.07,-1.8009,0.5069,-3.0804,-2.276,-2.2158,-0.6163,-2.2511,-0.4764,0.2158,-0.3454,-0.4921,2.6848,-0.4967,-1.6056,-0.2635,-1.3219,-1.7209,-0.2759,-0.0061,-0.6313,-0.952,-1.0631,-0.6678,1.3917,-1.6403
168,1.1079,-0.7548,-0.2179,-2.463,-0.1761,-0.4108,0.1179,-0.6805,-1.8618,-0.1576,-0.1704,-1.2397,-1.0549,-0.7258,-0.6413,-0.0629,-1.0188,-1.9418,-0.4946,-1.8554,-2.5098,0.3722,0.4995,1.2254,0.3483,0.3497,-1.6442,-0.2561,-1.5298,-2.2242,-0.0683,-0.4632,0.2484,-0.2108,-1.2778,-0.6463,1.9722,-1.3377
169,-0.6332,-1.4971,-2.9244,-5.5111,-0.1956,-0.0173,2.4364,-2.1171,-1.611,-1.7088,1.7546,-2.3122,-0.3493,-0.6296,-1.6433,-3.285,-1.9272,-2.6579,-0.7049,-1.8837,-1.1282,-0.1561,-1.9503,-0.0544,-0.5199,-1.0194,-1.4812,-0.2403,-1.4336,-2.2495,0.0615,-1.8214,-1.2994,-0.1954,-4.6236,-0.6454,0.5919,-1.6234
170,-0.7122,-1.0375,-2.1617,-2.0129,0.4238,-0.5442,-1.6915,-1.0789,-1.9958,-2.0838,-1.2114,-2.3066,-0.7936,-1.0597,0.0713,-3.6229,-2.8826,-2.2808,-0.1107,-2.717,-2.2617,-0.8717,-0.5933,-0.8712,2.0583,-0.7367,-0.9149,-0.4481,-1.8512,-2.3064,-0.1652,-0.6667,-1.1262,-1.4475,-2.3757,-0.5327,1.2311,-2.1736
171,0.084,-1.5252,-1.4646,-1.0694,-0.4076,-0.188,-1.7496,-1.3097,1.669,-1.9283,-1.7959,-1.9618,-0.9414,-2.0128,0.3365,-2.9275,-2.7458,-1.7583,-0.4631,-2.1776,-1.8774,-0.0849,-1.5028,-2.0284,2.771,-0.0257,-1.0579,-0.1085,-1.5778,-2.1308,0.3513,-1.1185,-1.1654,0.4157,-2.0036,-1.0042,0.9259,-2.136
172,-0.7842,-1.2633,-2.5377,-3.1031,-0.039,-0.4921,-0.092,-0.9395,-2.1895,-1.1189,-0.733,-1.7367,0.62,-1.1703,0.9633,-1.4909,-1.7929,-2.2848,-0.5972,-2.2848,-2.5692,-0.2059,-1.2046,0.4908,-0.0317,-0.3035,-1.2054,0.3374,-1.7495,-2.2438,-0.1083,-0.0052,-1.5033,0.5215,-2.2536,-0.0764,1.3377,-0.5386
173,-0.6442,-1.0665,-1.7993,-5.3353,-0.0598,0.582,-0.2112,-1.4345,-2.9584,-1.6933,-0.9952,-2.6919,-1.1378,-0.2048,-0.8416,-2.4096,-1.9384,-2.7731,-0.1654,-2.5473,-2.2138,0.3576,-1.148,-1.3859,1.7551,0.0009,-1.0536,-0.5365,-1.7512,-2.7743,0.4184,-0.9977,-1.5255,-1.303,-2.2026,-1.2931,0.3089,-1.9681
174,-0.2177,-1.2315,-2.1643,-2.6303,-0.3365,-0.3751,-1.3034,-2.6088,-1.5792,-2.0422,-1.841,-2.6947,-0.7562,-2.202,-0.2116,-3.5823,-2.6299,-2.197,-0.7699,-2.1368,-2.4755,0.252,-2.1511,-1.9725,1.6951,-0.9101,-1.2824,-0.2058,-1.5049,-3.4792,0.3367,-0.82,-1.3742,-0.9682,-0.3144,-1.1264,0.7647,-2.2727
175,-0.7113,-1.1133,-2.3825,-2.2644,-0.6667,-0.4569,-2.0905,-2.0886,-2.9527,-2.6541,-1.776,-1.5087,-1.1244,-2.4393,-0.8194,-3.7847,-2.9074,-2.0758,-0.6597,-2.8923,0.4939,-0.0356,-0.9016,-1.9039,1.576,-1.0845,-1.5377,-0.6484,-1.5066,-2.1562,-0.0814,-1.1884,-1.8505,-2.3872,-1.6075,-1.1919,0.267,-2.3874
176,-0.2676,-1.9429,-1.5516,-7.2822,-0.1324,-0.3914,-2.3148,-0.9135,-3.3087,-1.9012,-2.8834,-2.0994,-1.1987,-1.1868,-0.8052,0.1472,-2.2886,-2.2255,-0.4552,-1.945,-1.5548,0.6023,-1.1411,-1.0827,-0.3589,-0.5515,-1.7758,-0.3759,-1.2585,-1.7118,-0.1884,-0.6038,-0.8854,-1.5061,-2.4187,-0.5715,1.0456,-1.4977
177,-1.0282,-0.7996,-2.4365,-3.1844,0.1558,-0.5839,-0.6761,-1.492,-1.0396,-1.8917,-0.4537,-1.9926,-1.2173,-1.3855,-0.1767,-3.148,-1.8755,-2.3371,-0.4374,-2.0775,-2.1413,-0.44,-0.405,-0.2525,1.6148,-0.7283,-0.8276,0.0325,-2.0972,-2.1779,0.1386,-1.5312,-0.9884,-1.3533,-1.2656,-1.1999,0.5739,-1.8507
178,-0.4815,-0.8719,-2.3872,-3.0121,-0.192,-0.7539,-0.6737,-0.8709,-1.8887,-1.5273,-0.8603,-2.8918,-1.1382,-0.7478,0.8122,-3.0622,-2.2207,-2.6023,-1.099,-1.6723,-1.9208,0.0962,0.3342,-2.4194,-0.3017,0.4012,-0.4537,-0.5786,-1.6481,-2.4938,-0.1244,0.3386,-1.548,0.9099,-1.9316,-0.202,0.4063,-0.8346
179,-0.0978,-1.3637,-1.909,-2.9533,-0.3431,-0.31,-2.8293,-0.9979,-3.2805,-2.6815,-1.1754,-2.7644,-1.2288,-1.0589,-0.9166,-2.5596,-2.0185,-2.6374,-0.4991,-2.0636,-2.0793,0.2768,-0.9135,-0.944,0.6139,-0.8537,-1.2148,-0.0007,-1.1134,-1.8666,0.4037,-0.558,-1.3405,-1.5784,-2.9797,-0.8807,0.7427,-2.6046
180,-0.6448,-1.1832,-1.4959,-2.6683,-0.102,-0.262,-3.138,-2.1892,-3.1076,-1.8269,-1.1713,-2.4087,-0.9239,-1.4266,-0.1222,-2.8602,-2.3915,-2.3102,-1.056,-1.7541,-1.7246,-0.6948,-1.0748,-1.4789,1.0026,0.2956,-1.5303,-0.3393,-1.397,-1.9962,-0.9859,-0.7967,-1.7301,-0.8715,-1.3294,-1.0875,0.8524,-2.4204
181,-1.6225,-1.905,-3.5677,-1.8779,-0.5745,-0.3483,1.1663,-1.0632,-0.0536,-2.162,2.4806,-3.5472,-0.4614,-0.1867,-1.4195,-2.6683,-2.2039,-3.1864,-0.6986,-2.5085,-2.0629,-0.2619,-0.5575,-0.5331,-0.2206,-0.4494,1.7582,0.1894,-2.1322,-2.8593,0.0725,-1.2424,-1.3531,-1.7198,-3.5831,-0.8633,-0.6129,-1.7619
182,-0.5319,-0.7122,-1.9097,-1.7814,-0.6489,-0.6261,1.8847,-1.8492,-0.4308,-1.4998,0.6802,-2.9072,-1.6085,-0.8098,0.2921,-4.3726,-2.1919,-2.4866,-0.5374,-2.0837,-2.1326,-0.2453,-0.3619,-1.9089,1.0974,-0.4834,-0.9825,-0.1015,-1.8303,-2.0373,-0.388,0.6093,-0.9994,-2.1263,-1.6024,-0.8726,-0.2193,-1.4687
183,-0.4412,-1.145,-2.4508,-1.8495,-0.6546,-0.796,2.9362,-2.35,-1.3199,-2.689,1.2653,-2.5074,-1.4003,-0.3952,-0.1153,-2.489,-2.3834,-2.8105,-0.831,-2.2809,-0.0781,0.6186,-0.268,-0.1741,2.1053,-0.798,-0.857,-0.0013,-1.735,-2.5191,-0.1727,-0.3479,-1.2852,-0.8919,-1.8419,-0.4535,0.0928,-2.0024
184,-0.5263,-0.699,-2.3328,-4.2249,0.187,-0.6156,0.1627,-1.0925,-2.4091,-0.981,-1.4837,-1.7596,-0.4409,-0.9298,-0.9964,-0.0285,-2.3072,-1.5966,-0.9177,-1.741,-1.9599,0.066,-1.4513,-1.5998,0.0471,-0.2618,-2.0796,0.2908,-1.3309,-2.7569,0.6061,-0.5197,-1.4171,-1.7224,-1.928,-1.1269,1.5522,-2.5932
