,A1E959,O60542,O60635,O95256,O95750,O95994,P00750,P01591,P05231,P08833,P09466,P14136,P14780,P15336,P16860,P19429,P19801,P21246,P43629,P51531,P55259,P60568,Q29980_Q29983,Q5JZY3,Q8IU54,Q8N2G4,Q92832,Q96JP9,Q9NRD8,Q9P0M4,Q9Y265,Q9Y653,Class Label
141,-0.2617,-4.7394,-0.2129,-2.645,-2.3805,-0.3374,-1.193,-2.5113,3.8351,-2.925,0.7802,-1.1215,-0.1355,0.2583,-1.3806,-3.5394,-1.8261,-0.8402,-1.6718,0.2773,-1.3883,0.1271,-3.3077,-2.2839,2.7674,-0.1691,-1.2563,-2.0542,-0.8308,-1.8653,-1.7645,1.2048,0
142,-0.6103,-5.0636,-0.3534,-2.4936,-1.2856,-0.5499,-2.1133,-0.9218,3.8133,-2.949,0.4202,0.6721,-1.2897,2.144,-0.4863,-2.8801,-2.422,-0.0132,0.2997,1.1825,-1.2154,-0.5445,-4.6376,-1.6382,-1.1792,-0.2935,-3.0905,-1.5741,-0.6678,-0.1981,0.5727,-0.541,0
143,-0.9477,-2.9782,0.2477,-2.3725,-3.3367,-1.1549,0.3256,-3.9095,3.8411,-1.2609,0.4018,-0.524,1.1253,-0.2215,-0.9132,-1.584,-1.7592,-0.0977,-1.3493,0.383,0.8253,0.2432,-1.9916,-1.9894,-0.2209,-0.2277,-2.1982,-1.7971,-0.3277,-1.3207,-0.5471,0.6908,0
144,-0.3257,-3.545,-0.5834,0.1624,-2.6773,0.3809,-1.6436,-0.7869,4.0277,-1.5511,1.8688,-0.8711,-0.1007,-0.2479,-1.1626,-3.8744,-1.8727,-1.119,-1.786,0.0055,-1.9239,-0.4316,-0.6305,-2.4278,2.3923,1.5936,-1.218,-1.6434,-1.1114,-1.527,-0.5885,-3.0034,0
145,-0.493,-5.0482,-0.6163,-0.8795,-1.6337,-2.6593,-2.7308,-1.5728,3.9343,-2.8781,5.0891,-1.1365,-0.4173,-1.4497,-0.5067,-3.705,-2.3146,-1.2683,-2.9454,-0.5411,-1.2022,0.4364,-2.809,-1.6836,0.811,-0.2617,-1.6777,-2.2482,-0.9421,-1.5402,-2.3569,-2.1812,0
146,-0.6734,0.1872,-0.706,-2.7074,-0.7603,0.237,-2.1525,-2.3452,3.9853,-0.8268,0.7476,-1.0099,-0.2373,-0.1376,-0.5373,-3.2975,-1.1938,2.3242,-1.7681,0.2965,-1.7131,-0.1513,-4.6897,-2.2878,-0.7174,0.0409,-3.2274,-0.9669,-0.7239,-0.485,0.3605,-2.2439,0
147,0.4163,-1.6872,-0.5258,-2.559,-2.7275,-0.7443,0.5704,-1.1592,4.0727,-2.6994,1.5186,-0.7136,0.8747,-0.1946,3.6837,-2.3054,-1.8418,-1.4976,-1.2423,0.4946,-0.255,0.6079,-0.8277,-1.3439,0.5472,-0.0628,-3.2224,-1.3247,-0.9168,-0.2762,-0.5637,-0.7827,0
148,-0.2764,-4.7416,-0.6119,-1.4866,-2.355,0.0519,-1.7422,-1.435,1.4733,0.4818,-1.1867,-0.9485,-0.3019,-0.6083,-2.152,-2.5211,-1.8123,-0.5824,-1.9065,0.5991,-1.2127,0.3325,-2.0913,-1.8063,0.5184,-0.3912,-2.2961,-1.4921,-0.7439,-1.4462,-1.2834,-2.2104,0
149,-0.5701,-1.3527,0.0756,-3.0764,-1.7605,-0.9603,-0.5363,-2.2141,1.5226,0.3284,0.9867,-0.1991,-0.8174,-0.5625,-0.3981,-2.244,-2.2964,-0.6892,-1.7626,-0.0988,0.3071,0.3846,-1.5081,-2.2575,0.0429,-0.0699,-1.4607,-1.4781,-0.7223,0.2532,-0.943,-1.7909,0
150,-1.1421,-4.5894,-0.5267,-3.116,-0.4676,1.5537,-0.7279,-1.3091,1.4824,-0.1761,0.2775,-0.8932,0.5592,-0.2611,-0.2213,-3.5905,-2.105,-0.591,-2.4802,-1.668,-1.7206,-0.1175,-4.6798,-2.3213,1.7389,-0.1237,-2.0227,-2.1257,-0.5915,-0.9118,2.2168,-1.2681,0
151,-0.2014,1.1403,-0.3981,-1.0818,-3.2464,2.6454,-1.3265,-1.4495,1.4827,-1.145,3.0528,-0.1636,-0.5832,0.1081,-1.1971,-2.5381,-1.4426,0.5102,-1.9063,0.4351,-0.5405,-3.2946,-1.0199,-1.7523,3.1068,-0.3134,-2.1957,-1.5523,-0.9133,-0.811,-1.5173,-1.3793,0
152,-0.9089,-2.2232,0.0085,0.0917,-2.1469,-0.87,-2.0475,-2.5388,3.1708,-0.7923,2.1321,0.2961,0.1439,-0.594,4.6166,-2.1605,-1.4367,-0.6612,-1.7396,0.4694,2.8949,0.194,-2.2249,-1.877,-0.1238,-0.3292,-3.6187,-1.9655,-1.0636,-0.1813,-0.6268,0.3543,0
153,-0.3709,-0.7832,-0.398,-1.8792,-3.7797,1.3364,-1.3599,-2.1182,2.9929,-1.4987,-0.5752,-0.9177,-0.4341,-0.0491,-0.9027,-2.4758,-2.2005,-1.2488,-3.007,0.2874,-0.9403,-0.3303,-4.5633,-2.1829,2.1693,-0.206,-1.8151,-1.4937,-0.3938,-0.6135,-1.4545,-2.0356,0
154,-0.8189,-0.3736,0.5269,-2.7755,-1.2301,1.1872,-1.001,-1.9,3.2505,-2.0632,-0.1908,-0.3972,-0.3638,-0.6593,-2.1284,-1.7544,-1.4308,-1.3783,-1.0116,-0.3263,-0.7237,-0.4573,-5.8716,-2.1639,2.4414,0.1447,-1.987,-2.624,-0.7671,1.0575,-0.1613,-1.5471,0
155,-0.8137,-3.3816,-0.1259,-2.3186,0.2003,-1.3678,0.7277,-0.497,3.2803,0.5774,0.1279,0.0868,0.6791,-0.5009,1.3202,-2.1205,-1.9992,0.9431,-1.705,0.0455,0.2838,0.4075,-1.4757,-1.8923,-0.1291,-0.3141,-3.3808,-1.7809,-0.9235,2.0231,-1.2917,-0.4382,0
156,-0.9773,-1.2005,-0.7038,-2.6389,-0.6808,0.7436,-1.4621,-2.4258,1.6824,-3.3421,0.6916,-1.6469,0.5243,-0.1667,0.4884,-3.2802,-1.6829,-0.9625,-1.9511,-0.193,0.4979,-1.6505,-0.7833,-1.6228,-0.3613,-0.3861,-1.839,-0.8936,-1.2789,0.5012,-1.4732,-2.6875,0
157,-0.3049,-3.0332,-0.6844,-1.6641,-1.7605,-2.0554,-1.3889,-1.0355,1.8402,-1.923,-0.1697,-0.9041,-0.2177,-0.3948,0.6993,-3.7317,-2.7667,-0.6292,-2.5987,-0.2287,1.2249,0.1233,-2.2768,-2.8567,1.1613,-0.2746,-1.9977,-1.499,-0.6442,-1.6742,0.6947,-2.5658,0
158,-0.3657,-2.607,-0.2161,-1.6565,-3.1027,2.3712,-1.0777,-1.5464,1.9648,-1.1286,-0.4015,-1.2553,-0.0994,0.0366,0.1555,-2.7776,-1.449,-0.4622,-3.1394,0.6315,-2.1513,0.0585,0.0301,-1.6703,3.0001,-0.249,-1.4311,-1.1909,0.1047,-1.7238,-0.5435,-1.5178,0
159,-0.4207,-4.0347,-0.6323,-2.367,-2.8263,0.2756,-2.228,-1.2313,4.3236,-2.8102,-0.2636,-1.3611,-2.0226,-0.173,-1.6404,-3.5484,-1.5545,-1.4692,-1.7617,0.2213,-0.4812,0.1,-4.9694,-1.8097,1.2885,-0.0652,-2.0083,-1.6699,-0.9429,-0.7574,-2.2394,-2.0995,0
160,-0.2674,-3.0772,-0.4621,-0.1204,-2.249,-0.9719,-2.4644,-0.6146,4.3572,1.4136,0.7756,-0.8255,-0.0086,-0.4551,1.3461,-2.5842,-2.6576,-0.4245,-1.2922,-0.3566,-1.1443,-0.7817,-0.8344,-2.1733,-0.1735,-0.2124,-1.9939,-1.6214,-0.8841,-1.0539,-1.5169,-0.5812,0
161,-1.0309,-2.1209,-0.6381,-1.1678,-2.6524,2.3976,-0.8405,-1.3196,4.6498,-0.2486,2.1368,-1.169,0.328,-0.1952,-1.517,-3.0175,-1.6934,-1.7398,-2.5961,-0.2452,1.1459,-0.3665,-1.0587,-1.6659,0.6239,0.3045,-0.3805,-1.8329,-0.7604,-1.4037,-1.1307,-1.0736,0
162,-0.1353,-2.6303,-0.1707,-2.9288,-1.4589,2.6113,-1.8639,-1.2369,4.4747,-1.0872,0.0894,-0.9628,-0.0102,-0.649,-0.3528,-2.6462,-0.2694,-0.5631,-1.4801,0.5803,-0.7144,0.3281,-1.8198,-1.7573,1.9157,0.0343,-1.3771,-1.6051,-0.9076,-1.1485,-0.9115,-1.1277,0
163,-0.2606,-3.4349,-0.542,-1.6673,-1.7413,-0.447,-0.8538,-1.0552,4.1034,-0.4219,0.7585,-0.8032,-0.2118,-0.3133,-1.3799,-3.5581,-1.755,-0.93,-2.1059,0.1706,-1.5327,0.4006,-2.0261,-1.8642,1.9951,0.0668,-1.1771,-1.3176,-0.8082,-0.88,-0.7199,-1.2768,0
164,-0.9034,-4.3776,-0.7844,-2.8198,-4.8325,-0.3262,-1.3724,-1.8201,4.1097,2.3817,2.2141,-1.0112,-0.2216,-0.8044,1.7902,-3.171,-1.6748,1.6059,-2.8229,0.2207,-0.8759,0.178,1.2437,-2.1098,0.2212,-0.0243,-2.7124,-2.1686,-1.2953,3.2687,-1.3489,-1.0221,0
165,-0.8608,-2.2665,-0.5211,-3.3174,-1.4894,2.7893,-1.7643,-0.6558,4.1358,0.1265,2.7256,-1.6049,0.378,1.2703,-0.4146,-3.043,-2.1281,3.8405,-2.3207,-1.2786,-0.9067,0.1223,-1.5794,-2.2502,-0.2682,-0.1222,-2.592,-1.3858,-0.7605,-0.9218,-1.2701,-0.1332,0
166,-0.9562,-2.3514,-0.8031,-1.6448,-3.9213,-0.8782,-2.4449,-1.961,3.743,-1.5603,-0.245,-1.7751,-0.676,-1.0198,-1.8201,-4.0762,-1.1254,-1.5916,-2.1863,0.0573,-2.0558,0.0841,-5.509,-2.2363,-0.155,0.0471,-1.5158,-1.6483,-1.298,0.1259,0.3245,-2.8915,0
167,-0.5146,-4.7151,-0.48,-2.6351,-2.4494,-0.36,-0.8791,-0.2908,3.9316,-0.2906,0.5782,0.07,-1.4273,-0.7569,-0.0875,-3.0804,-1.4616,-0.1999,-0.4764,0.2158,-0.4921,-0.1699,-4.7894,-1.6326,2.6848,-0.3594,-1.5154,-1.3219,-1.1602,-0.952,-1.3109,-1.6403,0
168,1.1079,-2.1008,-0.4108,-1.8629,-0.4417,0.1179,-3.7245,-0.6805,3.7953,0.2163,0.2128,-1.0549,0.2268,-0.6179,6.2233,-0.0629,-1.5784,-0.2904,-2.5098,0.3722,1.2254,0.2097,-0.9906,-1.7756,0.3483,-0.1434,-4.4776,-1.5298,-1.0907,-0.2108,-0.5211,-1.3377,0
169,-0.6332,-2.6755,-0.0173,-3.0868,-4.4798,2.4364,-2.3019,-2.1171,3.4792,2.2284,2.192,-0.3493,-0.2508,-0.1131,1.4477,-3.285,-2.2529,-1.4231,-1.1282,-0.1561,-0.0544,0.1247,-4.5762,-1.659,-0.5199,-0.096,-2.6095,-1.4336,-0.7551,-0.1954,-0.9881,-1.6234,0
170,-0.7122,-4.864,-0.5442,-0.2839,-2.5977,-1.6915,-1.5715,-1.0789,3.5122,-2.0072,-0.953,-0.7936,-0.6888,0.4529,-0.9772,-3.6229,-1.7293,-1.1506,-2.2617,-0.8717,-0.8712,0.4243,-0.9463,-0.5303,2.0583,-0.1649,-1.5057,-1.8512,-0.181,-1.4475,-2.1094,-2.1736,0
171,0.084,-5.4292,-0.188,1.505,-2.6849,-1.7496,-2.5461,-1.3097,0.4026,-2.522,1.6032,-0.9414,-0.9499,-0.1715,-0.0202,-2.9275,-2.1596,-0.1285,-1.8774,-0.0849,-2.0284,0.2009,-1.5007,-2.1854,2.771,-0.2094,-1.7728,-1.5778,-0.2941,0.4157,-1.5168,-2.136,0
172,-0.7842,-1.2103,-0.4921,-1.5935,-0.455,-0.092,-1.8611,-0.9395,0.9199,-0.0273,0.2068,0.62,-1.1969,-0.3455,1.2029,-1.4909,-2.6906,-0.2654,-2.5692,-0.2059,0.4908,0.5011,-1.4527,-2.2273,-0.0317,-0.3693,-3.3806,-1.7495,-0.4722,0.5215,-1.5777,-0.5386,0
173,-0.6442,-3.2017,0.582,-1.758,-2.648,-0.2112,-1.7621,-1.4345,1.0669,-2.6853,-0.0378,-1.1378,0.1259,0.6156,1.572,-2.4096,-1.8279,-0.5568,-2.2138,0.3576,-1.3859,0.5967,-2.4305,-2.0524,1.7551,0.2365,-1.9864,-1.7512,0.0401,-1.303,-1.2559,-1.9681,0
174,-0.2177,-5.723,-0.3751,0.459,-2.8231,-1.3034,-2.1922,-2.6088,0.9322,-0.958,7.6734,-0.7562,-1.5181,-0.3703,-1.3989,-3.5823,-0.998,0.007,-2.4755,0.252,-1.9725,-0.4528,-3.4496,-1.067,1.6951,-0.0706,-3.18,-1.5049,-0.1668,-0.9682,-1.5233,-2.2727,0
175,-0.7113,-4.8246,-0.4569,1.7466,-2.1369,-2.0905,-2.9266,-2.0886,3.8986,-2.7827,3.5424,-1.1244,-1.2788,-0.8918,-0.648,-3.7847,-3.0462,-0.6264,0.4939,-0.0356,-1.9039,0.1192,-1.7951,-2.0681,1.576,0.6136,-2.2683,-1.5066,-0.4774,-2.3872,-1.1005,-2.3874,0
176,-0.2676,-1.1892,-0.3914,-2.3973,-0.7668,-2.3148,-1.9809,-0.9135,3.9006,-3.0473,-0.2749,-1.1987,0.2415,-0.4862,3.1831,0.1472,-2.1521,-0.6327,-1.5548,0.6023,-1.0827,0.1623,-0.0333,-1.9706,-0.3589,-0.1164,-2.2405,-1.2585,-0.4177,-1.5061,-1.2429,-1.4977,0
177,-1.0282,-0.506,-0.5839,-2.628,-3.6488,-0.6761,-1.1353,-1.492,2.2447,-2.3913,0.4384,-1.2173,-0.7831,-1.1795,-2.9442,-3.148,-1.983,-1.1879,-2.1413,-0.44,-0.2525,0.1353,-1.9099,-1.6185,1.6148,-0.2164,-1.3989,-2.0972,-0.7273,-1.3533,-1.3893,-1.8507,0
178,-0.4815,-3.6398,-0.7539,-2.3902,-1.1609,-0.6737,-0.365,-0.8709,2.2481,0.6091,-0.2811,-1.1382,-0.6972,-0.3223,-1.0698,-3.0622,-2.2579,-0.4113,-1.9208,0.0962,-2.4194,0.519,-4.9949,-1.9256,-0.3017,0.0517,-1.8456,-1.6481,-0.6217,0.9099,-1.5448,-0.8346,0
179,-0.0978,-3.8623,-0.31,-1.3659,-2.7598,-2.8293,-2.8399,-0.9979,2.5702,-3.1951,-0.7115,-1.2288,-0.5307,-0.2637,-0.2932,-2.5596,-1.5935,-0.8365,-2.0793,0.2768,-0.944,0.1352,-2.3891,-1.5573,0.6139,0.0252,-1.9265,-1.1134,-0.2294,-1.5784,-1.7109,-2.6046,0
180,-0.6448,-4.4338,-0.262,-1.2437,-2.5781,-3.138,-2.1875,-2.1892,3.1223,-4.2818,1.6216,-0.9239,-0.482,-0.161,-0.9767,-2.8602,-1.8719,-1.0414,-1.7246,-0.6948,-1.4789,0.1567,-1.7111,-2.5086,1.0026,-0.3246,-2.2432,-1.397,1.0553,-0.8715,-1.5534,-2.4204,0
181,-1.6225,-2.6152,-0.3483,-2.9829,-3.8558,1.1663,-1.5146,-1.0632,3.4625,0.8337,-0.1221,-0.4614,1.0604,-0.2412,-0.4834,-2.6683,-1.7726,-1.3676,-2.0629,-0.2619,-0.5331,-0.2128,-5.7019,-2.2543,-0.2206,-0.1769,-1.8534,-2.1322,-0.6356,-1.7198,-1.1907,-1.7619,0
182,-0.5319,-2.0615,-0.6261,-1.0292,-3.4264,1.8847,-0.9198,-1.8492,3.3021,-3.8748,-1.0322,-1.6085,-0.215,-0.3723,-0.8423,-4.3726,0.1259,-1.0244,-2.1326,-0.2453,-1.9089,0.0252,-5.2217,-2.1244,1.0974,0.0048,-1.2625,-1.8303,-1.046,-2.1263,-0.8721,-1.4687,0
183,-0.4412,-3.5026,-0.796,-0.6093,-1.9205,2.9362,-1.0805,-2.35,3.7957,-0.1189,-0.8272,-1.4003,0.264,-0.0216,-0.8438,-2.489,-2.2212,-1.0098,-0.0781,0.6186,-0.1741,0.5661,-1.8399,-2.0945,2.1053,-0.0372,-0.2713,-1.735,-0.497,-0.8919,-0.619,-2.0024,0
184,-0.5263,-3.0084,-0.6156,-2.7752,-0.9871,0.1627,-0.2391,-1.0925,3.95,1.1865,-0.0991,-0.4409,-0.4641,-0.1775,1.5613,-0.0285,-1.5759,2.2427,-1.9599,0.066,-1.5998,0.2904,-4.6081,-1.5229,0.0471,0.0254,-2.394,-1.3309,-0.625,-1.7224,-0.6187,-2.5932,0
185,0.3407,-1.8855,-0.1887,-2.6191,-2.0063,4.2575,0.4013,-1.2771,4.0157,2.7793,-0.1129,-1.1968,0.1943,0.4447,-0.3831,-3.5957,-1.4013,-0.2492,-2.248,-0.0336,3.0477,-0.1731,-1.0644,-2.0591,2.3626,-0.1293,-2.0521,-2.1226,-0.6168,0.9227,1.7262,0.2318,0
186,0.1523,-4.2206,-0.564,-2.0266,-0.2264,1.0653,0.5841,-0.44,4.0605,3.4898,1.5928,0.9134,-0.3872,-0.0672,1.1804,-0.2309,-2.2008,-0.1254,-2.2218,0.5716,0.32,-0.6608,-1.0578,-1.2655,2.6758,-0.5262,-1.9998,-2.1951,2.335,2.8034,-0.9162,-1.1193,0
187,-0.1026,-4.7738,-0.6915,-2.1074,-1.5993,1.6459,-0.0566,-2.3645,1.1217,-1.2637,-0.0157,0.1918,-0.2832,-0.3551,-0.6666,-3.4272,-2.0572,-0.2864,-1.4207,-0.2092,-1.1949,0.1803,-1.8802,-1.7591,1.7694,-0.3456,-1.7721,-2.0196,-0.7154,-1.1919,-0.9535,-2.1545,0
188,-0.9901,-2.3074,-0.4765,-2.2384,-0.648,-0.2367,-0.694,-1.2211,1.4818,3.3988,3.4305,-0.4435,1.0415,-0.7089,7.1199,0.3128,-1.9122,-0.0977,-0.7,0.0329,-0.1633,0.0492,-1.7632,-2.0814,-0.5992,-0.1394,-2.4332,-1.5087,-0.6259,-0.2053,0.0825,0.0054,0
189,-0.6036,-4.5359,-0.6271,-2.1076,-4.0641,-1.5645,-2.315,-1.4713,1.5395,-2.2717,-0.2518,-1.1756,-1.3404,-0.2841,1.6127,-2.678,-1.0409,-0.7467,-1.961,0.1942,-2.4301,0.0036,-0.3762,-2.3553,1.3953,0.0501,-1.9554,-2.0186,-0.4946,-1.961,-1.0054,-2.1215,0
190,-0.6948,-4.4768,-0.5892,-2.8847,-2.3998,-0.5437,-1.1783,-3.0648,1.6177,-1.5194,4.5286,0.2499,-0.3622,-0.8623,-1.3712,-3.0108,-1.6789,-0.9062,-2.2987,0.2073,-1.8664,0.5322,-1.0696,-2.751,-0.6694,-0.4715,-2.203,-1.3806,-0.6233,0.0944,-2.1186,-1.9788,0
191,-0.4528,-4.3814,-0.4078,-1.4822,-1.4991,0.2014,-0.7449,-0.7551,4.779,1.6101,-0.4318,0.0227,-0.1007,-0.2196,-1.4587,-2.8488,-2.1076,-0.8039,-0.5508,-0.4091,-0.9189,-0.5994,-2.1306,-1.8206,1.8952,-0.0885,-2.6211,0.3302,-0.6336,-2.3472,-1.5894,-1.1604,0
192,-0.4695,-0.9756,-0.2667,-2.8436,-2.9247,-1.5901,-1.1529,-1.7155,4.3826,-0.9105,-0.2333,-0.6521,-0.421,-0.2741,-1.3657,-3.5006,-1.7959,-0.1289,-2.1715,-0.238,-2.1221,-0.518,-5.0492,-2.132,1.4791,-0.2545,-2.22,-1.6812,-1.3011,-0.4336,-0.7195,-2.2373,0
193,-0.4637,-2.3096,-0.4148,1.39,-3.64,-0.2339,-0.7672,-0.6001,4.597,-0.43,-0.4662,-1.0108,-0.0769,-0.3468,-0.3347,-3.3662,-2.5218,-0.5354,-2.2017,0.2425,-1.294,0.5586,-1.2764,-1.9266,2.4445,-0.384,-0.2117,-1.7541,-0.4039,-0.1493,-0.9006,-1.0166,0
194,-1.6355,-3.4474,-0.5096,-1.5235,-3.163,1.2051,-1.0763,-0.831,4.6328,-3.3154,-0.1153,-0.7625,-0.4478,1.3643,-1.5843,-2.7795,-2.4903,-1.2894,-1.0319,-0.649,-1.1075,-0.339,-3.8133,-2.1141,1.4364,-0.2131,-2.6545,-1.4934,-0.7645,0.0749,1.4901,-1.5974,0
195,0.1919,-3.0464,-0.3998,-2.9674,-3.8001,2.5147,-1.8952,-0.8238,5.6587,-0.9656,1.5127,-0.0346,1.0075,-0.9475,1.0023,-1.9619,-1.8338,-0.5161,-3.29,0.2941,-0.3335,-0.429,-1.2775,-1.8775,-0.2653,1.8645,-2.7303,-1.4016,-1.0809,1.0072,-2.1935,-0.0822,0
196,-0.5556,-2.4522,-0.8124,-2.1047,-3.6181,0.5959,-1.2529,-1.7246,5.6521,-2.7066,-0.1745,-0.9749,-0.1007,0.5757,-2.2089,-2.504,-2.1657,-1.4018,-1.9141,0.4063,-1.3195,0.175,-0.702,-1.8264,1.3471,-0.0453,-2.2473,-1.474,-0.8468,-0.7116,-1.5603,-1.3129,0
197,-0.786,-3.3536,-0.4451,-1.6698,-0.6427,0.3316,-1.4446,-0.7922,5.9469,-0.7443,0.3006,-0.0315,0.9062,-0.1936,0.5664,-1.9426,-1.8095,-0.5916,-2.1883,0.1901,-0.6935,0.7424,-2.1542,-2.0842,-1.0796,-0.3658,-3.2964,-2.0103,0.2015,-0.6987,-1.0168,-1.8599,0
198,-0.5738,-4.2603,-0.8196,-1.6439,-2.033,-0.5512,-0.9908,-0.5967,5.004,-2.8008,-0.7358,-0.1153,-2.055,-0.5202,0.4227,-2.7087,-1.109,-1.3098,-2.215,0.3327,-2.2084,0.1302,-5.8849,-2.3314,1.4558,0.0067,-1.1695,-1.2349,-1.1303,-1.1718,-1.1432,-2.0619,0
199,-0.8304,-1.8726,-0.3911,0.0862,-3.3987,0.8041,-1.3302,-1.7608,4.5053,-0.8064,-0.9652,-1.0597,-1.7795,0.8667,-1.3081,-3.1013,-1.9081,-1.2411,-0.5844,-0.0257,-1.686,-0.4592,-4.2051,-1.86,0.8739,-0.2019,-1.5935,-1.6803,-0.674,-1.1687,-2.5233,-3.3895,0
200,-0.8848,-2.4406,-0.4731,-1.9616,-2.9275,-2.3967,-1.9212,-0.4955,4.7983,-3.8067,0.4183,-1.3903,0.4061,-0.6357,-1.2019,-2.6473,-1.6034,-0.7662,-2.1502,0.418,-1.2227,-0.242,-4.7984,-1.9251,0.9452,-0.4315,-1.9684,-2.2288,-0.2426,-1.7661,-1.1694,-1.5023,0
201,-0.2434,-1.9486,-0.3805,-0.8808,-1.0758,-0.0016,-1.8158,-0.4393,4.9352,-3.4146,-0.0364,-0.7961,-0.5387,-0.2721,-1.2188,-2.7088,-0.9087,-1.4931,-2.7891,-0.4127,-0.6734,0.5482,-2.6309,-2.1148,2.7236,-0.298,-0.9094,-1.5739,-0.812,-0.9532,-0.449,-2.1389,0
202,-0.6662,-4.7122,-0.5498,-2.428,-3.9574,-0.0272,-0.7748,-1.9185,1.8237,-2.9519,-1.0618,-0.6377,-0.3933,-0.4164,-1.2941,-3.2108,-1.3052,-0.6131,-2.1341,-0.4845,-1.9877,0.3281,-3.9924,-2.6182,2.6078,0.0855,-1.3456,-2.1094,-0.6942,-1.9706,-1.4977,-2.4532,0
203,-0.5602,-2.2591,-0.1674,-2.3126,-1.3451,0.3525,-0.5345,-3.8439,1.6815,2.7033,2.28,-0.3354,-0.2853,-0.6318,4.8113,-2.3413,-2.4936,-0.5072,-2.6802,0.4973,4.0274,0.7011,-3.2479,-1.7792,0.3449,-0.3426,-1.7816,-1.8517,-0.7607,1.1923,-0.6358,-2.691,0
204,-0.6695,-2.9729,-0.5747,-2.1353,-1.0605,-0.254,-1.61,-1.7783,1.8518,-0.4235,3.8056,-0.4408,-2.4948,-0.5369,1.8471,-3.1532,-1.2128,0.4312,-0.35,0.2448,-1.713,-0.4338,-2.1249,-1.242,2.1524,0.04,-2.547,-1.6594,-0.9264,-0.5128,-0.9829,1.3561,0
205,-1.2375,-4.2272,-0.6316,-0.2306,-3.0027,-1.9396,-0.81,-1.0599,2.0299,-3.9614,0.8223,-1.6611,-0.3895,0.3573,-2.7248,-2.7786,-2.4336,-1.0263,-1.2695,-0.1632,-1.9656,0.5787,-0.591,-0.4206,1.0624,1.0502,-1.2221,-1.645,-0.7664,-1.3018,-1.2682,-1.7102,0
206,-0.2533,-3.3361,-0.5231,-2.991,-2.9596,0.7788,-1.2792,-1.1665,-1.9045,-3.0774,0.2523,-0.699,-0.5807,-0.7984,-1.188,-2.9943,-1.9258,-0.5553,-1.3737,0.4667,-1.1185,0.377,-3.5277,-1.9046,0.6333,-0.3978,-1.5361,-1.4657,-0.5252,-0.6518,1.0772,-0.2482,0
207,-0.452,-2.5583,-0.562,-1.876,-1.2603,4.0838,-0.2437,-1.2004,-0.3763,1.5726,1.1553,-0.4811,-0.1038,-0.11,-0.9398,-2.6347,-1.8114,-0.5437,-2.4524,0.1434,6.0037,-0.0959,-0.8489,-1.8024,3.1311,-0.4917,-2.1221,-1.9008,-0.7228,0.146,-0.9707,1.3828,0
208,-1.002,-1.697,-0.8339,-1.4495,-4.3753,1.3806,-1.2449,-2.9537,-0.9573,-1.9752,0.0943,-0.7525,-0.145,-0.8961,-1.2364,-2.4411,-2.6949,-1.1468,-2.0419,-0.054,2.2262,0.2399,0.1795,-2.673,2.4901,-0.4797,-1.524,-1.6791,-1.093,-1.8198,-1.41,-1.6762,0
209,0.7377,-2.0019,-0.7159,-1.5487,-0.5935,0.5852,-1.3606,-1.802,2.4849,-2.3757,-0.9177,-0.8904,-0.7594,0.1443,-1.044,-3.6464,-2.3124,-1.23,0.2299,0.1544,0.4152,-0.058,-1.1591,-2.0433,3.0686,1.2025,-1.5918,-1.3473,-0.5217,-1.6364,-0.496,-1.9502,0
210,-0.2502,-2.4595,-0.6415,-2.1657,-1.6381,0.5079,-1.0947,-1.669,2.9549,-3.1132,1.2395,-1.4545,-0.0204,-0.1853,-1.4263,-2.6642,-2.1517,-0.8318,-1.8215,-0.442,-0.8722,-0.027,-2.0859,-1.5161,2.1872,0.2996,-1.2184,-2.3873,-0.4274,-1.1047,-0.9798,-1.3141,0
211,-0.824,0.027,-0.5845,-0.7196,-2.3744,-1.5361,-2.1916,-1.7171,2.8295,-2.5269,1.299,-1.7148,-0.0919,-0.5784,4.6812,-0.0782,-0.9901,-0.8878,-1.7679,0.8053,0.3339,0.0594,-1.7272,0.4132,0.0293,-0.1364,-0.541,-1.6645,-0.4098,-1.5249,-0.8333,-2.0374,0
212,-0.9208,-4.866,-0.595,-0.8653,-4.3674,2.5933,-0.1687,-1.0406,4.1176,-3.1159,-0.0873,-1.0023,-0.2391,-0.1768,-0.2868,-3.1988,-2.3194,-0.1994,-2.0896,0.2012,-0.1436,0.0559,-1.1195,-1.766,2.8981,-0.0065,-1.6351,-1.6357,-1.1214,-0.2048,-0.3772,-1.5841,0
213,-0.388,-1.4805,-0.4744,-3.199,-1.4988,-0.1735,-2.1068,-0.0174,4.1006,0.6519,1.8561,0.0635,-0.1614,-0.8947,5.6681,-2.7781,-1.2621,-0.5522,-1.6095,0.5137,-0.3392,-0.2729,-0.3731,-1.2979,1.907,-0.0214,-3.632,-1.4466,-1.1307,1.0674,0.6023,-1.8495,0
214,-0.8701,-4.9308,-0.3995,-1.7312,-2.0932,-0.2426,-0.8768,-1.5035,4.2624,-4.7316,1.0423,-1.5555,-1.319,-0.45,-2.1936,-3.9396,-2.9374,-2.022,-1.496,0.3993,-1.9127,0.0912,-1.0611,-2.2728,2.1551,-0.249,-1.444,-1.7191,-1.1573,-1.8769,-0.6552,-2.3257,0
