,A1E959,O60542,O60635,O95256,O95750,O95994,P00750,P01591,P05231,P08833,P09466,P14136,P14780,P15336,P16860,P19429,P19801,P21246,P43629,P51531,P55259,P60568,Q29980_Q29983,Q5JZY3,Q8IU54,Q8N2G4,Q92832,Q96JP9,Q9NRD8,Q9P0M4,Q9Y265,Q9Y653,Class Label
289,-0.2713,-2.4815,-0.3121,-1.1178,-0.7157,2.0083,-2.667,-0.0869,0.6971,2.649,0.822,-0.7904,1.1656,-0.6091,2.039,4.1672,-2.2307,-0.4419,-3.7235,-0.4113,-0.4733,0.3564,-2.8884,-2.4885,-0.4447,-0.304,-1.9667,-1.9121,-0.829,-1.152,-1.3842,-2.5807,0
290,-0.6594,-2.1241,-0.4578,-2.2991,-2.2127,1.3577,-0.2834,-3.4038,0.4324,0.5349,1.0819,-0.0877,-0.1499,-0.2827,0.327,-2.5152,-1.2096,-0.221,-2.2711,-0.156,-1.2557,0.269,-2.1083,-1.9376,1.8404,0.0409,-1.3942,-1.751,-0.8155,-2.0257,-0.1707,-1.3954,0
291,-0.3259,-0.7689,-0.4138,-1.6296,-0.0461,3.3324,-0.1271,-0.3692,2.3796,-2.5961,0.9174,-1.3465,-0.246,-0.381,-1.2621,-2.8877,-1.875,-1.645,-3.0246,0.3856,-0.5979,0.4265,0.0844,-2.1628,0.3884,-0.1598,-1.4686,-1.5349,-1.1592,-0.96,0.6097,-1.7137,0
292,-0.7462,-3.0833,-0.6892,-2.442,-2.3154,-4.4628,-2.247,-1.5488,2.4642,-0.9933,-0.5387,-0.9906,-0.5139,-0.5091,-0.9831,-3.3497,-1.4278,-1.2802,-1.2664,-0.3742,-1.6455,-0.236,-0.8641,-2.4237,0.109,-0.2873,-1.623,-2.0011,-0.4256,0.77,-1.7203,-2.2534,0
293,-0.8794,-4.4521,-0.3626,-2.4802,-0.8216,-0.0302,-1.473,-1.0406,3.6651,-2.3903,-0.8208,-0.3812,-0.6547,-0.3757,0.1274,-3.8112,-1.9179,-0.1937,-2.2744,0.3776,-0.8771,0.1443,-1.4265,-2.1852,1.8956,0.016,-2.1681,-1.4486,-0.2751,-1.7072,-1.7966,-1.9853,0
294,-0.6802,-2.9142,-0.5965,-2.6259,-3.1597,-2.3592,-1.126,-1.2942,3.672,-2.0067,-1.0201,-1.6829,-0.5211,-0.4304,-1.684,-2.6256,-2.1672,-1.3711,-2.1706,0.082,-1.5593,0.2192,-5.2133,-1.9677,1.2698,-0.5283,-1.2649,-1.5234,-0.2183,-2.1149,-0.7697,-2.2718,0
295,-0.0075,-2.7305,1.3244,-2.9999,-0.9278,1.6302,-0.9995,-0.5417,3.8363,0.4409,0.971,0.0326,0.1365,-0.3007,0.1363,-1.8268,-1.7636,1.0138,-2.448,0.0809,-0.91,0.5778,-1.9816,-2.4832,3.1387,0.4525,-2.381,-1.2908,0.5628,1.4212,0.8972,-0.2377,0
296,0.3086,-2.8647,-0.5311,-2.5189,-1.7862,1.2114,-0.2956,-0.3424,3.8074,0.2596,3.8164,-0.6654,-0.1275,-0.5492,7.4023,-0.8565,-2.0519,0.6649,-2.1982,0.2689,0.2987,0.2766,-5.1538,-2.101,3.1851,-0.2525,-2.6576,-1.6363,-0.7499,-1.2606,-0.427,-1.2168,0
297,0.4478,-5.3677,0.1849,-1.5301,-1.9331,-0.0213,-1.3379,-3.4115,3.9114,-0.7251,1.4278,0.5595,-0.2642,-0.69,1.5385,-2.8973,-0.1679,-0.6202,-0.626,-0.322,0.2963,0.0833,-1.9956,-2.5534,1.46,-0.3573,-2.6896,-1.7611,-0.7883,-0.095,-0.2728,-2.0489,0
298,-0.8324,-2.996,-0.5367,-2.2259,-2.396,-1.3887,-4.2591,-1.8592,3.8631,-4.2119,1.191,-0.8873,0.9692,-0.5413,-2.0236,-4.0949,-1.28,-1.4796,-2.0418,0.1587,-0.8368,0.4234,-1.5605,-2.0139,-0.8884,-0.0775,-2.0083,-1.4808,-0.3271,-0.7367,-0.9686,-2.3928,0
299,-0.6737,-3.5642,-0.2992,-2.4893,-1.7363,3.9026,-0.1225,-0.5226,3.9313,-0.7938,-0.5476,0.035,0.95,0.0949,-0.6959,-2.9733,-0.9173,-0.8921,-2.247,-0.0897,-0.9185,-0.1409,-1.3846,-2.407,1.4619,-0.2047,-1.244,-1.7612,-0.2625,-0.6777,-1.8989,-0.1327,0
300,-0.6394,-1.2003,0.2499,-2.6485,-0.3229,-0.0662,-1.5625,-1.6313,0.177,-1.6961,0.3198,-0.2783,-1.256,0.0545,-1.5662,-4.2842,0.0421,-0.8572,-1.1475,0.0816,-0.3089,-0.3839,-1.319,-1.6211,2.5219,-0.115,-1.7979,-1.5361,-0.0949,-1.728,-2.0252,-1.3289,1
301,-0.2387,-2.8747,1.0006,-1.493,-1.6491,0.7636,-0.3956,-1.2913,1.6143,0.916,-0.002,-0.8727,-0.2394,-0.2259,-1.6493,-2.797,-3.3743,-0.7167,-0.6296,0.4825,-0.7648,0.012,-1.2638,-2.2343,2.2736,1.0661,-0.7656,-1.9267,-0.9039,-1.293,-1.189,-1.5457,1
302,-0.4897,-1.5138,1.2467,0.4806,-1.9295,4.094,-0.1865,-1.147,2.5274,0.6942,2.3229,-0.5701,1.3627,-0.1868,-0.1505,0.7359,0.2019,-0.9491,0.1118,-0.0039,1.7489,0.1033,0.84,-1.5225,-0.1231,-0.3468,-1.6111,-2.051,-1.4693,1.0042,-1.2056,0.7337,1
303,-0.395,-3.8947,-0.612,-3.2269,-1.283,-2.937,-0.9457,-1.3459,2.4555,2.0861,0.977,1.0051,-0.5458,-0.4524,5.6669,-0.6645,-2.0115,0.14,-2.3568,-0.0118,-0.7026,0.4567,-0.7012,1.5769,1.7407,0.0232,-3.1946,-1.4936,-0.6731,4.271,0.7545,-1.1411,1
304,-0.4562,-2.0366,5.2078,-2.1341,-1.9374,-0.2789,-0.9882,-0.515,0.8798,2.0738,-0.2929,-0.6312,-0.1764,0.1507,3.7565,-1.901,-1.9192,-0.5881,-0.0044,0.0536,1.4209,-0.0895,-2.1478,-1.9357,1.8348,0.0356,-2.1395,-1.58,-1.0139,1.0018,3.2193,1.2965,1
305,-0.5658,-1.5434,-0.6776,-2.3213,-0.0185,1.1569,-1.0409,0.821,2.4688,1.2613,0.3515,-0.6438,0.7518,-1.0774,3.3319,-2.6234,-1.7469,-2.1198,-2.6728,-0.0507,-0.317,0.7853,-0.5988,-1.4938,-0.4678,0.373,-2.2453,-1.5074,-1.0795,-0.7777,-1.7257,0.1129,1
306,-0.9842,-3.5015,-0.4551,-2.6606,-1.8158,3.6149,0.0064,-1.8247,1.2826,2.2664,0.804,-0.7275,-0.1019,-0.5531,3.7813,0.783,-2.3901,1.1434,-2.0346,-1.0436,-0.4432,-0.2812,-1.7324,-1.4003,3.1786,-0.208,-1.7012,-1.493,-0.4518,-0.3823,-0.5586,0.1339,1
307,0.0517,-4.9952,-0.5284,-0.8333,-1.4855,2.1627,-0.267,0.0112,1.781,0.4305,1.3149,0.7766,0.1913,2.9665,2.9163,-2.386,-1.5043,1.0817,-1.9864,0.0792,0.2356,0.3058,-1.6042,-2.1595,1.4966,-0.0114,-3.5919,-1.6971,0.9968,0.8902,2.566,-1.0914,1
308,-0.8905,-2.6333,-0.5389,-3.1675,-3.0957,2.8674,-0.6562,-1.2159,1.4827,2.8875,1.5957,1.437,1.2781,-0.2565,4.8838,-1.4657,-1.7488,-0.3898,-2.4124,0.1396,5.1099,0.2595,-2.0433,-2.355,1.3128,-0.1649,-3.0417,-1.2317,-0.952,0.8112,0.4631,-0.4369,1
309,-0.0865,-2.1482,-0.4093,-0.4958,3.3107,-1.5428,0.9256,0.7469,3.2979,0.2866,4.9596,0.0446,0.0334,-0.2961,3.778,0.1264,-1.4279,-1.0575,-0.4636,-0.1923,5.6295,0.1548,-0.3849,-2.0227,-0.8058,-0.269,-2.0926,-0.429,-0.6081,2.0805,2.9463,0.6329,1
310,-0.3918,-2.1281,0.5287,-1.748,-1.8732,4.6447,0.9504,0.4452,3.2564,4.7982,4.8799,0.3775,1.4856,-0.6375,5.5311,2.1857,-2.6846,1.7974,-1.6538,0.7002,0.5655,0.7351,-0.4263,-1.6837,3.3047,-0.2377,-2.9166,-1.5254,-0.6586,2.8119,0.7586,0.0035,1
311,-0.7895,-3.8213,-0.4966,-2.7009,-2.7503,3.4941,0.2436,-1.6449,3.2784,3.4583,0.9747,-0.5245,-0.4722,-0.2647,2.1837,-3.2553,-2.1341,-0.2153,-0.5298,0.5628,-1.8982,-0.0265,-2.3239,-2.1185,3.538,0.1168,-2.7703,-1.6374,-0.6774,-0.834,-2.0455,-0.241,1
312,-0.3241,-2.9729,-0.3011,-2.8851,-3.0016,0.1691,-1.0756,-1.8333,2.7583,1.6857,0.2486,-0.1688,0.8515,0.0121,2.3956,-0.7654,-2.1354,0.4241,-2.0394,0.3172,0.5176,-0.2802,-2.5926,-1.817,1.9938,0.0155,-2.483,-1.4444,-0.4568,3.6428,0.7469,0.4174,1
313,-0.2622,-0.9613,0.5863,-1.9447,-2.1281,3.0259,0.057,-1.617,2.8508,2.1824,1.7713,0.0769,0.2341,-0.5611,0.1791,-1.2514,-2.6893,-0.4606,-1.1251,0.2569,2.4893,-0.0801,-1.2316,-1.7526,1.1641,-0.2722,-2.2321,-1.7168,-0.9645,2.9789,-0.0655,0.1196,1
314,-0.5743,-4.7533,-0.5093,-1.9132,-1.4581,6.5027,-0.3362,-1.2213,2.8432,2.0307,1.9145,-0.4493,1.6223,-0.2226,-0.026,-1.9053,-2.4004,4.8487,-2.4489,0.2782,1.2624,-0.1074,-1.4272,-1.7969,-0.1527,-0.1551,-1.9166,-1.7896,-0.5624,-1.8018,2.4816,-0.6587,1
315,0.8134,-1.6146,0.129,-2.7487,-0.8097,1.6758,-2.1206,0.5052,2.6366,1.1066,2.6151,-0.8922,0.1014,-0.1571,6.5887,-2.4714,-1.6585,-0.4231,0.5083,0.0461,1.2068,-0.0837,0.4329,-1.5558,3.6091,0.7248,-3.8737,-1.4634,-0.7076,1.7462,-1.1695,0.1842,1
316,0.271,-1.0925,-0.684,-1.457,5.1921,-0.0302,3.112,0.9777,1.9588,2.1862,4.8187,0.2367,-0.7997,-0.1969,-2.0302,-0.822,-0.0242,4.3499,-0.7583,0.6985,5.5642,0.3196,0.6937,-1.5557,2.0744,0.0493,0.3088,-0.7886,-1.1595,-0.161,-0.1909,2.7754,1
317,-0.4944,-2.2309,-0.1071,-2.1514,-3.15,1.5514,0.1364,-1.4145,4.2969,0.4747,0.6501,-1.3886,0.7613,0.1417,-1.3654,-0.7738,-1.4013,-0.6043,-1.4392,-0.0383,3.1341,0.6438,-1.9842,-2.0531,1.4077,-0.2009,-1.5154,-1.2913,-0.426,0.9467,0.2987,0.2672,1
318,-0.2118,-2.1133,1.5411,1.0626,-3.396,2.4346,-0.8517,-1.9985,3.8822,0.6221,-0.7968,-1.0272,1.6106,-0.7996,1.7061,-2.2922,-1.4535,-0.6898,-1.7213,0.4589,0.7016,-0.0396,-1.7057,-2.2375,3.9248,-0.131,-1.9877,-1.9446,0.2121,-1.2963,1.1933,0.1722,1
319,-0.8291,-4.7627,-0.3054,5.5138,-1.791,-2.6143,-0.5854,-1.7613,3.4669,0.6362,-0.1055,8.782,-1.5489,-0.1421,3.4173,-1.2535,-1.4417,-0.4846,-1.9493,0.4155,-0.4189,-0.5495,-0.3228,-1.7439,-0.7151,-0.4447,-2.9016,-1.2333,-0.406,-1.032,-0.5524,-0.0193,1
320,-0.2197,-1.0691,-0.5514,-2.1457,-0.242,1.1966,1.4237,0.0128,3.4884,2.7828,-0.3052,0.7103,1.5708,0.4884,0.5347,-0.104,1.5942,1.0785,-2.4089,0.3041,-0.7026,1.3699,-2.264,-1.584,2.1816,1.6347,-1.7061,-1.8956,-0.7844,2.9356,1.1913,1.1661,1
321,-0.666,-4.745,-0.2398,-1.0422,-2.9768,2.0481,-0.5965,0.4322,4.1806,-0.2657,0.7412,0.546,0.4548,-0.1002,1.8046,-0.6489,-2.2232,1.1579,-0.7842,0.2585,0.0355,-0.1756,-2.3581,-2.0785,0.0667,0.1968,-1.5926,-1.7521,0.1807,-1.472,-0.3849,-0.0923,1
322,-0.579,-3.2951,-0.4926,-1.2483,-0.4391,2.911,-0.3273,1.2067,3.9985,3.1437,1.4023,1.2795,-0.8393,-1.6027,4.674,0.0519,-2.59,1.1098,0.2889,0.2336,0.4695,0.3975,-0.4389,-1.7038,3.5748,0.1115,-2.0582,-1.9756,-0.3167,0.6027,3.575,-0.6469,1
323,-0.2216,-1.9292,-0.3746,-1.5674,-1.3836,-2.0606,-1.0927,-2.1913,2.4122,-1.7484,0.3039,-0.9873,0.3106,-1.1304,-1.2411,-2.6826,-2.1618,-1.2473,-3.0126,-0.1348,3.5062,-0.1446,-2.4613,-1.2887,0.3366,-0.1366,-1.7233,-1.0407,-0.97,-0.9271,0.8735,0.5213,1
324,0.4204,-3.5506,1.6089,-2.673,-2.1332,-0.5737,-1.0173,-1.0133,3.6645,3.5139,0.4261,0.405,0.5628,-0.3602,2.2406,-1.6508,-1.7063,0.4858,-1.4214,0.5031,2.7313,0.4173,-0.767,-1.5838,0.6151,-0.2321,-3.2426,-1.3179,-1.1124,1.324,-2.1555,-1.0597,1
325,-0.1582,-2.8816,-0.4779,-1.7584,-1.7312,-1.7582,-1.4709,-0.5944,5.9519,1.1069,0.5308,0.232,-0.4439,-0.9769,2.1505,-0.7977,-1.2007,-0.5795,-1.0951,0.1705,-0.9876,0.5575,-1.1807,-1.9532,-0.8975,-0.1719,-3.678,-1.4619,-0.9474,0.8627,-0.0464,0.4132,1
326,-0.8761,-2.2831,-0.1355,-2.326,-2.6745,0.2917,-1.4523,-2.946,-1.02,-0.4777,1.3318,-0.7687,-0.1531,1.5016,-1.0702,-2.1674,-1.5166,-0.1798,-3.1352,-0.1039,-1.7154,0.2957,-2.112,-1.9217,2.8853,-0.0868,-1.6675,-1.667,-0.0894,0.7799,0.7661,-1.0091,1
327,0.11,-1.188,-0.2589,-2.7608,-2.0261,3.5002,-0.382,-0.4673,2.7537,3.1388,0.4435,0.1786,-0.1602,-0.0372,0.5142,-0.4623,-2.8396,1.5895,-1.2483,0.1041,1.5323,0.4595,-0.6297,-2.3576,4.0369,-0.0024,-2.1009,-1.5406,-0.6836,3.7128,-0.5756,0.1431,1
328,-0.2269,-4.1993,-0.3704,-2.6278,-2.5114,4.9143,0.5033,-0.6572,3.7471,2.5116,0.7716,-0.1316,1.5593,2.1979,2.5978,-1.2957,-1.8514,-0.1973,-1.0351,0.1131,-0.6327,1.1566,-4.3814,-1.4767,0.3639,0.1197,-3.1277,2.4076,-0.6616,2.2019,-0.1565,-0.7045,1
329,-1.29,-2.5443,-0.3265,-1.5398,-2.1925,2.3654,-0.796,-0.755,4.2634,1.0497,0.1527,0.406,-0.4691,-0.9115,0.9294,-3.2083,-1.8385,0.1705,-1.0807,0.2304,-0.1362,-0.6277,0.2062,-1.674,3.5637,0.1187,-1.4465,-1.6306,-0.709,0.4751,-1.149,-0.0404,1
330,4.7453,-1.7751,-0.7934,-2.3232,-0.7115,0.6222,0.2837,0.6044,4.0242,2.4033,0.6223,0.2414,0.151,2.2037,2.3274,-1.0902,-1.7816,0.8827,-3.2981,0.0328,-1.385,0.5471,-0.3482,-1.9031,0.7455,-0.3088,-2.4509,-1.5916,-1.1721,1.7791,0.5648,1.4798,1
331,-1.0766,-3.5204,-0.4078,-0.8302,-2.1164,3.6018,0.8096,-1.3204,1.4697,2.793,3.2481,0.7328,0.5119,-0.6363,2.7612,5.4988,-1.4649,0.8894,-1.8259,0.3644,2.5554,0.4867,-1.801,-2.3702,3.7633,0.2411,-3.03,-1.7978,-0.9194,0.4361,-0.7351,0.6061,1
332,-0.6253,-1.1601,-0.6952,-2.7802,-2.45,-2.5669,-1.6187,-0.7516,3.5256,-2.773,2.6828,-1.9605,-0.0573,0.1412,-0.4229,-1.8411,-0.7912,-1.5777,-1.6864,-0.5686,-1.8216,0.4302,-0.562,-1.5952,-0.3104,-0.161,-1.9076,-1.8177,0.9731,-1.9502,0.8479,0.6181,1
333,-0.8371,1.3904,4.4864,-2.2406,-1.9249,-0.4815,-0.1374,-0.2953,7.2632,2.0194,1.3999,1.3702,-0.7082,-0.4804,3.679,0.2292,-1.4842,5.6867,-1.061,0.1898,1.6056,0.4663,-1.3559,-1.3461,-0.7914,0.0785,-2.1287,-1.3124,-0.9003,1.7063,-1.7915,-0.5389,1
334,0.3648,-1.937,4.0726,-3.0956,-1.7457,3.3876,0.8353,-0.8196,7.2464,-1.8295,-0.467,-0.4265,-0.1387,0.1414,-1.5148,-2.2021,-1.3628,0.1317,-0.8882,-0.0796,0.8893,0.7249,-3.364,-0.3829,3.3935,-0.195,-0.7575,-1.4778,-0.8343,-1.4101,-0.6943,-0.6206,1
335,-0.2261,-2.1512,-0.3644,1.0942,-2.3802,0.6179,-0.5479,-0.7778,3.7184,-1.0306,2.4812,-0.5282,0.2366,-0.5553,-0.7562,-3.9365,-1.763,-0.4259,-0.4623,0.1026,-0.3508,0.5657,-0.625,-1.9612,3.328,-0.7209,-1.3622,-1.79,-0.4645,-1.2618,-1.3161,0.2267,1
336,-0.6641,-0.6644,0.2041,-2.4423,0.0347,0.8437,-0.1375,-0.8527,1.5649,-1.9354,-0.3933,-0.6059,0.4556,-0.5462,0.4014,-1.122,-1.9419,0.2688,-3.0671,1.613,0.7852,-0.1001,-1.0422,-1.665,2.3045,-0.435,-1.4323,-1.7473,-0.6842,0.0351,-0.3439,0.7177,1
337,1.1914,-2.905,-0.1947,-2.6913,-0.418,4.0758,-0.7805,1.0101,3.3102,0.6115,0.6913,3.8622,0.102,-0.5742,2.0557,-0.2847,-2.5008,0.772,-2.3149,1.0803,2.1214,0.0537,-0.2077,-2.0877,-0.0261,0.0771,-3.2809,-1.591,-0.6551,3.31,0.0549,1.0332,1
338,-0.3583,-4.0149,-0.4507,-0.6821,-1.6524,2.8747,-0.6143,-1.4474,3.7184,-1.2372,-0.264,0.6561,0.8148,-0.4779,-1.4146,-2.7011,-1.448,-0.2237,-0.9217,-0.0643,-0.7243,0.4586,-0.6912,-2.9639,3.111,-0.1879,-0.9176,-1.2467,-0.2549,0.3844,1.0948,1.2588,1
339,-0.235,-0.6943,0.3672,-2.2156,-1.2701,4.5557,-0.5153,0.2367,4.226,2.1331,0.1963,-0.4734,-0.8329,0.1782,0.3788,1.4611,-1.7324,-0.7496,-0.7193,0.3925,0.9885,-0.0888,-0.9216,-2.1431,4.6828,-0.2159,-2.0058,-1.5731,-0.9602,1.1664,0.7736,1.8874,1
340,-0.6947,-1.3716,1.7721,-3.1692,-0.9656,1.7702,-1.1205,-1.69,4.0375,0.126,0.4402,-0.1533,1.0588,-0.2136,4.7497,-1.8811,-1.399,-0.2958,-1.832,-0.3658,0.1633,0.4628,-4.666,-1.6124,-0.6818,0.5937,-2.4601,-1.4958,-0.5912,-0.7645,-0.7679,-2.4301,1
341,-0.5367,-0.3306,-0.5824,-2.4442,-1.9757,3.5511,0.1671,-0.602,2.3016,0.722,2.5734,-1.5574,0.1901,0.1993,0.2934,-2.1349,-2.3935,0.2983,-0.8564,0.2092,-0.648,0.317,-1.5503,-1.7831,2.6498,-0.2582,-2.2347,-1.6568,-0.7955,0.584,-1.3102,1.2652,1
342,0.2077,-2.7902,1.0917,-2.8579,-1.3809,0.4191,-0.8618,-0.8526,2.4068,2.1902,2.9361,1.0758,1.1089,0.4224,2.6505,-1.7921,-1.8458,-0.7868,-1.1,-0.0128,0.5175,-0.2294,-0.3199,-2.1963,4.4556,-0.4774,-3.4061,-1.7761,-0.7609,-0.0589,-1.1204,-0.6997,1
343,-0.0601,-2.3979,0.0548,-2.7909,-2.1258,3.033,-0.3938,-0.275,3.5791,2.8681,0.5306,0.8472,-0.143,-0.6263,4.5614,2.0131,-2.5059,-0.0572,-2.6572,2.1283,-0.1014,0.3491,-1.0104,-1.6962,4.7928,-0.011,-2.1836,-1.3409,0.3939,1.0035,-1.2275,-0.7984,1
