,A1E959,O14788,O60542,O60635,O95256,O95379,O95750,O95994,P01583,P05231,P06850,P08833,P09466,P14136,P14780,P15336,P16860,P19429,P19801,P21246,P30838,P34998,P36222,P43629,P51531,P55259,P58546,P60568,P68106,Q04759,Q12968,Q13231,Q15067,Q16552,Q29980_Q29983,Q5JZY3,Q8IU54,Q8IW75,Q8N2G4,Q8TDL5,Q8WTU2,Q92832,Q96JP9,Q9NRD8,Q9P0M4,Q9Y265,Q9Y5K2,Q9Y653
244,-0.831,-3.5575,-3.9759,-0.4372,-1.8347,0.1762,-2.4685,3.208,-0.0905,1.6634,-2.9113,-1.4535,0.2727,-0.4347,1.7533,-0.0261,-1.21,-2.6305,-2.0776,-0.7385,-0.7464,-0.6177,0.676,-1.9187,-0.0533,-0.1737,0.3588,0.6179,-0.0131,0.0946,-0.8338,-0.2445,0.3686,-0.2215,-1.3297,-1.0552,-0.3174,-2.0258,-0.0265,-1.9803,-3.703,-1.847,-1.5299,0.1112,-1.6124,-0.2184,-1.013,-1.2362
245,-0.7635,-3.056,-0.6251,-0.5534,-2.7617,-0.3089,-3.0424,-1.0739,0.1289,1.4967,-3.6544,-1.4303,-0.5403,-0.8332,2.0841,-0.5289,-1.017,-0.0568,-1.813,-0.7427,0.0591,-0.2286,0.5333,-1.8188,0.2992,-0.6017,0.0284,-0.4536,-0.1541,0.5448,-1.5515,-1.1868,0.0562,-0.423,-1.6017,-1.652,3.5619,-2.237,-0.0942,-1.0466,-3.1444,-1.0229,-1.2157,-0.7789,-0.4176,-1.0273,-0.0903,-1.3727
246,-0.5552,-3.1133,-3.9395,-0.7799,-2.2435,-0.2799,-3.2217,0.3268,0.1353,1.5645,-2.2771,-0.4202,0.2456,0.9013,0.6081,-0.787,1.3294,-2.608,-2.1843,-0.5533,-1.0579,0.1641,0.0896,-2.2879,0.1547,-0.3556,0.2573,-0.6023,0.0689,-0.1584,-1.4941,0.0688,0.3917,-0.7314,-0.8677,-2.1426,2.1647,-1.6683,-0.2102,-1.6963,-1.6282,-2.7286,-1.7909,-0.2035,0.9284,-0.7223,-2.1679,-1.4503
247,-1.1886,-3.5505,-2.7864,-0.165,-2.5721,0.0482,-1.3683,1.175,-0.2464,0.7894,-2.923,-1.6966,-0.6127,-0.4319,-0.323,2.3264,0.5559,-2.6335,-2.4362,-1.3918,-0.5501,-0.8675,1.1246,-2.2983,0.105,-0.2372,0.1187,-0.161,-0.3656,0.1382,-1.2581,-2.2132,-0.3912,-0.6338,-1.0847,-1.6827,1.5431,-2.9543,-0.4377,-2.5807,-2.2439,-1.8916,-1.3332,-1.229,-0.0481,-2.1159,-0.7833,-1.4376
248,-1.3705,-3.6629,-4.8027,-0.5012,-1.5479,0.1588,-3.8367,-2.5217,0.3872,1.0408,-3.6393,0.3122,2.8301,-0.6106,-0.116,0.0644,3.2906,-2.1697,-2.3114,-1.6883,-0.6799,-0.3452,3.3253,-1.8758,-0.0863,-1.7346,0.1853,0.092,0.0389,0.6338,-1.027,-7.9157,-0.3639,-0.3221,-0.4199,-1.5704,-1.8496,-1.8875,-0.1777,-1.5684,-5.7943,-2.8495,-1.8293,-0.5761,-0.7045,-0.3059,2.3092,-0.9607
249,-0.5596,-3.7245,-1.6481,-0.1674,-2.4219,-1.0529,-3.5799,3.8941,-0.4285,1.6873,-3.3792,4.6327,-0.3044,-1.9582,0.4022,-0.0913,4.7294,-0.8629,-1.1427,-0.7682,-0.1943,-0.26,2.0659,-2.4747,0.5252,1.8237,0.1379,0.4735,-0.5155,-0.0431,-1.0899,-0.9411,0.1064,-0.3275,-0.633,-2.3339,3.5385,-2.0519,-0.4987,-0.0439,-4.7278,-1.0227,-2.5614,-0.9133,-0.4167,-0.9127,-1.9602,0.7917
250,-0.6442,-2.3408,-4.659,-0.843,-1.4181,0.91,-2.0386,0.9331,0.8052,1.3243,0.3733,-1.5511,6.082,-1.5802,-1.47,-0.5283,-1.0399,-2.8918,-1.867,-0.8327,-0.6749,0.2446,-2.9771,-2.1829,-0.2592,-0.9601,0.002,-0.4203,0.4229,-0.192,-1.3056,-2.0384,0.2421,-0.4215,-2.3571,-1.8503,2.3826,2.5036,-0.4953,-1.2954,-1.5138,-2.2567,-1.5742,-0.5455,0.2613,-1.2871,-1.8275,-2.683
251,-0.9944,-2.6091,-2.4221,0.329,-2.5528,0.5806,-1.56,-2.261,0.0918,1.8817,-2.4868,-0.7355,-0.1259,-0.622,0.1453,-0.1074,0.3521,-2.4601,-1.5157,-0.9609,1.0466,-0.4475,-0.6716,-2.0101,0.262,-0.0516,0.0946,-0.2567,0.3913,0.1023,-1.0686,-1.0981,-0.2658,-0.2012,-2.5409,-1.9161,-0.7229,-1.3407,-0.0545,-1.5783,-3.314,-3.0483,-1.2689,-0.6097,-1.8177,-1.8681,0.0926,-0.9196
252,-0.2041,-2.8642,-4.5009,-0.5403,-2.7171,0.0262,-2.2364,-0.5707,0.0368,2.1589,-1.3331,-2.5369,-0.0461,-0.6082,-1.0858,-0.4056,0.0406,-3.1402,-1.2358,-0.2409,-1.0467,-0.3189,0.9221,-2.0013,0.9739,-1.9024,0.4333,-0.2975,0.2777,0.1646,-0.7487,-3.0418,0.0764,-0.0726,-1.7595,0.3804,-0.0977,-1.3213,-0.3836,-0.6792,-4.1242,-2.1737,-1.5508,-0.8463,-0.7994,-1.3418,0.8844,-0.8382
253,-0.5224,-3.2665,-4.999,-0.3982,-0.2945,0.4463,-2.484,4.6355,-0.0999,2.1109,-4.7162,1.0442,2.5646,-0.4913,0.2039,0.315,-0.0553,-2.5737,-1.9722,-0.5507,0.0562,-0.4241,0.6337,-2.1642,0.7299,-1.5352,0.1103,0.2708,0.4454,-0.2896,-0.6952,-3.9836,0.2335,-0.3694,-0.9887,-1.8312,2.5581,-1.7184,0.2672,-2.1527,-3.3732,-2.3487,1.3422,-1.0864,-0.1961,-0.0126,0.5756,-1.3867
254,-0.861,-3.0888,-3.063,0.1711,-1.5858,0.3931,-3.0959,3.6829,0.0042,2.1117,-2.1736,2.1096,0.0643,-1.5474,-0.0427,-0.5667,1.5149,-2.6754,-2.8604,-0.6321,-0.4986,-0.0493,2.4895,-2.1952,-0.6577,-0.5491,0.1491,0.6092,-0.1425,0.1616,-0.9609,-3.0477,-0.177,-0.4858,-4.546,-1.2717,1.7707,-1.6455,0.0593,-2.1083,-4.1442,-1.5526,-1.6107,-0.7569,-1.8355,2.1905,-1.5239,-0.3358
255,-0.143,-2.5234,-3.298,-0.4079,-1.8916,0.44,-1.7509,-0.2053,0.5597,2.9871,-3.8702,2.0131,2.491,0.0641,0.4723,-0.2734,6.868,-1.5382,-1.7357,-0.2971,0.0371,-0.2407,2.4897,-1.5462,-0.2346,0.782,0.1318,0.1833,0.2162,0.2035,-1.2628,-1.795,-0.0876,1.0183,-0.2721,-1.2635,-0.2147,-0.0942,-0.3582,-2.419,-5.0219,-2.0635,-1.7809,-0.7138,-0.522,-0.057,3.7315,-0.8892
256,-0.6469,-2.97,-4.3103,-0.4426,-2.1697,0.4532,-1.9067,-0.1439,0.2084,3.2088,-2.562,1.0716,2.1176,1.1843,0.656,-0.4824,0.297,-2.2259,-1.9918,-0.5286,0.1435,0.0286,0.3208,-1.4626,-0.5547,1.5133,0.1514,0.2626,-0.0735,-0.331,-1.1252,-2.2456,-0.3286,-0.2434,-2.0772,-1.5558,1.4482,-2.2519,-0.1029,-0.9507,-4.0329,-3.0116,-1.8934,-0.9107,0.6449,-0.769,0.0318,-1.4814
257,-0.4243,-4.1506,-2.9318,-0.2002,-2.5792,-0.7582,-0.6663,1.9162,0.0451,3.4777,-3.5776,0.6475,0.2947,3.2035,-0.2811,-0.0945,1.213,0.2696,-2.2804,1.4769,0.3818,0.3065,4.0474,-0.8138,-0.0047,2.1509,0.332,0.5957,0.3465,0.2927,-1.1281,-2.2655,0.1112,-0.161,-4.297,-1.6356,0.7849,-1.159,-0.1522,-1.0975,-4.8309,-2.8168,-1.9301,-0.4533,0.9179,-2.4654,2.5526,0.3014
258,-0.6683,-2.7638,-3.7339,-0.639,-1.4477,0.3045,-2.2683,2.107,0.0311,3.4127,-2.4268,-3.7066,-0.1397,-0.5045,-0.5268,-0.1792,-1.586,-2.6306,-1.1903,-0.6821,-0.719,-0.6356,-1.4707,-1.4784,0.387,-1.1021,0.0637,0.6233,0.6021,0.1983,-1.2775,-7.8662,0.2862,-0.7504,-5.163,-2.4917,2.357,-1.7745,-0.1047,-0.7357,-2.0962,-0.8584,-1.5134,-0.4244,-1.1212,-0.9939,-1.9449,-1.6773
259,-0.8338,-3.613,0.2513,6.8982,-0.9747,0.1422,-1.7404,0.5358,-0.0448,3.7393,-3.175,0.1372,-0.4555,-0.3588,0.0916,-0.7136,0.2112,-1.6081,-1.9933,-0.7102,1.7162,-0.5484,0.3819,-1.1476,0.0616,1.2085,0.0485,0.0464,-0.3475,0.123,-1.7083,-0.6339,-0.7321,-0.8188,-1.4861,-2.5824,2.5476,2.067,-0.2904,-0.5775,-3.6769,-1.4576,-2.2248,-0.8806,-0.3957,0.6211,0.55,-0.0211
260,-0.5528,-2.3493,-3.3849,-0.4767,-2.9703,-0.4181,-3.177,0.5945,0.0827,3.8434,-2.8777,0.1426,-0.3061,-0.3863,-0.6079,-0.6708,2.5534,-2.2416,-1.7148,-0.1813,-0.4827,-0.0386,0.4487,-1.7354,-0.5943,-0.939,0.2416,-0.4521,0.3708,-0.4571,-1.3686,-8.0408,0.1428,-0.7028,-0.5989,-2.4746,1.1111,-0.3284,-0.1252,-0.7224,-3.9878,-3.2448,-1.1679,-0.5106,-1.6236,-1.1706,-0.7824,-1.6413
261,-0.5847,-3.4626,-1.7165,-0.6979,-0.9022,0.1079,-2.9954,-2.3515,0.0087,4.0495,-0.7435,-1.0768,1.1036,-0.9641,-0.5502,-0.4982,-1.2602,-3.3289,-2.0539,-0.4431,-0.8944,-0.5644,-1.1349,-0.7071,-0.1089,-0.8217,0.2395,-0.5927,0.0396,-0.3658,-1.0196,-1.5171,0.1754,-0.7464,-1.6915,-2.041,2.3958,-1.8048,-0.433,-2.4425,-4.7005,-2.0179,-2.1044,-1.576,-1.3773,-1.4863,0.4932,-2.59
262,-0.5916,-2.6233,-4.4375,-0.5469,-1.4739,-0.5009,-1.5669,-2.3363,-0.4183,4.2239,-1.2288,-0.919,3.3079,-1.3532,-0.0169,-0.238,-1.1098,-4.3396,-1.9323,-1.2435,-0.3063,-0.8115,-2.0541,-2.2037,-0.0021,-2.3699,0.1902,-1.1529,-0.5356,0.1541,-1.3106,-4.2602,-0.1973,-0.8962,-1.4594,-2.3565,-0.9047,0.3668,-0.0626,-2.6909,-4.9543,-2.8673,-1.7316,-0.545,-0.7971,-1.8057,-2.1681,-2.5395
263,-0.991,-3.0082,-3.3081,-0.1739,-3.0099,0.5482,-1.0563,1.851,0.0614,4.3826,-2.6592,-0.1671,1.8684,-0.1035,-0.1471,-0.5742,-0.0552,-2.1758,-1.5839,0.1384,1.3253,-0.3968,1.8804,-1.3384,0.0755,-0.9989,0.1834,0.0145,0.0054,0.1319,-1.6401,-0.6964,-0.4646,-0.1711,-0.62,-1.5703,0.2235,-0.5128,0.1785,-0.6605,-4.4624,-2.8867,-1.7892,-0.6946,-0.4166,-0.6435,-0.4861,-1.2562
264,-1.2725,-3.2977,-4.8253,-0.2912,-1.9974,0.2288,-2.2268,3.6824,0.4712,4.1757,-2.6051,1.4541,0.476,0.4032,0.7397,-0.1752,-2.2064,-1.306,-1.731,-0.3605,0.9956,0.6311,0.8853,-1.1132,0.4822,0.2681,0.5444,0.19,-0.8858,-0.1234,-0.9114,-0.0746,-0.2874,-0.4649,-1.4252,-2.0798,2.8445,-1.4998,-0.0023,-2.4135,-4.8859,-2.0411,-1.837,-0.8491,-0.9749,0.3787,-0.6089,-0.9806
265,-0.9681,-3.0561,-2.184,-0.6262,-1.515,0.004,-2.7303,1.2756,0.5413,1.9998,-2.7171,-0.9862,0.1855,-1.0501,0.1784,-0.8333,-1.0499,-3.3393,-1.4143,-1.103,-0.4534,-0.2004,0.621,-2.1318,-0.1142,-0.7369,-0.0401,0.0282,0.3631,-0.0673,-1.2899,-1.6321,0.1125,-0.8875,-0.4104,-2.1929,0.6061,3.4469,-0.2449,-1.9711,-4.4189,-1.474,-2.0629,-1.0568,-0.9649,-0.0616,-2.235,-1.8882
266,-0.563,-3.0832,-1.2851,-0.3858,-1.6808,0.0791,-2.6592,-0.0732,0.25,2.0878,-0.5217,-0.3525,-0.1806,-0.1924,-0.8945,-0.5582,-1.5504,-2.6623,-2.3228,-0.5315,0.6838,-0.1797,-1.073,-1.0924,0.1763,-0.1907,0.0941,0.2664,0.1779,0.1327,-0.9243,-1.6209,-0.1361,-0.4411,-5.0404,-2.3805,1.7018,-1.4866,-0.3261,0.5128,-3.0993,-1.9988,-1.4926,-0.3244,-0.6773,-0.3313,-2.279,-2.182
267,-0.7587,-2.8076,-4.5883,-0.4084,-2.1515,-0.181,-2.7012,3.8719,-0.361,2.3553,-1.5419,1.0082,0.5719,0.2597,-0.2767,-0.5259,-0.6742,-2.8587,-1.513,-1.1682,0.2107,0.0906,-2.0354,-1.626,0.0595,-0.7132,0.4336,0.4953,0.2789,0.2122,-1.0413,-1.5581,-0.1408,-0.404,-1.2812,-0.0933,1.1259,-1.8052,0.1177,0.4735,-4.1388,-2.7754,-1.9723,-0.9569,-1.8825,-0.4892,-1.1855,-1.8288
268,-0.836,-3.4012,-2.9235,-0.6894,-3.3263,-0.3089,-2.6467,-0.1983,0.1963,2.1531,-3.7318,-1.2352,-0.2073,-1.1815,0.6575,-0.473,0.0199,-1.7306,-1.4702,-0.9569,-0.1865,-0.1115,-0.0186,-2.7059,-0.216,-0.6754,0.1974,0.0861,-0.468,0.1758,-0.957,-2.8091,0.1206,-0.559,-5.0512,-1.6194,0.8752,-1.7328,-0.6421,-3.1443,-3.4412,-0.9232,-1.6554,-0.2663,-1.0684,-0.0954,-2.5126,-2.1164
269,-0.6368,-2.7649,-4.3439,-0.5712,-2.4123,-0.604,-3.2772,-0.348,5.5296,2.678,-2.1009,-2.9999,1.8916,-0.3481,0.5101,-0.3815,-0.8131,-3.2044,-1.9281,-0.959,-0.3842,-0.1627,-0.108,-1.8161,0.8118,0.1305,0.4234,0.0149,0.1121,-0.2102,-0.9971,-2.8814,-0.2253,-0.4261,-2.6188,1.0129,1.8217,-0.8288,-0.2056,-0.47,-3.9613,-1.0174,-1.6849,-0.7501,-1.0475,1.2277,-1.9626,-1.6649
270,-0.2593,-2.9637,-2.5778,-0.3759,-1.6283,-0.3081,-3.6389,0.8283,-0.5206,2.471,-3.9731,-1.4135,-0.6492,-0.6504,1.8734,-0.3629,-0.9335,-1.1579,-2.1025,-0.3051,-0.062,0.2881,0.1676,-0.827,-0.0313,0.0172,0.5605,0.7174,-0.0096,-0.0028,-1.1338,-7.3571,0.5357,-0.9026,-1.3708,-2.2315,2.1084,-1.8145,1.3609,-2.1907,-2.5184,-0.6098,-1.8385,-0.6978,-1.2686,-0.0738,-2.2522,-1.0788
271,-0.0372,-3.7971,-0.4344,-0.5167,-2.9351,-0.1502,-3.3358,-1.2624,-0.6144,2.7912,-3.3003,0.6179,-0.4021,-1.582,-0.2001,-0.5464,-0.4421,-2.6518,-1.3068,-1.1169,-0.4954,-0.2203,4.1221,-3.7205,-0.5291,-1.2349,0.2017,0.5873,0.2268,0.5552,-0.9906,-3.9339,-0.3922,1.8243,-0.1935,-2.3179,-0.7129,-2.498,-0.7149,-1.7669,-3.6654,-2.9022,-1.4351,-0.9111,5.2428,-1.1445,-2.3016,0.641
272,-0.4213,-3.2913,-4.8239,-0.3792,-1.2324,-0.6153,-3.0171,-3.2352,-0.1023,2.7455,5.2495,1.1059,6.7037,-1.565,-1.5761,-0.2695,-0.7278,-3.5773,-1.29,-0.9536,-1.113,0.0611,-2.3939,-2.6281,0.4707,-2.631,0.2215,-0.4356,-0.1596,0.0849,-1.4107,-2.7803,-0.0282,-0.6683,-2.2193,-1.7514,2.4462,-1.2911,-0.1819,-1.3222,-4.7366,-3.3939,-1.6648,-0.4288,-0.9808,-1.4177,-2.3457,-2.9659
273,-1.0101,-4.8736,-3.7606,0.8684,-2.9578,-0.5157,-3.1989,3.365,-0.0626,2.041,-3.4373,2.7295,2.3217,-0.5791,0.3124,-0.2953,4.6234,-1.8981,-2.2223,-1.407,-0.2103,0.2229,2.1116,-2.1274,-0.49,-0.429,0.2533,-0.0873,-0.0252,0.029,-1.2167,-1.6232,-0.0177,-1.2135,-0.3374,-0.8906,1.3854,-2.0873,-0.5785,-2.0015,-5.0059,-2.4609,-2.1853,-0.7518,-1.2762,-1.6826,-1.5603,-2.042
274,-0.5482,-3.1796,-1.7172,-0.3458,-2.517,-1.6785,-0.9659,2.0743,-0.1533,1.9383,-1.7446,-0.1535,0.1956,0.1148,-0.3138,-0.6821,1.6142,-2.4504,-2.2341,-0.4054,-0.7166,0.0398,0.2847,-1.6245,-0.5149,-0.2656,0.2077,-0.0981,-0.0447,-0.0086,-1.3432,-1.3925,-0.1208,-0.0597,-1.132,-1.5672,2.2515,-0.9867,-0.4543,-2.2324,-3.9597,-2.1237,-1.8708,-0.9718,1.027,-0.784,0.9888,-0.623
275,-0.2655,-2.7518,-5.1331,-0.3347,-3.0465,-0.109,-2.5938,0.0888,0.1011,2.2472,-1.1887,-1.6841,-0.0949,-0.4094,-0.5127,-0.0283,-1.2114,-2.4063,-2.4819,-0.1113,0.468,0.4798,-0.193,-2.0396,0.1744,-0.6307,-0.414,0.1719,0.3152,0.1364,-1.139,-3.3142,0.5122,-0.4753,-0.9337,-1.8803,0.509,-1.2656,1.621,-1.5638,-3.1478,-2.1266,-1.5179,-1.1719,-1.8045,-1.0854,-1.4596,-1.2257
276,-0.4341,-2.5302,-1.6901,-0.5445,-2.5848,0.1556,-1.0563,-0.9825,3.9408,1.9211,-2.5475,-1.6818,0.1557,-0.9785,-0.8485,-1.0843,-0.5478,-2.4279,-1.5356,-1.0044,2.8111,-0.3549,-0.5451,-2.3807,0.5566,-2.1068,0.2523,0.1639,0.132,0.3062,-1.0107,-2.3258,-0.3385,-0.6984,-6.9017,-2.3768,-0.7053,2.5123,-0.0579,-1.3859,-2.3557,-2.6523,-1.5013,-0.285,-1.9705,2.0291,-1.4628,0.2556
277,-0.523,-2.748,-4.5798,-0.4362,-2.203,-0.1523,-2.4026,-0.0345,0.8806,3.6061,-2.5915,-3.1369,-0.8712,-1.7963,0.1883,-0.4612,-1.6318,-3.0093,-1.7453,-1.103,-0.3333,-1.063,-1.9222,-3.0622,-0.5704,-1.9259,0.1089,-0.2674,-0.0404,-0.0529,-1.1289,-1.8208,0.0478,-0.8216,-1.3502,-1.5965,3.0238,-1.8064,-0.2379,-3.1744,-3.7081,-1.5245,-1.2617,-0.2338,-0.9486,-2.2366,-2.1521,-1.9615
278,-1.4061,-2.642,-3.6362,-0.5202,-1.6481,0.1681,-2.9153,-1.7998,-0.4689,3.8429,-1.4152,-2.5137,-0.6933,-1.2423,-0.2707,0.3984,-1.3243,-3.3701,-1.4276,-0.7045,-0.1733,-0.0022,-2.4659,-3.1682,-1.2911,-1.6704,-0.0824,-0.1319,-0.0003,-0.4121,-1.5776,-3.3197,0.1665,-0.4849,-3.3251,-1.8724,1.6623,-1.5656,-0.6616,-2.0501,-2.1576,-1.437,-2.2972,-0.5948,-1.1831,-0.6861,-2.2254,-1.8903
279,-0.6784,-2.8764,-3.0186,-0.2841,1.5856,-0.3655,-0.6402,-0.7811,-0.1541,3.8894,-2.4078,-0.6022,2.1446,-0.9795,-0.6529,-0.1854,-0.5228,-2.5622,-1.806,-0.4925,4.2694,0.2836,0.1393,-2.1088,0.013,3.0019,0.1495,-0.7178,0.2625,-0.3902,-1.3922,-2.3228,0.5122,-1.0821,-0.2833,-1.8643,0.3163,-1.2009,-0.1721,-2.7254,-3.3468,-2.1558,-1.7734,-0.4299,-0.7536,-1.3096,-1.7382,-1.5284
280,0.1626,-2.8855,-4.0628,-0.42,-2.4495,-0.0975,-3.6321,1.6329,-0.1613,3.9614,-2.0654,-1.3096,1.5787,-0.2105,-1.3234,-0.4869,-1.662,-2.4805,-2.0417,-1.378,-0.7851,-0.0257,-0.859,-1.2313,0.528,-1.4289,0.3105,0.3167,0.1323,0.3137,-1.2993,-1.2473,-0.1769,0.0147,-2.3824,-1.5114,3.2536,-1.5138,0.0667,-1.3618,-5.5954,-1.6878,-1.3076,-0.697,-2.2363,-1.2139,-1.27,-1.0064
281,-0.4775,-2.7527,-4.2852,-0.7117,-2.917,2.3926,-1.9933,2.2663,-0.041,3.7176,-2.0228,-0.3796,1.3145,-0.7096,-0.1331,-0.6172,-1.5345,-3.0319,-2.4144,0.4749,0.2916,-0.2389,-0.559,-3.0546,0.1499,-2.297,0.0278,-0.8285,-0.2833,0.098,-0.4289,-1.679,-0.1995,-0.1123,-4.3015,-1.4112,3.8003,-1.579,-0.2829,-2.07,-2.8231,-1.4901,-1.653,-0.5809,-1.3892,-0.654,-1.6894,0.9456
282,-0.5579,-2.7461,-0.3825,0.0733,-2.3996,-0.6798,-1.3129,-0.0155,-0.2777,3.7467,-1.8095,0.3608,1.9263,0.4527,-0.7166,1.1225,2.9495,-1.8301,-1.9082,1.4713,-0.3975,-0.4634,0.4089,-3.6496,-0.0946,0.9806,0.2871,-0.4201,0.1666,0.1524,-0.4995,-0.8992,0.0254,-0.1714,-1.0844,-2.0115,2.9746,-1.5577,-0.1033,-1.2288,-4.4747,-1.9091,-1.8207,-0.6262,-0.9124,-0.9548,1.3726,1.9186
283,-0.7816,-2.7902,-1.6454,-0.6361,-2.4694,-0.1772,-3.0433,-2.8287,-0.1351,4.0032,-3.0404,-1.9883,-0.1163,-0.8989,0.3822,-0.9067,4.3125,-3.2899,-1.589,-1.0732,-0.2945,-0.3195,0.2934,-1.6245,0.2678,-1.372,0.1767,-0.5518,0.132,-0.2602,-0.71,-1.104,-0.2698,0.2045,-0.3786,-2.1287,-0.3306,0.297,-0.1563,-2.0977,-2.8369,-2.2915,-1.6152,-0.6775,1.6805,-0.4012,-0.6242,-0.7999
284,-0.6753,-2.0846,-2.4446,-0.4396,-2.4329,0.4114,-1.6055,-1.6623,-0.4799,3.7151,-1.2231,-1.4758,5.0823,-0.9824,-1.1125,-0.096,1.0111,-2.4011,-2.4009,0.0331,-0.341,-0.8281,0.5543,-2.3496,-0.1422,-2.0804,0.2451,-0.2949,0.3238,0.2033,-0.8649,-2.2359,0.7424,-0.5293,-0.5897,-0.7845,-0.0293,-1.5011,-0.3942,-1.9301,-4.0994,-2.2673,-1.8238,-0.5923,-1.8455,0.1175,-1.2773,-1.6067
285,0.1719,-2.0382,-2.9659,-0.8635,-2.9439,-0.4859,-1.4875,-1.2484,0.249,4.0663,-2.6126,1.1584,-0.6524,0.2623,0.0434,-0.9593,1.8636,-1.2063,-1.4127,-0.4487,-0.518,-0.1283,-1.8243,-2.2844,-0.0372,-0.7965,-0.2883,-0.8331,0.047,0.0411,-1.1046,-0.9921,-0.6166,-0.4019,-2.6077,-1.6575,1.7253,-1.8134,0.1676,-1.5517,-5.0854,-2.7662,-1.6701,-1.039,-1.8469,-1.2563,-0.9008,-1.7769
286,-1.1138,-3.2944,-4.2752,-0.5786,-3.1122,-0.9212,-1.9172,2.0299,-0.2106,3.8625,-2.7207,-0.2403,-0.0499,0.1511,0.685,-0.6279,-0.9854,-2.632,-1.706,-1.4066,0.4166,-0.3885,2.7279,-2.5317,0.6455,-1.8628,0.1251,0.1381,-0.6358,0.3636,-1.3079,-1.7008,0.3246,-0.2167,-0.4853,-2.3388,0.4909,-0.7889,-0.3161,-1.8554,-4.6079,-2.0349,-1.919,-0.9247,-1.2494,-1.1177,0.3448,0.0735
287,-0.5429,-2.9067,-3.3023,-0.6472,-2.6279,0.2898,-1.9557,0.2843,0.3894,0.3483,-2.6713,-1.1685,-0.1646,-1.3855,0.5021,-0.7386,-2.9567,-3.8421,-2.3413,-1.1898,-0.293,-0.3584,-1.1199,-2.3299,0.1895,-1.6582,0.1122,-0.0119,-0.2118,-0.1926,-1.1462,-3.3851,0.5456,-0.3019,-1.9376,-2.462,0.9426,2.0133,-0.2895,-1.7496,-4.8576,-0.9361,-1.4723,-0.5103,-0.7069,-1.6149,-1.4974,-1.4617
288,-0.8188,-2.6384,-4.6457,-0.676,-2.3839,-0.2208,-2.8063,-1.0137,1.1149,0.5288,-1.6154,-2.6678,-0.2955,-1.3203,-0.6881,-0.4384,-1.5912,-2.6639,-1.999,0.5662,-0.8837,0.281,-1.1311,-1.2329,0.096,-2.4216,0.1073,-1.8052,-0.1454,-0.1575,-1.3004,-2.8497,0.27,-0.6541,-0.9022,-2.4894,3.7558,2.6021,0.4466,-1.844,-2.5773,-1.3764,-1.7053,-0.7423,-1.5811,-0.1206,-1.5064,-1.9708
289,-0.2713,-2.8829,-2.4815,-0.3121,-1.1178,-0.3873,-0.7157,2.0083,0.8061,0.6971,-2.5698,2.649,0.822,-0.7904,1.1656,-0.6091,2.039,4.1672,-2.2307,-0.4419,3.0462,-0.4328,0.7289,-3.7235,-0.4113,-0.4733,0.2632,0.3564,0.2946,0.1443,-1.1819,-1.2533,0.0524,-0.3139,-2.8884,-2.4885,-0.4447,-0.5141,-0.304,-0.7649,-3.8393,-1.9667,-1.9121,-0.829,-1.152,-1.3842,-1.6091,-2.5807
290,-0.6594,-2.5892,-2.1241,-0.4578,-2.2991,-0.2075,-2.2127,1.3577,-0.0815,0.4324,-2.1534,0.5349,1.0819,-0.0877,-0.1499,-0.2827,0.327,-2.5152,-1.2096,-0.221,0.2902,-0.0708,1.594,-2.2711,-0.156,-1.2557,0.3027,0.269,-0.2603,0.057,-1.3779,-1.5597,-0.853,-0.8236,-2.1083,-1.9376,1.8404,-1.5657,0.0409,-1.8694,-4.0288,-1.3942,-1.751,-0.8155,-2.0257,-0.1707,-1.5954,-1.3954
291,-0.3259,-2.9612,-0.7689,-0.4138,-1.6296,0.1405,-0.0461,3.3324,0.0091,2.3796,-2.1281,-2.5961,0.9174,-1.3465,-0.246,-0.381,-1.2621,-2.8877,-1.875,-1.645,0.6477,0.0783,1.0415,-3.0246,0.3856,-0.5979,0.0017,0.4265,0.5742,-0.2003,-1.2787,-2.3282,-0.2305,-0.6932,0.0844,-2.1628,0.3884,4.1593,-0.1598,-2.5173,-3.2398,-1.4686,-1.5349,-1.1592,-0.96,0.6097,-2.8491,-1.7137
292,-0.7462,-3.3438,-3.0833,-0.6892,-2.442,0.2618,-2.3154,-4.4628,-0.1714,2.4642,-3.3647,-0.9933,-0.5387,-0.9906,-0.5139,-0.5091,-0.9831,-3.3497,-1.4278,-1.2802,-0.4881,0.0501,1.0499,-1.2664,-0.3742,-1.6455,0.2232,-0.236,-0.0003,-0.1357,-1.4818,-3.0758,-0.5419,-0.5514,-0.8641,-2.4237,0.109,0.1305,-0.2873,-1.6122,-5.1305,-1.623,-2.0011,-0.4256,0.77,-1.7203,-1.6839,-2.2534
293,-0.8794,-3.148,-4.4521,-0.3626,-2.4802,-0.5493,-0.8216,-0.0302,0.0058,3.6651,-1.2723,-2.3903,-0.8208,-0.3812,-0.6547,-0.3757,0.1274,-3.8112,-1.9179,-0.1937,-0.7459,0.3407,-1.3717,-2.2744,0.3776,-0.8771,0.4067,0.1443,-0.0579,0.0564,-1.0406,-3.2128,0.364,-0.3076,-1.4265,-2.1852,1.8956,-1.7605,0.016,-1.377,-2.1465,-2.1681,-1.4486,-0.2751,-1.7072,-1.7966,-0.3443,-1.9853
