,A1E959,O14788,O60542,O60635,O95256,O95379,O95750,O95994,P01583,P05231,P06850,P08833,P09466,P14136,P14780,P15336,P16860,P19429,P19801,P21246,P30838,P34998,P36222,P43629,P51531,P55259,P58546,P60568,P68106,Q04759,Q12968,Q13231,Q15067,Q16552,Q29980_Q29983,Q5JZY3,Q8IU54,Q8IW75,Q8N2G4,Q8TDL5,Q8WTU2,Q92832,Q96JP9,Q9NRD8,Q9P0M4,Q9Y265,Q9Y5K2,Q9Y653
94,-0.364,-2.7436,-3.9648,-0.3706,-0.7871,-0.465,-1.1185,-0.1324,-0.3068,3.5823,-2.2688,-0.3576,0.0405,0.6278,-1.0956,-0.4605,-0.5057,-4.5936,-1.8297,-0.1256,0.0271,-0.9249,1.1391,-2.6946,-0.0473,-0.3596,0.2044,0.2188,0.1998,0.0681,-1.2499,-1.727,-0.858,-0.2641,-1.938,-2.0194,0.8269,-1.8111,-0.2898,-0.695,-3.5742,-3.2076,-1.7543,-0.8929,0.4292,-0.5983,-0.1274,-0.7076
95,-0.4445,-2.9109,-2.4787,-0.287,-1.2134,-0.1636,-2.9802,-1.2581,1.7318,1.6496,-1.8971,-5.2188,-0.5278,-1.1401,-0.152,-0.2264,-0.8896,-2.2265,-2.0738,0.4875,-1.0958,-0.056,-0.8152,-1.3954,0.298,-0.9488,0.3355,-0.3808,0.3941,-0.0415,-1.2699,-2.562,-0.1545,-0.6277,-0.5009,-1.7109,1.8631,-1.731,-0.2599,-2.4044,-3.7237,-1.8878,-1.5006,-0.4834,-0.4389,0.735,-2.5007,-1.2862
96,-0.0648,-3.5597,-0.2726,0.1917,-1.5351,0.2543,-2.6019,1.6666,-0.1244,1.4245,-1.0769,-1.5295,0.0369,-0.6186,-0.1501,-0.4669,-0.3432,-2.7122,-1.8339,-0.4071,-0.2348,-0.1798,0.5055,-2.1488,0.6694,-1.1895,0.3921,0.568,-0.0098,0.0674,-1.3481,-1.7838,0.0409,-0.3496,-4.3884,-2.4001,3.1761,-1.7386,0.5664,-1.4873,-4.769,-1.7421,-1.6475,-0.3715,-0.5904,-0.3587,-1.6086,-1.8982
97,-1.2212,-2.5899,-2.043,-0.3884,-3.1305,0.1041,-2.794,-0.3059,0.7504,1.9918,-1.5497,1.1031,0.0563,0.2371,-0.2705,-0.7038,4.6643,2.013,-0.2694,-0.8812,-1.1276,-0.0759,-0.0798,-2.1592,-0.9113,0.0557,0.154,-0.5964,0.196,-0.3903,-1.762,-1.1544,-0.4795,-0.0133,-2.7513,-1.8479,1.463,-0.8021,-0.0665,-1.3708,-3.2518,-3.4619,-1.8296,-0.5884,0.6014,-1.1858,-0.0215,-1.6619
98,-0.7862,-1.8072,-3.6609,-0.576,-2.6188,-1.0751,-2.3676,2.3397,-0.2733,1.8439,-3.7275,-1.3299,2.9376,-1.3902,-0.3015,-0.5229,-1.9939,-3.4108,-0.9853,-1.772,-1.0025,-0.6055,-1.7737,-2.0528,-0.2867,-2.3166,0.2491,-0.312,-0.0164,-0.1458,-1.5345,-1.7912,-0.9115,-0.6607,-2.7833,-2.5845,2.9519,-1.9945,-0.3063,-1.6554,-0.9641,-2.0924,-2.0879,-0.6752,-1.4588,0.726,-2.3601,-2.0069
99,-0.8852,-3.1792,-4.3396,-0.346,-3.1924,0.2151,-0.904,0.6648,-0.0655,5.6161,-2.4825,1.4413,0.4723,-0.5134,-0.579,-0.3436,2.8321,-2.7855,-2.1995,-0.1017,-0.2854,-0.5714,0.7525,-0.7725,0.0779,-1.3916,0.1782,0.1576,0.4102,-0.135,-1.3466,-0.0889,0.0223,-0.0565,-2.432,-2.1695,-0.5791,-0.9847,-0.1951,-0.3914,-4.8006,-2.6445,-1.6566,-0.6813,-0.512,-1.9178,0.886,-1.7349
100,-0.3542,-3.425,-3.4743,-0.6044,-0.1627,-0.1875,-3.6646,-1.6921,0.9314,5.6983,-2.5176,-1.9633,-0.8043,-1.142,-0.3533,-0.6685,-1.3122,-4.0833,-1.2984,-1.0252,-0.743,-0.0695,-1.7076,-2.7623,-0.1165,-2.2701,-0.0134,0.0655,0.856,0.5301,-0.8556,-2.3332,-0.1238,-0.6137,-0.8529,-1.8303,0.7979,-1.5151,4.0169,-2.7083,-3.4317,-2.0044,-1.4783,-0.8353,-2.1554,0.0032,-2.2757,-2.2859
101,-0.6713,-2.5052,-2.3678,0.0089,-2.8595,-0.216,-2.7392,-1.9138,-0.021,5.7998,-2.0239,-1.0756,-0.7197,-0.9724,-0.8413,-0.332,-0.8558,-2.7957,-2.2691,-1.8652,-1.5202,-0.4999,-1.447,-2.0595,-0.0216,-1.3697,0.1394,0.4071,-0.1826,-0.0853,-0.9596,-2.0559,-0.1663,-0.667,-5.4134,-1.1914,1.2858,-2.4486,-0.1814,-1.7582,-2.5393,-1.2282,-1.675,-1.1908,-2.3054,-1.7437,-1.4652,0.3621
102,-0.4728,-2.459,-3.6496,-0.5795,1.798,-0.402,0.3013,3.0581,0.1027,5.7791,-2.3827,-0.2303,1.6767,0.0474,-0.8069,-0.5773,1.2579,-3.3542,-2.8612,-0.7703,0.5194,0.004,0.1201,-1.6855,-1.2338,1.7113,0.1826,0.1069,-0.0887,-0.3526,-1.5618,0.3823,-0.2075,-0.4097,-0.3903,-1.1445,0.21,5.6167,-0.2031,-0.8489,-4.4236,-2.7962,-1.4114,-0.7256,0.8313,-1.1924,1.6556,-1.3527
103,-0.6047,-3.804,-3.9787,-0.19,-0.9288,0.0872,-3.2189,-0.7952,-0.0359,3.2733,-0.603,-2.814,-0.9226,-1.193,-0.2366,-0.0008,-2.3906,-3.3983,-2.5197,-1.0604,-0.5014,0.1295,-1.6284,-0.9425,-0.1056,-0.3853,0.3442,-0.3947,0.0884,0.3176,-1.2417,-1.5067,0.0117,-0.8987,-1.8868,-1.8171,0.9523,-2.8365,-0.0891,-1.8469,-2.8207,-0.9028,-1.5684,-0.3746,-2.2072,-0.8534,-2.5435,-1.9461
104,-0.9283,-3.3816,-0.776,-0.6829,-1.7209,0.2759,-3.3421,-2.0888,-0.5908,2.6638,-2.9844,-1.4177,-0.5129,-1.2052,0.1372,-0.7721,-0.3277,-2.617,-1.8951,-0.875,-0.3126,-0.5442,0.189,-2.7459,-0.1907,-2.4762,-0.2001,0.2586,0.2849,0.2852,-1.1173,-0.0075,-0.0322,-0.72,-0.3753,-1.8864,-0.6778,-1.3115,1.0598,-2.3603,-0.8003,-2.486,-1.9053,-0.7879,0.7769,-1.8462,-1.6825,-0.8245
105,-0.467,-3.1694,-0.0262,1.2687,-2.4924,0.2746,-0.3391,4.8488,0.1788,2.7648,-3.1906,2.0013,1.5098,-0.8051,0.1537,0.2767,-0.5251,-1.717,-1.9106,0.1278,1.5239,-0.2151,3.2699,-1.9576,0.0666,3.1662,0.6293,-0.0029,-0.2436,0.196,-1.2367,-0.5574,-0.4471,-0.4721,-1.5353,-1.8644,3.6979,-1.6243,-0.3279,-3.0564,-3.899,-3.2126,-1.5759,-0.7936,-0.2815,0.1383,-0.2303,1.4189
106,-0.4327,-3.0634,-2.3759,-0.8096,-2.8925,0.2195,-1.0143,-2.1565,-0.2692,2.882,-3.1156,1.9083,0.0136,-0.2829,1.0533,-0.196,-0.2101,-3.3083,-1.4575,-1.5822,0.2144,-0.3918,0.8408,-3.0317,0.0296,-2.2311,-0.296,0.4434,0.4426,0.4068,-1.4635,-2.9687,0.4517,-0.4183,-1.761,-2.0878,1.118,0.2974,-0.4087,-3.2383,-5.3237,-2.7208,-2.3048,-0.8348,-0.5876,-0.8986,-2.0428,-1.4822
107,-0.9411,-3.3631,-2.2438,0.309,2.1763,0.1273,-1.5583,1.3455,-0.2593,2.8841,-2.353,-1.6704,0.0645,-1.9735,-1.7048,-0.0894,-0.3392,-2.9514,-2.2556,-1.0989,0.0147,-0.0706,0.0981,-1.8215,0.3144,-0.2163,-0.2333,-0.403,0.2165,0.2936,-1.6431,-2.9902,-0.2745,-0.25,-4.2083,-2.158,0.3184,-1.9523,2.5897,-0.9658,-3.9576,-1.8923,-1.9455,-0.7173,-1.7325,1.0303,-2.2127,0.0998
108,-0.3771,-3.2998,-2.4239,-0.2616,-2.0765,-0.0779,-2.5355,-0.2461,-0.1284,-1.972,-3.4917,-3.8141,-0.4003,-1.3388,-0.4016,0.4234,-1.2685,-3.0386,-2.0814,-0.7061,-0.9858,0.0722,-1.7044,-0.6902,0.1748,-2.1744,0.494,0.1771,-0.3934,0.4319,-0.5773,-1.8392,-0.9156,-0.3141,-1.6901,-1.6589,1.9798,-0.9399,-0.1563,-2.5679,-3.8523,-0.7229,-1.4408,0.1765,-1.0932,-1.042,-1.4444,-1.7773
109,-0.5776,-2.9002,-4.648,-0.5937,-1.7838,-0.4124,-0.3953,2.5238,0.017,-1.9016,-4.2346,0.9418,0.2628,0.3344,0.7844,0.083,7.0623,-1.2448,-2.2125,0.2263,-0.2465,-0.4487,2.2421,1.4792,0.8512,0.7363,0.3407,-0.0725,-0.3154,2.7155,-1.1767,-0.3898,-0.0671,-0.8456,-1.9744,-1.3838,0.8318,-0.9455,-0.0566,0.1663,-3.5487,-4.3068,-1.5662,-0.9251,-0.5652,0.8725,1.4628,-1.1602
110,-0.0305,-2.6438,-1.2145,-0.5728,-2.3598,0.5094,-0.1126,1.6529,-0.4944,-2.0055,-2.511,2.4703,0.4406,-0.8892,0.1489,-0.4251,-0.5968,-3.3259,-1.8409,0.0316,0.9883,0.0221,3.1727,-2.2119,0.1621,0.1505,-0.1381,0.4492,0.0671,-0.6912,-1.1942,-0.4638,-0.3181,-0.6935,0.1061,-2.0069,1.6992,-1.6742,-0.5799,-0.7015,-0.6236,-1.8892,-1.3985,-1.0728,0.7413,-1.8842,0.6767,1.5435
111,-0.5304,-2.6625,-1.7349,-0.2011,-2.6915,0.2721,-2.2525,3.1741,-0.415,-2.0116,-1.8194,2.4494,0.4691,0.1782,-0.2881,0.2299,-0.8919,-0.4383,-2.4259,1.6874,2.3723,-0.0871,0.4668,-2.1319,-0.1802,-1.3252,0.2529,0.3201,-0.2517,0.0937,-1.4878,-1.5138,-0.3951,-0.2556,-2.2667,-1.5602,4.3083,-1.0353,-0.1875,-1.9108,-3.6263,-2.711,-1.2994,-0.2952,0.7208,-0.0337,-1.0656,-1.082
112,-0.3025,-3.4206,-1.9788,-0.6987,1.5902,-0.7438,-2.4949,-1.287,1.0708,4.0598,5.3785,3.1664,6.8909,-0.9811,-1.3354,1.3255,-2.1418,-3.2452,-0.527,-0.8061,-0.4855,-0.0684,-1.6468,-1.2413,-0.2299,-1.8266,0.3417,-0.2582,0.252,-0.0492,-0.8216,-2.6347,-0.6167,-0.5443,-1.5564,-1.8846,2.7637,-1.732,-0.4713,-0.8248,-5.7375,-2.8749,-2.2119,0.9221,-1.0618,0.8811,-1.4533,-1.9367
113,-0.6048,-2.4311,-3.4757,-0.261,-2.5668,-0.1129,-3.8956,-0.9982,0.0399,4.0086,-3.6781,-2.7802,0.3785,-1.3178,0.7281,-0.8471,-1.196,-3.0285,-2.0072,-2.3084,-0.6462,0.0965,-2.2878,-1.8451,0.2509,-1.9069,-0.0346,0.1205,0.4288,-0.077,-1.2431,-4.0313,-0.385,-0.3092,-2.6797,-2.2099,-0.9235,0.1611,-0.6676,-2.1771,-4.5158,-2.1606,-1.737,-0.935,-2.4447,-0.1494,-3.0097,-2.9843
114,-0.373,-2.7936,-2.6522,-0.4026,-0.8037,-0.2159,-1.4973,-0.6657,-0.1973,4.1942,-2.9619,-0.7348,1.6846,-0.2221,-0.4265,-0.4567,1.594,-2.8198,-2.4629,-1.1666,-0.5333,1.5367,1.3122,-3.0437,0.2862,1.1963,0.224,-0.3916,0.5853,-0.451,-0.2434,-1.6422,0.6335,-0.2629,-0.6865,-2.6523,-0.9624,-1.6876,-0.23,-3.4166,-4.3221,-2.0733,-1.7877,-0.5274,-1.7065,-0.2242,1.0322,-1.2682
115,-0.8119,-2.5225,-4.3831,-0.3949,-2.505,-0.4169,-0.5996,-1.5555,-0.6035,4.1342,-2.9767,-2.0668,0.0982,-0.8188,-0.4615,-0.7629,-0.7632,-2.9055,-1.8409,-1.1939,1.4706,0.1614,-0.4808,-1.347,0.1944,0.9908,0.4472,-0.0724,0.1007,0.3667,-0.6857,0.2417,-0.1486,-0.1927,-0.4965,-1.9987,-0.471,-0.7766,-0.3967,-1.1949,0.781,-2.5585,-1.5767,-0.8538,-1.8553,0.5508,-1.6034,-1.8654
116,-0.6351,-2.6658,-3.8268,-0.802,-2.6412,-0.1154,-3.1889,-0.3283,0.4758,2.3551,-3.7172,1.0539,-0.3394,-1.5418,1.2318,-0.6235,-1.1226,-3.1298,-1.8784,-1.6383,-0.4353,-0.3461,1.4253,-2.3911,-1.3843,-1.9931,-0.1167,0.6272,0.329,0.2928,-1.1494,-2.061,0.8431,0.476,-2.0043,-1.7186,-0.4762,1.2478,-0.541,-2.5564,-1.4316,-2.51,-2.0263,-0.7703,0.5255,-1.5356,-1.8621,-2.1145
117,-0.9258,-2.7689,-3.9114,-0.0731,0.2918,0.8234,-2.0932,2.7969,-0.3444,2.7831,-3.31,2.8758,1.2191,0.1983,-0.2662,0.2995,0.9758,-2.6624,-2.0388,0.1317,-0.5983,0.4939,2.6472,-1.5086,0.6418,-1.0554,0.2599,-0.3985,0.4231,-0.489,-1.2747,-2.3837,-0.0143,-0.9056,0.2022,-1.6063,2.9541,-2.174,0.049,0.7715,-4.2515,-2.7808,-1.7838,-0.1325,-0.7978,-1.0851,-0.9179,-0.8081
118,0.0179,-2.2127,-2.8563,-0.2905,1.0076,0.6197,-1.8076,1.304,-0.4578,2.6795,-2.4497,-2.5039,1.0702,-1.3529,0.0274,-0.1025,-1.38,-2.745,-1.7928,-0.3392,-1.0594,-0.1665,1.2734,-3.2234,0.1941,-1.1114,0.3514,-0.1454,0.3516,0.9952,-0.4084,-3.0535,-0.9189,-0.189,-1.2707,-1.9291,1.7113,-0.7854,0.1074,-2.1892,-0.9038,-1.9928,-1.6707,1.1932,-0.7296,2.1959,-3.0588,-2.3782
119,-1.1108,-3.4554,-1.9731,-0.452,-2.384,0.2883,-3.6858,0.9909,-0.4788,2.7676,-2.9527,0.7084,0.4194,-2.0707,1.0538,-0.3071,-0.7609,-2.8607,-1.8952,-1.1239,-0.3781,0.0501,2.0574,-2.7218,1.3015,-0.5601,0.0035,-0.6982,-0.491,-0.1453,-1.6058,-1.8194,0.2649,-0.8257,-1.7237,-2.3438,1.039,-2.6982,-0.6039,-2.4188,-4.2735,-1.8841,-1.4665,-0.8225,-2.9989,0.3356,-2.0624,-0.3071
120,-0.479,-3.1015,-4.1197,-0.631,-0.3515,-0.2604,-3.4966,-2.359,0.5066,0.5432,-1.8996,-4.8377,0.5426,-1.357,0.3931,-0.5694,-2.3743,-2.8331,-1.9338,-0.6388,-0.0656,-0.1291,-1.4387,-1.5431,0.3477,-2.6035,-0.0909,-0.5106,-0.0114,-0.243,-1.304,-1.3717,0.2176,-0.4379,-3.8567,-2.3415,3.0453,-1.6466,-0.2332,-3.5499,-3.5279,-1.783,-1.833,-1.1646,-0.4172,-1.4817,-2.7984,-2.9649
121,-0.2163,-3.2596,-5.2015,0.5063,-2.9891,0.0134,-0.9112,3.2001,0.8629,1.315,-2.7567,0.9943,1.1169,-0.696,0.1462,-0.6911,2.0961,-1.5293,-1.8561,-0.6284,-0.422,-0.1875,2.5276,-1.8372,0.2923,0.2997,0.2142,-0.5443,0.6427,2.5604,-0.8558,-2.7906,0.7065,-0.8148,-1.3991,-1.7625,1.1068,-1.4581,0.5263,-1.7986,-5.7756,-0.7615,-1.5155,-0.929,-1.2921,0.854,-0.9592,-1.3614
122,-0.8695,-2.6698,-3.2248,-0.6531,-3.0054,0.3772,-1.7752,-2.1058,-0.0624,1.1617,-2.8567,0.1493,-0.8609,0.7344,-0.4755,-0.3068,1.9062,-3.4854,-1.881,-0.539,-0.144,-0.6643,1.0046,-2.3107,-0.0097,-0.9222,-0.352,-0.2079,-0.1195,0.0181,-0.9084,-0.7767,0.1158,-0.7729,0.2936,-1.4959,2.3468,4.5345,-0.3024,-1.2126,-4.935,-1.9916,-2.0461,-1.443,-1.3394,-1.174,0.9376,-1.2085
123,-0.6379,-2.8703,-2.3939,-0.6037,-2.8004,-0.4531,-3.3001,-3.3643,0.0199,1.0063,-2.8285,-3.6931,0.638,-1.293,0.0876,-0.5409,-1.7695,-4.0857,-2.0842,-2.5223,-0.0304,-0.1188,-1.7852,-3.1939,-0.4721,-1.0638,0.3644,0.2723,-0.1416,-0.0953,-1.4846,-1.7275,-0.3038,-0.4928,-2.5971,-1.5786,0.4112,-1.4983,-0.4927,-2.7506,1.1559,-1.5366,-1.475,-1.237,-1.658,1.0032,-2.6705,-1.8712
124,-1.5019,-2.5717,-2.1174,-0.6718,-1.5291,-0.5741,-3.8109,-0.2702,-0.0768,2.5687,-2.9432,-4.0849,-0.9243,-2.0069,0.5551,-0.1458,-2.2779,-2.9739,-2.4561,-1.3955,-0.3289,-0.498,-1.5819,-3.0632,0.0068,-2.8065,0.3276,0.5716,0.0844,-0.3997,-1.0806,-2.4115,-0.0499,-0.6588,-1.8814,-2.4266,0.3378,-1.8505,-0.4296,-1.9529,-2.6345,-2.516,-1.7019,-0.6962,-1.2323,-0.0303,-2.9572,-2.5156
125,-0.491,-2.9831,-2.7771,-0.3344,0.9426,0.1916,-3.2177,1.2336,-0.1002,2.2395,-1.8215,-2.869,-0.6363,-1.391,-0.215,0.0452,-1.8578,-3.3808,-2.534,-0.3477,0.4378,-0.4134,1.787,-2.5833,0.4327,-2.7558,0.0045,-0.0741,0.4157,0.3945,-1.1412,-3.2214,0.528,-0.7707,0.0206,-0.014,2.6453,-1.9773,-0.3209,-0.9488,-3.9321,-1.5098,-1.6036,-1.2142,-2.0573,0.2745,-2.6741,-2.8773
126,-0.4545,-2.5335,-1.4639,-0.4279,0.0623,-0.4592,-0.826,-0.0692,-0.4995,2.5908,-2.0945,-3.1279,-0.9624,-1.5292,-1.5588,-0.8459,-0.6295,-3.2048,-1.5833,-0.9946,-0.6648,0.0049,-2.1678,-1.9377,0.2445,-1.8022,-0.1827,-0.0167,-0.0056,0.2025,-1.1888,-1.9432,0.1197,-0.7599,-2.9844,-2.0509,1.7629,-2.0322,0.5332,-1.9864,-3.0345,-1.7894,-1.7315,-0.58,-1.8112,-1.626,-2.8273,-2.5561
127,0.2595,-3.354,-1.2897,-0.7475,-2.4583,0.2739,-2.678,-0.4211,0.0556,2.5755,-3.3252,0.2444,0.5598,0.8782,-1.0311,-0.491,5.1946,-2.3509,-2.5616,-0.696,0.0849,0.0958,2.1065,-2.0963,0.4624,-1.1547,0.1177,0.2416,0.5344,0.8144,-1.1763,-0.8566,0.0486,0.2602,-0.9928,-2.3672,0.5513,-1.7273,0.0066,-1.3815,-4.3494,-3.1441,-1.4918,-1.1943,1.7847,-0.8645,2.5153,0.6602
128,-0.3867,-2.7552,-4.0774,-0.5718,-1.9661,-0.3226,-4.2361,-0.1486,-0.2511,0.2514,-2.4963,-1.5256,-0.5184,-0.7694,-0.3799,0.7888,-0.601,-2.6211,-0.2744,0.0161,0.0041,-0.7619,0.1153,-2.6354,0.1714,0.253,0.2013,-0.8777,0.5511,0.1426,-0.9643,-2.8104,0.5286,-0.7771,1.0223,-1.8,1.8719,-1.0025,0.3712,-2.1159,-3.5782,-1.0693,-1.1907,-0.8655,-0.6618,-1.4689,-2.4514,-0.808
129,-0.3201,-2.8751,-3.6483,-0.6773,-2.1301,0.0683,-1.3459,0.113,0.0321,-0.6509,-2.3964,-2.7641,0.815,-1.2764,1.352,0.3522,-0.5258,-3.1788,-1.9194,-1.6629,-0.6766,-0.9074,0.1938,-2.6484,0.1928,-0.6705,0.0321,0.4818,-0.0449,-0.1521,-1.4472,-2.4999,0.0056,-0.685,-5.127,-1.2174,0.2664,-1.0587,-0.1328,-2.1612,-2.3104,-1.5419,-1.8613,-0.9499,-1.4687,-1.4126,-2.0454,-0.4982
130,-0.9183,-2.2383,-4.1818,-0.3009,-1.9682,0.3575,-1.8877,-2.8554,-0.0237,0.194,-2.5973,-5.0606,-0.1163,-1.3452,-0.9307,-0.4656,-0.0847,-2.1159,-1.9931,-0.2931,0.6739,0.2656,-1.5575,-1.8916,0.2154,-2.2929,0.2571,0.7407,0.4,0.3312,-1.467,-5.6021,0.1254,-0.697,-5.7831,-2.0297,-0.5392,-1.5209,-0.1363,-1.8342,-4.2406,-2.3318,-2.0046,-0.705,-1.5801,-1.7243,-2.0899,-2.4524
131,-0.9814,-3.4965,-0.4457,-0.4223,-1.7092,0.0666,-3.8368,-1.451,-0.0449,0.2684,-2.4716,-2.9568,2.2428,-1.4335,-0.3459,-0.5715,2.4449,-2.6711,-2.0025,-1.0451,-0.7401,-0.234,1.367,-3.543,0.2539,-0.0561,0.4648,-0.6731,0.2892,0.3032,-0.4854,-1.365,0.1766,-0.7521,-1.559,-2.4945,-0.2022,-0.666,2.0097,-2.3256,-5.1205,-3.3747,-1.9564,-0.7994,-2.0675,-1.1747,-1.6947,-1.8188
132,-0.5329,-3.0098,-1.9899,1.3777,-2.7533,-0.034,-1.3955,-2.7539,-0.1189,3.3557,-2.754,-0.1787,1.055,-1.0982,-0.008,-0.3002,3.2858,-2.0856,-2.0927,-1.4424,-0.873,-0.5879,-1.1198,-2.2816,-0.0362,-0.1522,0.4566,-0.269,0.1101,-0.0175,-1.5135,-1.0526,0.2022,-0.4352,-1.8458,-2.202,-0.2448,-1.4514,0.0008,-1.61,-4.8705,-1.6845,-1.3996,-0.9121,-0.8471,-0.7298,-0.9992,-2.1033
133,0.6384,-2.6796,-3.7812,-0.638,-2.097,-0.7738,-1.9474,0.1899,-0.281,3.4023,-1.8299,-2.5132,0.3613,-0.2939,0.3137,0.0834,-1.7582,-2.9284,-2.1999,-0.5106,0.5755,-1.0825,-2.5832,-2.4463,0.475,-1.0321,-0.0656,-0.1822,0.4592,-0.5294,-1.3678,-0.4745,0.2792,-0.6383,-4.7727,-1.6487,0.1207,-2.0528,0.955,-1.4883,-2.9754,-2.0083,-1.6601,-0.0195,-0.5944,-0.7351,-0.6628,-2.7871
134,0.4202,-3.0402,-3.2589,-0.5973,-2.9042,-0.5274,-1.5609,-0.2105,0.5333,3.3874,-3.129,-1.1896,1.8255,-0.5056,0.2343,0.0055,-0.5173,-2.2633,-2.0905,-0.6812,-0.217,-0.1209,-0.3691,-1.5664,0.0546,2.7287,0.1165,0.1632,-0.136,-0.0322,-0.9492,-1.9743,-0.1118,-0.148,-1.4937,-1.1637,1.222,-1.7503,-0.3332,-0.0011,-5.1592,-1.0245,-1.6202,-0.4597,-0.0148,2.9894,-0.9764,-1.5997
135,-0.2756,-3.0768,-3.5783,-0.6634,2.0526,0.116,-0.7616,-1.7583,-0.3513,3.7499,-3.3009,-4.5541,0.1097,-1.4407,-0.1837,-0.6175,-0.9322,-2.7803,-2.1914,-0.8426,-0.3621,0.0333,-1.8934,-1.5691,0.26,-1.679,0.043,0.4239,0.7467,0.4466,-0.8961,-1.9671,0.416,-0.7552,-1.4433,-2.1671,1.4145,2.947,-0.4155,-2.6333,-1.0054,-1.4629,-1.6563,-0.8556,-1.8398,-0.7351,-2.0626,-1.9098
136,-0.3185,-2.9816,-0.6776,-0.7351,-3.1591,-1.5696,-1.4415,-0.0045,-0.0454,4.3378,-3.0946,2.2402,0.2815,-1.0969,0.8472,-0.5058,7.1361,0.3258,-2.254,-1.4209,0.4798,-0.5899,1.0187,-1.833,0.2396,-0.7866,-0.0398,0.1555,0.0167,-0.5966,-1.2387,-0.917,0.2497,-0.5455,-1.6901,-2.02,2.3162,-1.6444,-0.3304,-0.2266,-2.1295,-4.5407,-1.213,-1.2006,-0.2111,-1.9477,0.6193,-1.9713
137,-0.4665,-2.7668,-3.5078,-0.3111,-2.3863,-0.7104,-1.4773,-0.6303,-0.183,4.3626,-0.6228,1.9162,0.6906,-0.8962,-0.4603,-0.4732,-0.9194,-3.3687,-1.994,-0.6201,-0.3827,-0.2868,-1.5353,-0.6932,0.2321,-0.6957,0.1052,0.2947,-0.0628,-0.156,-1.0862,-1.4502,-0.6763,-0.8228,-0.8947,-1.5218,2.4114,-1.861,-0.0099,-1.065,-5.1197,-2.4002,-1.3771,-0.8747,-2.3952,-0.4624,-1.2511,-1.5628
138,-0.5896,-2.7705,-1.4363,1.5248,-1.7948,-0.4505,-2.5734,1.8731,0.6313,4.3859,-2.6832,-2.0555,1.2271,-0.8531,0.4665,-0.5942,-1.4522,-3.0353,-1.974,-2.0855,-0.6993,-0.5948,-0.3807,-2.6888,-0.7571,-1.1048,0.0543,0.3088,0.3292,0.2081,-1.5209,-7.7828,0.1497,-0.7717,-4.4896,-1.9389,0.1869,2.161,0.6446,-2.0621,-4.1926,-1.486,-1.3161,-0.1712,-0.5944,2.1481,-1.9125,-1.9828
139,-0.5119,-3.327,-4.7427,-0.304,-0.7983,-0.5476,-1.3446,-1.9153,0.0253,4.4128,-3.2199,3.1635,3.94,-0.2042,0.9401,1.5793,0.2469,-3.5672,-0.7427,2.0202,0.013,-0.0585,2.432,-2.6272,-0.1416,-1.3526,0.2001,-0.0096,0.2001,-0.0913,-1.0753,-2.2003,0.1373,-0.7585,0.6133,-1.9363,1.546,-1.504,-0.0861,-1.0993,-4.862,-1.8718,-1.551,-0.7489,-0.5187,0.0066,0.793,-0.9276
140,-0.5073,-3.0192,-2.8207,-0.4917,-0.5146,0.2541,-3.1329,2.6449,-0.628,3.7828,-2.4062,-2.3791,0.6765,0.7798,0.0474,-0.1497,-1.2762,-3.7632,-1.8741,-1.4459,-0.1144,-0.0355,1.0376,-1.4196,-0.503,-0.1863,0.2135,-0.4574,0.0893,-0.1698,-1.4544,-3.2074,0.166,-1.1025,-1.4676,-1.5673,2.4081,-1.6061,-0.1288,-2.1604,-3.703,-0.813,-1.8392,-0.3505,-1.2544,-0.4972,-2.3804,0.2433
141,-0.2617,-3.4729,-4.7394,-0.2129,-2.645,-0.355,-2.3805,-0.3374,0.0882,3.8351,-1.8866,-2.925,0.7802,-1.1215,-0.1355,0.2583,-1.3806,-3.5394,-1.8261,-0.8402,-1.0184,-0.1005,0.1005,-1.6718,0.2773,-1.3883,0.2818,0.1271,-0.3423,0.0403,-1.2337,-3.1077,-0.004,-0.4158,-3.3077,-2.2839,2.7674,1.9843,-0.1691,-2.5833,-3.4104,-1.2563,-2.0542,-0.8308,-1.8653,-1.7645,-2.0548,1.2048
142,-0.6103,-2.7837,-5.0636,-0.3534,-2.4936,0.5734,-1.2856,-0.5499,-0.3328,3.8133,-2.9998,-2.949,0.4202,0.6721,-1.2897,2.144,-0.4863,-2.8801,-2.422,-0.0132,-0.0253,-0.7805,2.4281,0.2997,1.1825,-1.2154,0.3096,-0.5445,1.7399,0.9777,-1.1015,-1.5603,0.5117,-0.423,-4.6376,-1.6382,-1.1792,-1.0756,-0.2935,-0.7112,-4.6165,-3.0905,-1.5741,-0.6678,-0.1981,0.5727,-0.4234,-0.541
143,-0.9477,-2.9791,-2.9782,0.2477,-2.3725,0.1542,-3.3367,-1.1549,0.5849,3.8411,-1.8965,-1.2609,0.4018,-0.524,1.1253,-0.2215,-0.9132,-1.584,-1.7592,-0.0977,0.3918,-0.1523,-0.732,-1.3493,0.383,0.8253,0.5421,0.2432,0.0039,0.1768,-0.9543,-2.2055,0.2381,-0.8037,-1.9916,-1.9894,-0.2209,-1.3506,-0.2277,-3.1362,0.4459,-2.1982,-1.7971,-0.3277,-1.3207,-0.5471,-1.4307,0.6908
