,O15232,O60635,P00750,P08727,P08833,P14136,P16234,P18627,P19429,P21246,P52823,P55259,Q8IU54,Q96JP9,Q9P0M4,Q9Y653,Class Label
287,-0.8048,-0.6472,-1.0509,0.9275,-1.1685,-1.3855,-1.4051,0.0724,-3.8421,-1.1898,-0.532,-1.6582,0.9426,-1.4723,-0.7069,-1.4617,0
288,-0.7661,-0.676,-0.8264,-0.1743,-2.6678,-1.3203,-1.5304,0.0941,-2.6639,0.5662,-1.0062,-2.4216,3.7558,-1.7053,-1.5811,-1.9708,0
289,-1.8937,-0.3121,-2.667,0.5301,2.649,-0.7904,-1.5382,-0.5087,4.1672,-0.4419,-0.538,-0.4733,-0.4447,-1.9121,-1.152,-2.5807,0
290,-0.8202,-0.4578,-0.2834,1.8078,0.5349,-0.0877,-1.3011,-0.1645,-2.5152,-0.221,-0.0854,-1.2557,1.8404,-1.751,-2.0257,-1.3954,0
291,-0.3374,-0.4138,-0.1271,2.7839,-2.5961,-1.3465,-1.5784,-0.5982,-2.8877,-1.645,-0.3551,-0.5979,0.3884,-1.5349,-0.96,-1.7137,0
292,-0.8306,-0.6892,-2.247,-1.6856,-0.9933,-0.9906,-1.2246,-0.8478,-3.3497,-1.2802,-0.9493,-1.6455,0.109,-2.0011,0.77,-2.2534,0
293,-1.3511,-0.3626,-1.473,0.2632,-2.3903,-0.3812,-1.653,-0.0297,-3.8112,-0.1937,-1.0269,-0.8771,1.8956,-1.4486,-1.7072,-1.9853,0
294,-0.8381,-0.5965,-1.126,-1.5538,-2.0067,-1.6829,-1.8713,-0.6992,-2.6256,-1.3711,-1.4356,-1.5593,1.2698,-1.5234,-2.1149,-2.2718,0
295,-0.0761,1.3244,-0.9995,1.7087,0.4409,0.0326,-0.7195,0.7845,-1.8268,1.0138,-0.251,-0.91,3.1387,-1.2908,1.4212,-0.2377,0
296,0.123,-0.5311,-0.2956,0.4351,0.2596,-0.6654,-0.3604,0.3629,-0.8565,0.6649,0.7121,0.2987,3.1851,-1.6363,-1.2606,-1.2168,0
297,-0.2008,0.1849,-1.3379,1.1945,-0.7251,0.5595,-1.2869,-0.3666,-2.8973,-0.6202,-1.4749,0.2963,1.46,-1.7611,-0.095,-2.0489,0
298,-2.0454,-0.5367,-4.2591,-1.4254,-4.2119,-0.8873,-1.4283,-1.6527,-4.0949,-1.4796,-1.2059,-0.8368,-0.8884,-1.4808,-0.7367,-2.3928,0
299,-0.4117,-0.2992,-0.1225,2.081,-0.7938,0.035,-1.0356,0.0948,-2.9733,-0.8921,-0.3943,-0.9185,1.4619,-1.7612,-0.6777,-0.1327,0
300,-1.4788,0.2499,-1.5625,-0.5413,-1.6961,-0.2783,-1.3658,-0.4578,-4.2842,-0.8572,-0.7358,-0.3089,2.5219,-1.5361,-1.728,-1.3289,1
301,-0.1199,1.0006,-0.3956,2.3744,0.916,-0.8727,-1.2928,0.4496,-2.797,-0.7167,0.2492,-0.7648,2.2736,-1.9267,-1.293,-1.5457,1
302,0.3971,1.2467,-0.1865,3.7423,0.6942,-0.5701,-0.6603,-0.429,0.7359,-0.9491,0.6477,1.7489,-0.1231,-2.051,1.0042,0.7337,1
303,-0.2267,-0.612,-0.9457,-0.9349,2.0861,1.0051,-0.5264,1.1119,-0.6645,0.14,0.0309,-0.7026,1.7407,-1.4936,4.271,-1.1411,1
304,-1.1703,5.2078,-0.9882,-0.1269,2.0738,-0.6312,-0.9107,-0.3331,-1.901,-0.5881,-0.0671,1.4209,1.8348,-1.58,1.0018,1.2965,1
305,-0.1655,-0.6776,-1.0409,1.0319,1.2613,-0.6438,-1.2467,-0.8216,-2.6234,-2.1198,-0.3764,-0.317,-0.4678,-1.5074,-0.7777,0.1129,1
306,-0.3173,-0.4551,0.0064,3.4654,2.2664,-0.7275,-1.5926,0.0033,0.783,1.1434,0.2633,-0.4432,3.1786,-1.493,-0.3823,0.1339,1
307,-0.681,-0.5284,-0.267,3.033,0.4305,0.7766,-0.824,0.8349,-2.386,1.0817,-0.4539,0.2356,1.4966,-1.6971,0.8902,-1.0914,1
308,-0.0312,-0.5389,-0.6562,1.4563,2.8875,1.437,0.0431,0.7887,-1.4657,-0.3898,1.07,5.1099,1.3128,-1.2317,0.8112,-0.4369,1
309,0.3324,-0.4093,0.9256,0.9731,0.2866,0.0446,1.8799,0.9527,0.1264,-1.0575,0.0009,5.6295,-0.8058,-0.429,2.0805,0.6329,1
310,2.6956,0.5287,0.9504,4.4975,4.7982,0.3775,1.1901,2.4728,2.1857,1.7974,2.9389,0.5655,3.3047,-1.5254,2.8119,0.0035,1
311,-0.2454,-0.4966,0.2436,3.3268,3.4583,-0.5245,-0.2872,1.3253,-3.2553,-0.2153,1.6184,-1.8982,3.538,-1.6374,-0.834,-0.241,1
312,-0.1268,-0.3011,-1.0756,-0.1735,1.6857,-0.1688,-1.0755,0.284,-0.7654,0.4241,1.6595,0.5176,1.9938,-1.4444,3.6428,0.4174,1
313,-0.4822,0.5863,0.057,3.4129,2.1824,0.0769,-0.7349,0.1456,-1.2514,-0.4606,0.9809,2.4893,1.1641,-1.7168,2.9789,0.1196,1
314,-0.3457,-0.5093,-0.3362,3.0675,2.0307,-0.4493,-1.7367,-0.7954,-1.9053,4.8487,0.5496,1.2624,-0.1527,-1.7896,-1.8018,-0.6587,1
315,-0.4525,0.129,-2.1206,1.0462,1.1066,-0.8922,-0.4923,1.4779,-2.4714,-0.4231,0.1294,1.2068,3.6091,-1.4634,1.7462,0.1842,1
316,1.8613,-0.684,3.112,1.2924,2.1862,0.2367,1.9734,3.7989,-0.822,4.3499,2.794,5.5642,2.0744,-0.7886,-0.161,2.7754,1
317,0.706,-0.1071,0.1364,1.0797,0.4747,-1.3886,0.2125,-0.0049,-0.7738,-0.6043,0.5661,3.1341,1.4077,-1.2913,0.9467,0.2672,1
318,-0.8179,1.5411,-0.8517,2.5885,0.6221,-1.0272,-1.7744,-0.7702,-2.2922,-0.6898,-0.1993,0.7016,3.9248,-1.9446,-1.2963,0.1722,1
319,-0.1862,-0.3054,-0.5854,-1.2033,0.6362,8.782,-1.2151,-0.3721,-1.2535,-0.4846,1.1592,-0.4189,-0.7151,-1.2333,-1.032,-0.0193,1
320,1.0852,-0.5514,1.4237,1.3841,2.7828,0.7103,-0.3832,1.6662,-0.104,1.0785,4.3898,-0.7026,2.1816,-1.8956,2.9356,1.1661,1
321,-0.1362,-0.2398,-0.5965,0.8616,-0.2657,0.546,-1.2235,-0.4627,-0.6489,1.1579,-0.2343,0.0355,0.0667,-1.7521,-1.472,-0.0923,1
322,1.0962,-0.4926,-0.3273,3.7999,3.1437,1.2795,0.0035,1.5873,0.0519,1.1098,1.2751,0.4695,3.5748,-1.9756,0.6027,-0.6469,1
323,-0.9744,-0.3746,-1.0927,0.2884,-1.7484,-0.9873,-1.4731,-0.7883,-2.6826,-1.2473,-0.4534,3.5062,0.3366,-1.0407,-0.9271,0.5213,1
324,0.4424,1.6089,-1.0173,-0.5175,3.5139,0.405,-0.2074,-0.2291,-1.6508,0.4858,-1.3455,2.7313,0.6151,-1.3179,1.324,-1.0597,1
325,-1.0623,-0.4779,-1.4709,-0.8984,1.1069,0.232,-0.7662,0.8127,-0.7977,-0.5795,-0.5249,-0.9876,-0.8975,-1.4619,0.8627,0.4132,1
326,-0.1072,-0.1355,-1.4523,0.3528,-0.4777,-0.7687,-1.2971,0.0117,-2.1674,-0.1798,-0.7768,-1.7154,2.8853,-1.667,0.7799,-1.0091,1
327,0.842,-0.2589,-0.382,2.9916,3.1388,0.1786,-0.4985,1.2174,-0.4623,1.5895,3.0761,1.5323,4.0369,-1.5406,3.7128,0.1431,1
328,1.3821,-0.3704,0.5033,3.3264,2.5116,-0.1316,-1.0352,-0.7279,-1.2957,-0.1973,3.8266,-0.6327,0.3639,2.4076,2.2019,-0.7045,1
329,0.6167,-0.3265,-0.796,1.7968,1.0497,0.406,-0.805,1.1415,-3.2083,0.1705,0.2057,-0.1362,3.5637,-1.6306,0.4751,-0.0404,1
330,0.4996,-0.7934,0.2837,1.5541,2.4033,0.2414,-0.2737,0.8726,-1.0902,0.8827,2.7772,-1.385,0.7455,-1.5916,1.7791,1.4798,1
331,1.6778,-0.4078,0.8096,5.1411,2.793,0.7328,0.3562,0.814,5.4988,0.8894,3.3672,2.5554,3.7633,-1.7978,0.4361,0.6061,1
332,-2.3686,-0.6952,-1.6187,-2.2315,-2.773,-1.9605,-1.7962,-0.4769,-1.8411,-1.5777,-0.8906,-1.8216,-0.3104,-1.8177,-1.9502,0.6181,1
333,-0.2634,4.4864,-0.1374,1.2974,2.0194,1.3702,0.4592,1.4091,0.2292,5.6867,0.1199,1.6056,-0.7914,-1.3124,1.7063,-0.5389,1
334,1.1478,4.0726,0.8353,3.2954,-1.8295,-0.4265,-1.2515,0.0586,-2.2021,0.1317,1.8152,0.8893,3.3935,-1.4778,-1.4101,-0.6206,1
335,0.1657,-0.3644,-0.5479,2.9659,-1.0306,-0.5282,-0.9465,0.8714,-3.9365,-0.4259,0.238,-0.3508,3.328,-1.79,-1.2618,0.2267,1
336,0.7853,0.2041,-0.1375,1.744,-1.9354,-0.6059,-1.1368,0.0229,-1.122,0.2688,0.4851,0.7852,2.3045,-1.7473,0.0351,0.7177,1
337,0.8496,-0.1947,-0.7805,3.8247,0.6115,3.8622,-0.2291,0.6798,-0.2847,0.772,1.1093,2.1214,-0.0261,-1.591,3.31,1.0332,1
338,1.0587,-0.4507,-0.6143,3.8261,-1.2372,0.6561,-0.5488,1.2785,-2.7011,-0.2237,0.8657,-0.7243,3.111,-1.2467,0.3844,1.2588,1
339,1.0832,0.3672,-0.5153,4.8704,2.1331,-0.4734,-0.3291,1.2499,1.4611,-0.7496,2.3867,0.9885,4.6828,-1.5731,1.1664,1.8874,1
340,-1.4993,1.7721,-1.1205,1.8062,0.126,-0.1533,-1.5509,-0.5822,-1.8811,-0.2958,-0.8692,0.1633,-0.6818,-1.4958,-0.7645,-2.4301,1
341,-0.8065,-0.5824,0.1671,3.3035,0.722,-1.5574,-0.8855,0.5498,-2.1349,0.2983,1.5468,-0.648,2.6498,-1.6568,0.584,1.2652,1
342,0.6148,1.0917,-0.8618,1.6378,2.1902,1.0758,-1.4417,-0.0733,-1.7921,-0.7868,1.2397,0.5175,4.4556,-1.7761,-0.0589,-0.6997,1
343,2.0035,0.0548,-0.3938,4.4505,2.8681,0.8472,-0.1488,1.2853,2.0131,-0.0572,1.7518,-0.1014,4.7928,-1.3409,1.0035,-0.7984,1
